Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Revision Date,Revision Reason,Comment,Project ID,Area of Change,Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:43:00","13391"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:43:00","13393"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13415"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13417"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13419"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13421"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13423"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13425"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13427"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","14:44:16","13429"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","15:30:37","13451"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","15:30:37","13453"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","15:30:37","13455"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","15:30:37","13457"
"029-888888105","7","029","Department of Veterans Affairs","InterAgency 21st Century-One Vet","02/08/2013","Correction","Updates were made to E-Benefits Portal, Enterprise Veterans Self Service, VRM Knowledge Management, Customer Relationship Management (CRM)/Unified Desktop (UD)/Knowledge Management (KM), Veteran Online Health Application (VOA), Veterans On Line Application (VONAPP) II, VetSuccess Rehost and Stakeholder Enterprise Portal (SEP) as a result of VA PMAS Dashboard delivered functionality that included data migration which resulted in PM adjustments, corrections and validation of project data.","","","2010-2019","","","05/24/2013","15:30:37","13459"
