Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,Investment URL Attribute A,Investment URL Attribute B,Investment URL Attribute C,Investment URL Attribute D,Investment URL Attribute E,Updated Date,Updated Time
"024-000009900","191","024","Department of Homeland Security","457","190236","Yes","http://www.itdashboard.gov/investmentbuscid=191","no","no","no","yes","no","09/12/2012","15:29:26"
"024-000009900","191","024","Department of Homeland Security","459","190237","Yes","http://www.usaspending.gov/explorefiscal_year=all&comingfrom=searchresults&idvpiid=hshqdc06d00056&piid=hshqdc12j00005&typeofview=complete","no","no","no","yes","yes","09/12/2012","15:29:26"
"024-000006117","197","024","Department of Homeland Security","587","188147","Yes","http://www.uscg.mil/acquisition/ioc/default.asp","no","no","no","yes","yes","09/13/2012","07:24:40"
"024-000006010","200","024","Department of Homeland Security","851","187781","Yes","http://www.uscg.mil/ppc/default.asp","no","no","no","yes","yes","09/13/2012","14:58:38"
"024-000006010","200","024","Department of Homeland Security","853","187783","No","https://ep.direct-access.us/psp/ucgp1pp/cmd=login&languagecd=eng&","no","no","no","yes","yes","09/13/2012","14:58:38"
"024-000006010","200","024","Department of Homeland Security","855","187782","Yes","http://dcp.psc.gov/ccmis/self_service.aspx","no","no","no","yes","yes","09/13/2012","14:58:38"
"024-000006115","203","024","Department of Homeland Security","575","187416","Yes","https://cgportal.uscg.mil/ctl/1ya6jfr","no","no","no","yes","yes","09/13/2012","07:22:31"
"024-000006115","203","024","Department of Homeland Security","577","187412","No","https://cgportal.uscg.mil/ctl/cevsm1","no","no","no","yes","yes","09/13/2012","07:22:31"
"024-000006115","203","024","Department of Homeland Security","579","187415","Yes","https://www.intelink.gov/blogs/_cg-lims/","no","no","yes","yes","yes","09/13/2012","07:22:31"
"024-000006115","203","024","Department of Homeland Security","581","187414","Yes","http://www.uscg.mil/acquisition/cglims/default.asp","no","no","no","yes","yes","09/13/2012","07:22:31"
"024-000006115","203","024","Department of Homeland Security","583","187413","Yes","http://cglims.wordpress.com/","no","no","yes","yes","yes","09/13/2012","07:22:31"
"024-000006115","203","024","Department of Homeland Security","585","190713","No","http://wiki.citizen.apps.gov/cglims/index.php/main_page","no","no","yes","yes","yes","09/13/2012","07:22:31"
"024-000006343","204","024","Department of Homeland Security","713","188418","Yes","http://www.uscg.mil/acquisition/c4isr/default.asp","no","no","no","yes","no","09/13/2012","12:08:49"
"024-000006006","205","024","Department of Homeland Security","569","188428","No","http://cgweb.almis.uscg.mil/cognos","no","no","no","no","no","09/13/2012","07:21:43"
"024-000006006","205","024","Department of Homeland Security","571","188427","No","http://texas.main.ads.uscg.mil/cognos8","no","no","no","no","no","09/13/2012","07:21:43"
"024-000006006","205","024","Department of Homeland Security","573","188426","No","https://cgportal.uscg.mil/delivery/satellite/alc/alc_isd","no","no","no","yes","yes","09/13/2012","07:21:43"
"005-000001723","212","005","Department of Agriculture","1343","","No","No","no","no","no","no","no","09/14/2012","10:25:44"
"005-000001822","213","005","Department of Agriculture","1683","","Yes","www.pay.gov","yes","yes","yes","yes","yes","09/16/2012","18:16:22"
"005-000000038","214","005","Department of Agriculture","1345","","No","N/A","no","no","no","no","no","09/14/2012","10:26:01"
"005-000000093","215","005","Department of Agriculture","3905","","No","N/A- ATSA is a Mainframe System.  No URLs","no","no","no","yes","no","09/17/2012","17:23:53"
"005-000001232","220","005","Department of Agriculture","1403","","No","","no","no","no","no","no","09/14/2012","10:26:52"
"005-000001232","220","005","Department of Agriculture","1461","","No","","no","no","no","no","no","09/14/2012","10:52:30"
"005-000001232","220","005","Department of Agriculture","1649","","No","","no","no","no","no","no","09/14/2012","22:22:39"
"005-000001232","220","005","Department of Agriculture","3913","","No","","no","no","no","no","no","09/18/2012","11:04:59"
"005-000001232","220","005","Department of Agriculture","4167","","No","NA","no","no","no","no","no","03/22/2013","12:52:54"
"005-000001234","221","005","Department of Agriculture","1405","","Yes","https://arcticocean.sc.egov.usda.gov/GSM/index.jsp","no","no","no","no","no","09/14/2012","10:26:59"
"005-000001234","221","005","Department of Agriculture","1407","","Yes","https://arcticocean.sc.egov.usda.gov/GSM/index_usda.jsp","no","no","no","no","no","09/14/2012","10:26:59"
"005-000001234","221","005","Department of Agriculture","1409","","Yes","http://www.fas.usda.gov/excredits/gsmonline/intro.asp","no","no","no","yes","no","09/14/2012","10:26:59"
"005-000001234","221","005","Department of Agriculture","4175","","No","https://arcticocean.sc.egov.usda.gov/GSMWeb/index_usda.jsp","no","no","no","no","no","03/25/2013","10:03:04"
"005-000001870","225","005","Department of Agriculture","1417","","Yes","http://www.fsa.usda.gov/FSA/midasarea&#61;home&amp;subject&#61;landing&amp;topic&#61;landing","no","no","no","yes","no","09/14/2012","23:28:01"
"005-000001870","225","005","Department of Agriculture","1419","","Yes","http://www.fsa.usda.gov/FSA/webapparea&#61;about&amp;subject&#61;landing&amp;topic&#61;sao-dp","no","no","no","no","yes","09/14/2012","23:28:01"
"005-000001425","227","005","Department of Agriculture","3907","","Yes","http://info.fmmi.usda.gov/","no","no","no","yes","yes","09/17/2012","18:59:32"
"005-000001718","228","005","Department of Agriculture","1651","","Yes","www.fns.usda.gov","no","no","no","no","yes","09/14/2012","23:47:40"
"005-000001718","228","005","Department of Agriculture","1653","","Yes","www.cnpp.usda.gov","yes","no","yes","no","yes","09/14/2012","23:47:40"
"005-000001496","229","005","Department of Agriculture","3917","","Yes","http://www.forestsandrangelands.gov/FPA/index.shtml","yes","yes","no","yes","yes","03/19/2013","16:23:44"
"005-000001496","229","005","Department of Agriculture","3919","","Yes","http://www.myfirecommunity.net/","yes","yes","no","no","no","03/19/2013","16:23:44"
"005-999991841","234","005","Department of Agriculture","3921","","Yes","https://www.nfc.usda.gov/index.html","no","no","no","no","yes","09/18/2012","13:14:11"
"005-999991841","234","005","Department of Agriculture","3923","","Yes","https://www.empowhr.gov/hr_supp_serv/hr_support_serv.html","no","no","no","no","yes","09/18/2012","13:14:11"
"005-999991841","234","005","Department of Agriculture","3925","","No","https://www.nfc.usda.gov/webta/webta.html","no","no","no","no","yes","09/18/2012","13:14:11"
"005-999991841","234","005","Department of Agriculture","3927","","Yes","https://www.nfc.usda.gov/","no","no","no","no","yes","03/19/2013","16:24:53"
"005-999991841","234","005","Department of Agriculture","3929","","Yes","https://www.empowhr.gov/","no","no","no","no","yes","03/19/2013","16:24:53"
"005-999991841","234","005","Department of Agriculture","3931","","No","https://www.nfc.usda.gov/webta/webta.html","no","no","no","no","yes","09/18/2012","15:01:04"
"005-000002328","235","005","Department of Agriculture","4073","","No","http://eatis-wsprod.fs.fed.us/EavWebService/services/eatis_contracts.cfc","no","no","no","no","no","03/19/2013","16:25:00"
"005-000000039","236","005","Department of Agriculture","3937","","Yes","http://www.dm.usda.gov/oppm/psd/index.htm","no","no","no","no","yes","09/19/2012","09:28:48"
"005-000002152","238","005","Department of Agriculture","1427","","Yes","http://www.nass.usda.gov/Quick_Stats/index.php","yes","yes","yes","yes","yes","09/14/2012","10:28:31"
"005-000002152","238","005","Department of Agriculture","1429","","Yes","http://www.nass.usda.gov/Quick_Stats/Lite/","yes","yes","yes","yes","yes","09/14/2012","10:28:31"
"005-000002152","238","005","Department of Agriculture","1431","","Yes","http://quickstats.nass.usda.gov/","yes","yes","yes","yes","yes","09/14/2012","10:28:31"
"005-000002152","238","005","Department of Agriculture","1433","","Yes","http://www.nass.usda.gov/Data_and_Statistics/Quick_Stats_1.0/index.asp","yes","yes","yes","yes","yes","09/14/2012","10:28:31"
"005-000001659","239","005","Department of Agriculture","1353","","No","https://nais.aphis.usda.gov/ainmngt/","no","no","no","no","no","09/14/2012","10:26:20"
"005-000001659","239","005","Department of Agriculture","1355","","No","https://nais.aphis.usda.gov/ainmngt/","no","no","no","no","no","09/14/2012","10:26:20"
"005-000001659","239","005","Department of Agriculture","1357","","Yes","https://adtstest.aphis.usda.gov/ainmngt/processLogin.do","no","no","no","no","no","09/14/2012","10:26:20"
"005-000001659","239","005","Department of Agriculture","1359","","Yes","http://www.aphis.usda.gov/traceability/","no","no","no","yes","yes","09/14/2012","10:26:20"
"005-000001659","239","005","Department of Agriculture","4069","","Yes","https://nais.aphis.usda.gov/aims/","no","no","no","yes","yes","03/19/2013","16:21:35"
"005-000001659","239","005","Department of Agriculture","4071","","Yes","https://nais.aphis.usda.gov/dmc/login.do","no","no","no","no","no","03/19/2013","16:21:35"
"005-000002223","242","005","Department of Agriculture","1655","","Yes","http://usfs.maps.arcgis.com/home/group.htmlowner&#61;USForestServiceAdmin&amp;title&#61;US%20Forest%20Service","yes","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1657","","Yes","http://www.fs.fed.us/publications/watershed/","yes","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1659","","Yes","http://apps.fs.usda.gov/WCFmapviewer/","yes","no","no","yes","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1661","","Yes","http://www.fs.fed.us/biology/air/index.html","no","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1663","","Yes","http://www.fs.fed.us/nrm/index.shtml","no","no","no","yes","no","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1665","","Yes","http://www.fs.fed.us/nrm/air/index.shtml","yes","no","no","yes","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1667","","Yes","http://www.fs.fed.us/recreation/programs/nvum/","no","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1669","","Yes","http://apps.fs.usda.gov/nrm/nvum/results/","yes","no","no","no","no","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1671","","Yes","http://www.fs.fed.us/nrm/fsveg/index.shtml","no","no","no","yes","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1673","","Yes","http://www.fs.fed.us/business/grants/","no","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1675","","Yes","http://www.fs.fed.us/eng/","no","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1677","","Yes","www.fs.fed.us/im/directives/fsh/2409.17/2409.17_8.doc","no","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1679","","Yes","https://nrm.dfg.ca.gov/PAD/Default.aspx","yes","no","no","no","yes","09/15/2012","00:02:12"
"005-000002223","242","005","Department of Agriculture","1681","","Yes","http://bios.dfg.ca.gov/","yes","no","no","no","yes","09/15/2012","00:02:12"
"005-000000064","246","005","Department of Agriculture","1435","","No","Not Applicable (N/A)","no","yes","no","no","no","09/14/2012","10:28:54"
"005-000000067","247","005","Department of Agriculture","1437","","No","Not Applicable (N/A).","no","yes","no","no","no","09/14/2012","10:28:59"
"005-000001430","248","005","Department of Agriculture","3915","","No","Not Applicable (N/A)","no","no","no","no","no","09/18/2012","11:11:58"
"005-000000063","249","005","Department of Agriculture","1439","","No","Not Applicable (N/A).","no","no","no","no","no","09/14/2012","10:29:07"
"005-000000063","249","005","Department of Agriculture","1463","","No","Not Applicable (N/A).","no","no","no","no","no","09/14/2012","10:54:40"
"005-000000028","250","005","Department of Agriculture","3933","","Yes","http://ross.nwcg.gov","no","no","no","no","yes","09/19/2012","09:11:23"
"005-000000028","250","005","Department of Agriculture","3935","","Yes","http://egp.nwcg.gov","no","no","no","no","yes","09/19/2012","09:11:23"
"005-000000027","251","005","Department of Agriculture","1443","","Yes","https://stars.fns.usda.gov/","no","no","no","no","no","09/14/2012","10:29:16"
"005-000002224","252","005","Department of Agriculture","1449","","Yes","https://connections.usda.gov/wikis/homelang&#61;en_US#/wiki/W4f1bfd6d7301_465f_ac19_573e665ca6af/page/Welcome","no","no","yes","no","yes","09/17/2012","12:16:52"
"005-000002224","252","005","Department of Agriculture","1451","","Yes","http://hspd12.usda.gov","no","no","no","yes","yes","09/14/2012","10:29:22"
"005-000002224","252","005","Department of Agriculture","4235","","Yes","https://www.eauth.usda.gov/MainPages/index.aspx","no","no","no","no","yes","05/29/2013","17:57:33"
"005-000002224","252","005","Department of Agriculture","4237","","Yes","https://www.eauth.usda.gov/MainPages/index.aspx","no","no","no","no","yes","05/29/2013","18:09:54"
"005-000000018","253","005","Department of Agriculture","1687","","Yes","www.usda.gov/wbscm","yes","yes","no","yes","yes","09/16/2012","18:18:53"
"005-000001742","254","005","Department of Agriculture","1415","","Yes","www.fsa.usda.gov/sdlc","no","no","no","yes","yes","09/14/2012","10:27:40"
"009-000001386","257","009","Department of Health and Human Services","497","318929","Yes","https://vtrcks-provider.cdc.gov","no","no","no","no","yes","09/12/2012","16:05:14"
