Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"005-000002223","242","005","Department of Agriculture","NRM - Natural Resource Manager","2223-13-Q2","6181","","FY2013 NRM O&M 2nd Quarter","NRM Maintenace Release 6.3 Includes FY2013 Program of Work proposals identified as critical by the NRM Extended Team and approved by the NRM Steering Commitee. POW proposals are documented and available for review at https://ems-team.usda.gov/sites/fs-nfs-nrm-nrms/SitePages/POW%20Welcome%20Page.aspx At the time of this submission the assignment of POW proposals to specific NRM Releases were still being finalized. NRM Maintenance proposals uder consideration include: NRM Operations & Maintenance Infrastructure (279); GI Outputs (33); Update special Uses Application (SUDS) to meet Law, Regulation and Policy (170, 168); Spatially enablilng SUDS Mapping (160); Shared Component Maintenance (51); ALP Land Status Record System Maintenance (125); Disconnected Editing Architecture; (281); Rangeland Inventory & Monitoring and the Inventory and Mapping (TEUI, Geology, Soils, PNV) applications Maintenance (56); Engineering: Facilities Maintenance & Bug Fixes, Quality Control, Deferded Maintenance, and Drinking Water Systems (254); Finish Revision to Trail Bridges & TRBR Maintenance (245); FSVeg Spatial Data Analyzer Maintenance and Support (71); FSVeg Spatial Migration (69); Full integration of Species List Management into Taxa (132); Fusion Middleware - WebMethods/SDE10 (247); Grants & Agreements (G&A) Maintenance (161); G&A System Generated Emails (162); G&A Federal Funding Accountability and Transparancy Act (FFATA) Reporting (165); G&A Interface with WorkPlan (163); G&A Accurate Reporting (164); Groundwater Dependent Ecosystems Protocols (66); Heritage GIS (74); Heritage Historic Status (102); Heritage Reporting & Bug Fixes (243); Heritage Wildland Fire Decision Support (267); Implement FMMI Interface Requirements (48); NRM Architecture (318, 320, 321); Mineral Materials Maintenance (180); Infrastructure Modernization (251); NRIS Legacy Data Migration (52); National Visitor Use Monitoring Maintenance (93); Recreation Sites Survey Mobile (58); Common Architecture (221); Federal Real Property Profile (FRPP) New Reporting Requirements (268); Enterprise Data Warehouse (EDW) Transition (249); Real Propery Maintenance Close and Prep for New 5-Year Cycle, and Job Corps Data Cleanup (265); FACTS Maintenance (252); Special Uses (SUDS) Fiancials (222); TIM Maintenance (34); Trails Updates and Enhancements (202); Trail Mobile Application eTRACS (246); Trails Accomplishments Modifications (244).","2013-01-01","2013-03-31","7.417000","0","0.00","Green","0.542000","7.31","Green","2013-05-30","12:01:48"
"005-000002223","242","005","Department of Agriculture","NRM - Natural Resource Manager","2223-13-Q3","6183","","FY2013 NRM O&M 3rd Quarter","NRM Maintenance Release 7.0 includes the transition of the NRM system hardware and infrastructure components to align with the FS CIO-BAO Data Center Consolidation standards, to utilize new National Information Technology (NITC) Service options, and also upgrade system components to improve flexibility of the system and improve performance.  This new environment will move NRM in the direction of operating to a Cloud based operating paradigm.  This project will implement a data center environment that is cost efficient but also scalable and elastic in its configuration to allow for growth or reduction in computing and storage capacity as the need arises. The Infrastructure Modernization Project will support the following NRM Organization strategic goals.  (1) Ensure continued operations of NRM; (2) Align with Agency - Performance Accountability (Measure, Report, Improve) initiative; (3) Remove server asset management from the NRM program area and conform to USDA and FS National Data Center Consolidation Initiatives; (4) Optimize budget; and (5) CIO-BAO - Network Consolidation. Project Objectives include: (1) Replace ageing hardware, end of leased hardware with NITC provided Infrastructure as a Service (IaaS); (2) Enhance capture and report of Performance Metrics impacted by implementing new infrastructure; (3) Migrate to a cloud methodology - utilize USDA NITC data center services in place of procuring hardware; (4) Allow flexibility of shifting of system resources based on demand; (5) Enable integration to Enterprise Data Warehouse (EDW) in Enterprise Data Center (EDC).The primary scope of this project is to establish new USDA NITC IaaS environments to support the existing NRM system components supporting Development, Test, Production, Training, and Continuity of Operations (Coop) also known as the Disaster Recovery site and to expand/adjust the infrastructure architecture of the environments to accommodate and support the infrastructure standards and requirements for the future NRM Architecture Modernization initiatives.   Additionally expand the environment to support rapid sandbox capabilities.","2013-04-01","2013-06-30","7.417000","-61","-67.78","Red","0.000000","0.00","Green","2013-04-26","16:17:44"
"005-000002223","242","005","Department of Agriculture","NRM - Natural Resource Manager","2223-13-Q4","6185","","FY2013 NRM O&M 4th Quarter","NRM Maintenace Release 7.1 and 7.2 Includes FY2013 Program of Work proposals identified as critical by the NRM Extended Team and approved by the NRM Steering Commitee.   NRM 4th quarter O&M releases include application maintenance associated with FY2013 Year-End processing and reporting.    NRM's FY13 year-end activities close out the FS current fiscal year business operations for the FRPP and the Performance Accountability System (PAS).  Applications feeding the year-end processes are Forest Service Activity Tracking System (FACTS), Heritage, Infra (Engineering), Range, Recreation Sites, Roads, SUDS, TIM, Trails and Wilderness.   In a normal year, NRM's year-end activities involve a complex set of operations for summarizing data, transmitting data to external systems and archiving data for historical reference.  FY13 will not be any different.    Year end is one of the most important, complex tasks NRM accomplishes each year.  NRM always focuses our resources on making a clean financial close-out for the agency.      POW proposals are documented and available for review at http://fsteams.fs.fed.us/sites/NRM-POW/default.aspx At the time of this OMB 300 submission the assignment of POW proposals to specific NRM Releases were still being finalized.","2013-07-01","2013-09-30","7.417000","0","0.00","Green","0.000000","0.00","Green","2013-07-23","16:10:48"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-EU-05","1696","","End User Devices - Enterprise User Mobility","Mobility support to include wireless and mobility endpoint (Windows mobile, Blackberry, etc.).","2012-02-15","2012-08-31","0.500000","-14","-7.07","Green","-0.250000","-50.00","Red","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-01","1698","","Office Environment - HeadEnd WAN Optimization","This project will deploy network acceleration devices in the HeadEnd Data Centers in order to address the escalating need for additional network bandwidth.","2012-02-15","2012-08-31","1.052360","-20","-10.10","Yellow","-0.070838","-6.73","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-02","1699","","Office Environment - Field Service Center WAN Optimization","This project will deploy network acceleration devices in the Field Service Centers in order to address the escalating need for additional network bandwidth.","2012-02-15","2012-08-31","4.997000","-35","-17.68","Yellow","0.050157","1.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-04","1700","","Office Environment - Modernization of Service Center Network Hardware","This project captures the cost of upgrading or replacing all switches and routers in the ITS network that will become unsupported in the next 1-2 years.","2012-02-15","2012-08-31","21.729000","-35","-17.68","Yellow","0.566570","2.61","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-05","1701","","Office Environment - VoIP Eastern Gateway and Call Center upgrade and expansion","Modernizing the VoIP Eastern Gateway and porcessing center will provide higher availability and a faster response time for the expansion of SCA VoIP systems.","2013-01-01","2013-04-01","0.555000","-151","-167.78","Red","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-08","1702","","Office Environment - Head End Core Component","Modernizing the VoIP Eastern Gateway and porcessing center will provide higher availability and a faster response time for the expansion of SCA VoIP systems.","2013-04-01","2013-09-30","5.600000","0","0.00","Green","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-15","1707","","Office Environment - Alternative Network Connectivity","This project will examine the feasibility of using alternative to traditional Frame-Relay lease lines.","2012-02-15","2012-08-31","0.250000","-364","-183.84","Red","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-18","1710","","Office Environment - Network Head End Upgrade","This project captures the cost of upgrading or replacing all switches and routers in the ITS network that will become unsupported in the next 1-2 years.","2012-02-15","2012-08-31","1.198251","-20","-10.10","Yellow","0.022739","1.90","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-23","1712","","Office Environment - VoIP Site Installations","Installation of VoIP systems in the SCA service centers.","2013-04-01","2013-08-06","10.000000","-24","-18.90","Yellow","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-EU-06","6635","","End User Devices - FSC Server Centralization","This project replaces FSC Server hardware and centralizes server functionality, based on a regular and ongoing (i.e., predetermined) lifecycle.","2013-10-03","2014-09-30","11.000000","0","0.00","Green","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-03","6637","","Office Environment - Expansion of  FSC WAN Optimization","Deploy WAN optimizion hardware and moble client software to computers at select sites that do not have the appliance installed.","2013-02-01","2013-04-01","11.200000","-151","-255.93","Red","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-06","6639","","Office Environment - Server Virtualization Storage Backup","This activity includes the setup and configuration of the virtual servers in select locations.  Also includes the centralized backend infrastructure, licenseing and configuration of backup capabilities to the data center.","2013-04-01","2013-09-30","1.200000","0","0.00","Green","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-07","6641","","Office Environment - Call Center Infrastructure Replacement","Modernizing the VoIP Eastern Gateway and porcessing center will provide higher availability and a faster response time for the expansion of SCA VoIP systems.","2012-12-03","2013-04-01","1.445000","-151","-167.78","Red","0.000000","0.00","Green","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-24","6643","","Office Environment - Continued VoIP Site Installations","Installation of VoIP systems in the SCA service centers.","2013-04-01","2014-09-30","8.000000","-24","-18.90","Yellow","0.000000","0.00","Green","2013-03-29","17:18:29"
