Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,Performance Measurement Category Mapping,Target 2014,Target 2015,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Is Closed?,Metric Updated Date,Metric Updated Time
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","1100","2","Maintain percentage of States premises registered","Percentage","2 - Strategic and Business Results","98.000000","98.000000","Over target","Annual","P44-005-070","111027","49272","98.000000","","registered premises met target","2014-10-15","no","08/28/2015","21:52:52"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","1101","3","Percentage of Server Availability for use","Percentage","1 - Customer Satisfaction (Results)","99.900000","99.900000","Over target","Annual","P44-005-070","111029","49269","99.900000","","Server availability was within targer","2014-09-30","no","08/28/2015","21:52:52"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","1102","4","Average minutes to transition to next customer support tier.","Number","1 - Customer Satisfaction (Results)","10.000000","10.000000","Under target","Annual","P44-005-070","111031","49287","10.000000","","customer transition was under target","2014-09-30","no","08/28/2015","21:52:52"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","1103","5","Percentage of application availability for use by the customer.","Percentage","1 - Customer Satisfaction (Results)","99.900000","99.900000","Over target","Annual","P44-005-070","111033","49284","99.900000","","availability met target","2014-09-30","no","08/28/2015","21:52:52"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","1104","6","Number of compliants received on the application functionality.","Number","1 - Customer Satisfaction (Results)","5.000000","5.000000","Under target","Monthly","P44-005-070","141825","62173","0.000000","","","2015-06-12","no","08/28/2015","21:52:52"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","21145","7","Help Desk contractor performs within contract parameters","meets requirements","1 - Customer Satisfaction (Results)","100.000000","100.000000","Under target","Annual","P44-005-070","111037","49278","100.000000","","performance was within parameters","2014-09-30","no","08/28/2015","21:52:52"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","21147","8","Failure of the contractor to perform satisfactorily , resulting in loss of funds and services.","contract in force","3 - Financial Performance","0.000000","0.000000","Over target","Annual","P44-005-070","111035","49268","0.000000","","contractor met target","2014-09-30","no","08/28/2015","21:52:52"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","2853","2","Increase Percentage of Field Offices with WAN Acceleration to 45%","Percentage","1 - Customer Satisfaction (Results)","45.000000","80.000000","Over target","Monthly","I02-003-301","148169","66217","97.000000","","","2015-08-10","no","08/28/2015","22:06:34"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","2854","3","Percentage of Field Office with centralized file services to 20%","Percentage","4 - Innovation","20.000000","55.000000","Over target","Annual","I02-003-301","137645","55667","65.000000","","","2015-05-20","no","08/28/2015","22:06:34"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","2855","4","Percentage of Field Office on centralized backup to 20%","Percentage","2 - Strategic and Business Results","20.000000","55.000000","Over target","Annual","I02-003-301","137647","55666","65.000000","","","2015-05-20","no","08/28/2015","22:06:34"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","2858","5","Increase Percentage of Field Offices with Telephone systems upgraded to VoIP to 10%","Percentage","1 - Customer Satisfaction (Results)","10.000000","50.000000","Over target","Annual","I02-003-301","137649","55673","95.000000","","","2015-05-20","no","08/28/2015","22:06:34"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","7111","6","Percentage of Field Offices with Virtual Server deployed to 5%","Percentage","1 - Customer Satisfaction (Results)","5.000000","20.000000","Over target","Annual","I02-003-301","137651","55672","15.000000","","","2015-05-20","no","08/28/2015","22:06:34"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","7559","7","Reduce percentage of total data  across circuits to Field Offices through WAN Optimization.","Percentage","3 - Financial Performance","45.000000","45.000000","Over target","Annual","I02-003-301","137653","55674","52.000000","","","2015-05-20","no","08/28/2015","22:06:34"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","2859","1","Assure project health thru EVM Reporting - SPI","Number","1 - Customer Satisfaction (Results)","0.900000","0.900000","Over target","Monthly","P43-005-067","145597","62929","0.990000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","2860","2","Assure project health thru EVM Reporting - CPI","Number","1 - Customer Satisfaction (Results)","0.900000","0.900000","Over target","Monthly","P43-005-067","145599","62925","0.970000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","2861","3","Adherence to business cycle due dates.","Percentage","1 - Customer Satisfaction (Results)","99.000000","99.000000","Over target","Monthly","P43-005-067","145601","62927","100.000000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","2862","4","Customer assurance of accuracy of ITM software.  Survey users in 4 business system areas (Actuarial, PASS, Reporting, Financial) to determine the accuracy of software deliverables as they are initially migrated to production.","Percentage","1 - Customer Satisfaction (Results)","74.000000","74.000000","Over target","Quarterly","P43-005-067","145603","62926","75.000000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","2863","5","Assure compliance to standards & best practices in delivering SDLC artifacts.","Percentage","1 - Customer Satisfaction (Results)","84.000000","84.000000","Over target","Monthly","P43-005-067","145605","62930","85.000000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6461","6","Acceptance rate of premium data submitted by Approved Insurance Providers (AIPs).","Percentage","1 - Customer Satisfaction (Results)","99.000000","99.000000","Over target","Monthly","P43-005-067","145607","62928","99.950000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6463","7","Acceptance rate of indemnity data submitted by Approved Insurance Providers (AIPs).","Percentage","3 - Financial Performance","99.000000","99.000000","Over target","Monthly","P43-005-067","145609","62945","99.870000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6465","8","Results of IT Service Desk customer satisfaction surveys for system performance.","Number","1 - Customer Satisfaction (Results)","3.750000","3.750000","Over target","Semi-Annual","P43-005-067","116223","51220","4.770000","","Updated with most current survey results.","2014-11-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6467","9","Results of IT Service Desk customer satisfaction surveys for system availability.","Number","1 - Customer Satisfaction (Results)","3.750000","3.750000","Over target","Semi-Annual","P43-005-067","116243","51238","4.770000","","Updated with most current survey results.","2014-11-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6469","10","Results of network and application server monitoring.","Percentage","2 - Strategic and Business Results","98.000000","98.000000","Over target","Monthly","P43-005-067","145611","62948","99.940000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6471","11","Percentage of total defects found in testing vs. production.","Percentage","1 - Customer Satisfaction (Results)","75.000000","0.000000","Over target","Monthly","P43-005-067","70093","","33.300000","Not Met","Updated with October actual results.","2013-10-31","","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6473","12","Average number of PASS records processed per second.","Number (in thousands)","1 - Customer Satisfaction (Results)","80.000000","60.000000","Over target","Monthly","P43-005-067","145613","62944","73.800000","","Updated with June actual results.","2015-06-30","no","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6475","13","Average time to serve dynamic pages- Actuarial Release.","Milliseconds","1 - Customer Satisfaction (Results)","200.000000","0.000000","Under target","Monthly","P43-005-067","70113","","1502.000000","Not Met","Updated with October actual results.","2013-10-31","","08/28/2015","21:52:50"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6477","14","Average time to serve dynamic pages- REAP.","Milliseconds","1 - Customer Satisfaction (Results)","1150.000000","1150.000000","Under target","Monthly","P43-005-067","137187","55694","1426.000000","","Updated with April actual results.","2015-04-30","no","08/28/2015","21:52:50"
