Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","Legislative Mandate","1497","100","http://www.uscis.gov/ilink/docView/6CFR/HTML/6CFR/0-0-0-1/0-0-0-3875.html","No","09/13/2012","16:00:40"
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","Published Agency Strategic Plan","1499","300","http://www.uscis.gov/ilink/docView/6CFR/HTML/6CFR/0-0-0-1/0-0-0-3875.html","No","09/13/2012","16:00:40"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","Legislative Mandate","785","100","http://www.gpo.gov/fdsys/pkg/PLAW-106publ215/pdf/PLAW-106publ215.pdf  http://www.gpo.gov/fdsys/pkg/PLAW-107publ56/pdf/PLAW-107publ56.pdf  http://www.gpo.gov/fdsys/pkg/PLAW-107publ173/pdf/PLAW-107publ173.pdf  http://www.gpo.gov/fdsys/pkg/STATUTE-118/pdf/STATUTE-118-Pg3638.pdf  http://www.gpo.gov/fdsys/pkg/PLAW-110publ53/pdf/PLAW-110publ53.pdf","Yes","09/10/2013","10:56:38"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","Other Requirement","4155","500","http://docs.house.go...OM-D-F.pdf","No","09/09/2014","10:09:47"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","Presidential Priority","787","400","https://www.hsdl.org/view&did=441949  https://www.hsdl.org/view&did=449327  https://www.hsdl.org/view&did=449575  https://www.hsdl.org/view&did=486560","Yes","09/10/2013","10:56:39"
"024-000009561","152","024","Department of Homeland Security","CBP - Arrival and Departure Information System (ADIS)","Legislative Mandate","775","100","http://www.gpo.gov/fdsys/pkg/PLAW-106publ215/html/PLAW-106publ215.htm","Yes","09/09/2014","10:09:43"
"024-000009561","152","024","Department of Homeland Security","CBP - Arrival and Departure Information System (ADIS)","Published Agency Strategic Plan","4153","300","http://www.dhs.gov/publication/2014-quadrennial-homeland-security-review-qhsr","Yes","09/09/2014","10:09:43"
"024-000009561","152","024","Department of Homeland Security","CBP - Arrival and Departure Information System (ADIS)","Presidential Priority","777","400","http://www.fas.org/irp/offdocs/nspd/hspd-6.html","Yes","09/09/2014","10:09:43"
"024-000000591","154","024","Department of Homeland Security","DHS - OneNet","Published Agency Strategic Plan","2567","300","http://www.dhs.gov/xlibrary/assets/qhsr_report.pdf","Yes","09/10/2013","10:48:56"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","Legislative Mandate","2581","100"," www.ocio.os.doc.gov","No","09/09/2014","10:09:31"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","Legislative Mandate","1293","100","http://www.gpo.gov/fdsys/pkg/CRPT-108hrpt796/pdf/CRPT-108hrpt796.pdf","Yes","09/13/2012","13:14:19"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","Other Requirement","2569","500","http://www.dhs.gov/xlibrary/assets/mgmt/mgmt-classified-national-security-program-implementation-directive.pdf","Yes","09/10/2013","10:49:08"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","Presidential Priority","1295","400","http://www.gpo.gov/fdsys/pkg/DCPD-201100732/pdf/DCPD-201100732.pdf  http://ise.gov/sites/default/files/2012infosharingstrategy.pdf","Yes","09/10/2013","10:49:07"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","Legislative Mandate","2159","100","http://www.fema.gov/media-library/assets/documents/20381id=4429","Yes","03/11/2014","12:02:04"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","Published Agency Strategic Plan","3947","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","03/11/2014","12:02:04"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","Legislative Mandate","763","100","http://www.govtrack.us/congress/bills/109/s3721","Yes","09/12/2012","14:32:45"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","Published Agency Strategic Plan","2551","300","http://www.dhs.gov/quadrennial-homeland-security-review-qhsr","Yes","09/10/2013","10:45:03"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","Presidential Priority","765","400","http://finance.performance.gov/initiative/increase-reliability/home","No","09/12/2012","14:32:45"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","Presidential Priority","1907","400","http://www.dhs.gov/homeland-security-presidential-directive-12","Yes","09/14/2012","10:45:16"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","Published Agency Strategic Plan","2155","300","www.fema.gov, www.dhs.gov","No","09/14/2012","16:52:35"
"024-999994100","166","024","Department of Homeland Security","FEMA - Disaster Assistance Improvement Plan (DAIP)","Legislative Mandate","767","100","http://www.gpo.gov/fdsys/pkg/PLAW-109publ295/pdf/PLAW-109publ295.pdf","Yes","09/12/2012","14:33:06"
"024-999994100","166","024","Department of Homeland Security","FEMA - Disaster Assistance Improvement Plan (DAIP)","Presidential Priority","769","400","https://www.federalregister.gov/executive-order/13411.pdf","Yes","09/12/2012","14:33:06"
"024-000007001","167","024","Department of Homeland Security","FEMA - Integrated Public Alert & Warning System (IPAWS)","Legislative Mandate","771","100","http://www.gpo.gov/fdsys/pkg/WCPD-2006-07-03/pdf/WCPD-2006-07-03-Pg1226.pdf","Yes","09/12/2012","14:33:21"
"024-000007001","167","024","Department of Homeland Security","FEMA - Integrated Public Alert & Warning System (IPAWS)","Audit Finding Resolution","4151","200","http://www.gao.gov/products/gao-13-375","Yes","09/09/2014","10:09:35"
"024-000007001","167","024","Department of Homeland Security","FEMA - Integrated Public Alert & Warning System (IPAWS)","Presidential Priority","773","400","http://www.gpo.gov/fdsys/pkg/WCPD-2006-07-03/pdf/WCPD-2006-07-03-Pg1226.pdf","Yes","09/12/2012","14:33:21"
"024-000007333","168","024","Department of Homeland Security","FEMA - Logistics Supply Chain Management (LSCMS)","Legislative Mandate","1241","100","http://thomas.loc.gov/cgi-bin/query/zc109:H.R.5441.enr:","Yes","09/13/2012","11:27:38"
"024-000007333","168","024","Department of Homeland Security","FEMA - Logistics Supply Chain Management (LSCMS)","Published Agency Strategic Plan","1243","300","http://www.fema.gov/about/strategicplan2011-2014","No","09/13/2012","11:27:38"
"024-000007333","168","024","Department of Homeland Security","FEMA - Logistics Supply Chain Management (LSCMS)","Presidential Priority","1245","400","http://georgewbush-whitehouse.archives.gov/reports/katrina-lessons-learned/appendix-a.html","Yes","09/13/2012","11:27:38"
"024-000005628","170","024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","Legislative Mandate","1079","100","www.gpo.gov/fdsys/pkg/PLAW-107publ295/pdf/PLAW-107publ295.pdf","Yes","09/10/2013","10:46:30"
"024-000005628","170","024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","Published Agency Strategic Plan","4135","300","https://ishare.tsa.dhs.gov/Offices/OIT/Documents/TSAITStrategicPlanFY1418.pdf","No","09/09/2014","08:20:24"
"024-000005624","171","024","Department of Homeland Security","TSA - Security Technology Integrated Program (STIP)","Published Agency Strategic Plan","4133","300","https;//ishare.tsa.dhs.gov/Offices/OIT/Documents/TSAITStrategicPlanFY1418.pdf, https://team.ishare.tsa.dhs.gov/sites/OST/StratPlanningDocs/OSC%20Strategic%20Plan%202013-2016.pdf","No","09/09/2014","08:20:18"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","Legislative Mandate","2559","100","http://www.gpo.gov/fdsys/pkg/FR-2008-10-28/html/E8-25432.htm","No","09/09/2014","08:20:13"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","Published Agency Strategic Plan","4131","300","https://ishare.tsa.dhs.gov/Offices/OIT/Documents/TSAITStrategicPlanFY1418.pdf","No","09/09/2014","08:20:13"
"024-000005664","173","024","Department of Homeland Security","TSA - Technology Infrastructure Modernization (TIM) Program","Legislative Mandate","1077","100","http://library.clerk.house.gov/reference-files/PPL_107_071_AviationandTransportationSecurity.pdf  http://www.gpo.gov/fdsys/pkg/PLAW-107publ295/pdf/PLAW-107publ295.pdf","Yes","09/10/2013","10:57:02"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","Published Agency Strategic Plan","1219","300","https://ishare.tsa.dhs.gov/Offices/OIT/Documents/TSAITStrategicPlanFY1418.pdf","No","02/05/2015","09:32:01"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","Legislative Mandate","1065","100","http://www.tsa.gov/sites/default/files/publications/pdf/twic/usa_patriot_act.pdf","No","09/10/2013","10:45:58"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","Published Agency Strategic Plan","4129","300","https://ishare.tsa.dhs.gov/Offices/OIT/Documents/TSAITStrategicPlanFY1418.pdf","No","09/09/2014","08:20:02"
"024-000005632","178","024","Department of Homeland Security","TSA - FAMS Mission Scheduling and Notification System (MSNS)","Legislative Mandate","4123","100","http://www.gpo.gov/fdsys/pkg/PLAW-107publ71/html/PLAW-107publ71.htm","Yes","09/09/2014","08:19:57"
"024-000005632","178","024","Department of Homeland Security","TSA - FAMS Mission Scheduling and Notification System (MSNS)","Published Agency Strategic Plan","4125","300","http://www.dhs.gov/quadrennial-homeland-security-review-qhsr","Yes","09/09/2014","08:19:58"
"024-000005632","178","024","Department of Homeland Security","TSA - FAMS Mission Scheduling and Notification System (MSNS)","Other Requirement","2557","500","http://ims-production.dhs.gov/ProSight/IDR/gd.aspxdocId=4977","No","09/10/2013","10:45:52"
"024-000005632","178","024","Department of Homeland Security","TSA - FAMS Mission Scheduling and Notification System (MSNS)","Presidential Priority","4127","400","http://www.jfklibrary.org/Research/Research-Aids/Ready-Reference/Press-Conferences/News-Conference-15.aspx","Yes","09/09/2014","08:19:58"
"024-000005633","179","024","Department of Homeland Security","TSA - Transportation Vetting System","Legislative Mandate","923","100","http://www.gpo.gov/fdsys/pkg/PLAW-107publ71/html/PLAW-107publ71.htm","Yes","09/12/2012","15:29:53"
"024-000005633","179","024","Department of Homeland Security","TSA - Transportation Vetting System","Published Agency Strategic Plan","4143","300","https://team.ishare.tsa.dhs.gov/sites/OIA/OIA%20Strategic%20Plan/Strategic%20Plan%20FY14-16/OIA%20FY14-16%20Strategic%20Plan%20FINAL.pdf","No","09/09/2014","08:22:37"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","Legislative Mandate","1067","100","http://wethepeople09171787.blogspot.com/2012/07/hr-5855-department-of-homeland-security.html","Yes","09/13/2012","07:17:19"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","Audit Finding Resolution","1069","200","http://www.oig.dhs.gov/assets/Mgmt/OIG_11-95_July11.pdf","Yes","09/13/2012","07:17:19"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","Published Agency Strategic Plan","1071","300","http://www.dhs.gov/xlibrary/assets/mgmt/cfo_apr_fy2011.pdf, https://ishare.tsa.dhs.gov/Offices/OIT/Documents/TSAITStrategicPlanFY1418.pdf","No","09/09/2014","08:20:07"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","Presidential Priority","1073","400","http://www.whitehouse.gov/sites/default/files/uploads/agijuneupdate.pdf","Yes","09/13/2012","07:17:19"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","Legislative Mandate","985","319900","http://www.ssa.gov/OP_Home/ssact/title04/0453.htm","Yes","09/12/2012","16:06:22"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","Legislative Mandate","2827","330042","http://www.acf.hhs.gov/programs/css/resource/the-personal-responsibility-and-work-opportunity-reconcilliation-act","Yes","09/11/2013","06:13:21"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","Published Agency Strategic Plan","2829","329995","http://www.hhs.gov/secretary/about/priorities/priorities.html","Yes","09/11/2013","06:13:21"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","Published Agency Strategic Plan","2425","324618","http://www.acf.hhs.gov/about/strategic-plan ","Yes","09/11/2014","13:26:45"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","Published Agency Strategic Plan","2831","329996","http://www.acf.hhs.gov/programs/css/resource/national-child-support-strategic-plan-fy-2010-2014","Yes","09/11/2013","06:13:21"
