Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Rated Date (Updated Date),Evaluation (by Agency CIO),Comments,Visible on IT Dashboard,CIO Rating ID,Investment Event ID,Updated Time
"005-000000062","222","005","Department of Agriculture","Corporate Financial Management Systems (CFMS)","08/30/2012","3","The Department is working with the agency to improve oversight of this investment.  Agency heads, CIOs, PMs, and CPIC Administrators will be notified of the weakness in their investment management and oversight.","Yes","11933","169051","15:49:12"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","06/29/2009","3","","Yes","356","0","16:38:26"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","08/31/2009","3","","No","357","0","11:47:02"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","09/29/2009","3","","No","358","0","09:44:52"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","10/27/2009","3","","No","359","0","11:59:34"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","11/23/2009","3","","No","360","0","10:23:09"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","12/30/2009","3","","No","361","0","09:28:38"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","01/28/2010","3","","No","362","0","08:29:33"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","01/28/2010","3","","No","363","0","08:39:45"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","02/25/2010","3","","No","364","0","09:12:33"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","04/30/2010","4","","Yes","2788","8394","08:26:16"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","06/03/2010","3","","Yes","3173","12174","10:11:55"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","06/28/2010","3","The business case require additional attention and updates. CIO has increased oversight of this investment.","Yes","3282","13712","15:21:07"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","07/29/2010","4","This investment is well-managed.","Yes","3731","17363","16:57:01"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","12/30/2010","5","This investment is well-managed.","Yes","4978","42058","16:08:28"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","01/28/2011","4","This investment is well-managed.","Yes","5075","44474","14:24:15"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","03/30/2011","3","This investment is well-managed.","Yes","5646","61059","15:12:26"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","04/29/2011","5","This investment is well-managed.","Yes","5883","66485","08:52:35"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","06/29/2011","4","This investment is well-managed.","Yes","6298","73463","10:00:03"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","10/31/2011","4","This investment's exhibit needs to be streamlined.  It contains too much unnecessary information.  However, necessary information such as the Risk Table was not completed.","Yes","7936","105966","09:00:09"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","11/30/2011","3","The program manager needs to streamline the exhibits and update the Acquisition Plan, Operational Analysis, and Risk Management Plan.","Yes","8108","110601","08:10:25"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","01/30/2012","3","Agency and Departmental oversight is needed for this investment. The program manager has indicated that it will be a challenge to update costs in addition to updating the investment supporting artifacts when this investments cost center has been consolidated. Until CPD and OCIO has approved this investment to be on hold, the Agency must continue to provide proper reporting and management of this investment to CPD, OBPA and OMB. Updates to the Acquisition Plan, Operational Analysis, and Risk Management Plan as needed.","Yes","8534","115676","13:12:16"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","02/28/2012","2","Agency and Departmental oversight is needed for this investment. Corrective actions have been identified to mitigate the issues and improve the health of this investment.","Yes","8859","124838","13:24:23"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","03/30/2012","2","Continued CIO level oversight is needed for this investment. Corrective actions have been identified to mitigate the issues.","Yes","9459","135651","07:08:33"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","04/30/2012","2","The Department is working with the agency to enhance their oversight processes for managing their IT investments.","Yes","10027","141589","11:15:01"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","05/31/2012","2","This investment has been terminated.  The Department Capital Planning Division will work closely with the business owner and IPT to closeout this investment in the USDA Portfolio.","Yes","10599","149869","14:20:59"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","06/30/2012","1","This investment has been terminated.  The Department's Capital Planning Division will work closely with the business owner and IPT to closeout this investment in the USDA Portfolio.","Yes","11083","157541","14:57:30"
"005-000000065","224","005","Department of Agriculture","Enterprise Shared Services","08/01/2012","1","The request to terminate this investment is in review.  The Department's Capital Planning Division will work closely with the business owner and IPT to determine the best option for this investment in the USDA Portfolio.","Yes","11691","165391","16:42:40"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","06/29/2009","2","","Yes","558","0","16:30:50"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","07/30/2009","3","","Yes","559","0","12:11:02"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","08/31/2009","3","","No","560","0","11:21:08"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","08/31/2009","3","","No","561","0","11:22:25"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","09/29/2009","3","","No","562","0","08:24:17"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","10/26/2009","3","","No","563","0","12:57:05"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","11/23/2009","3","","No","564","0","08:27:40"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","12/30/2009","3","","No","565","0","08:24:55"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","01/28/2010","3","","No","566","0","07:46:33"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","02/25/2010","3","","No","567","0","08:42:15"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","04/30/2010","5","","Yes","2776","8347","08:04:38"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","06/28/2010","4","","Yes","3283","13714","15:21:08"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","07/29/2010","5","This investment is well-managed.","Yes","3732","17365","16:57:01"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","01/28/2011","3","Improved oversight is needed for this investment.","Yes","5080","44505","14:24:18"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","03/30/2011","4","Improved oversight is needed for this investment.","Yes","5650","61084","15:15:44"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","06/29/2011","3","Improved oversight is needed for this investment.","Yes","6302","73486","10:00:06"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","07/28/2011","4","Improved oversight is needed for this investment.","Yes","7267","89462","14:08:00"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","10/31/2011","4","Agency is working on improvements to this investment. Increase department level and agency level CIO oversight needed.","Yes","7939","105972","09:00:09"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","11/30/2011","4","Agency has shown improved oversight to   this investment. Increased department level and agency level CIO oversight needed to keep the investment on track.","Yes","8113","110610","08:10:26"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","01/30/2012","4","Agency has shown improved oversight to this investment. Increased department level and agency level CIO oversight needed to keep the investment on track.","Yes","8538","115688","13:12:17"
