"Unique Investment Identifier","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","PIID/Ref PIID","Planned Acquisitions","Updated Date","Updated Time"
005-000000018,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","AMS-Web-Based Supply Chain Management (WBSCM)",GSQ0016AJ0002,NO,09/21/2018,17:53:31
006-000805000,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","USPTO Patent End-to-End 3 (PE2E-3)",1333BJ18F00003005|1333BJ18F00004009|1333BJ18F00280005|1333BJ18F00280019|1333BJ18F00280040|1333BJ18F00280041|1333BJ18F00280043|1333BJ18F00280077|1333BJ18F00280083|1333BJ18F00283020|1333BJ18F00284009|1333BJ18F00284029|1333BJ18F00284031|1333BJ18F00284045|1333BJ18F00284047|1333BJ18F00284048|1333BJ18F00284049|1333BJ18F00284053|1333BJ18F00284064|1333BJ18F00284065|1333BJ18P00001001|DOC44PAPT1009008|DOC44PAPT1409026|DOC45PAPT1700269|DOC46PAPT1600393|DOC46PAPT1600418|DOC50PAPT1600032|DOC50PAPT1600034|DOC,YES,03/06/2019,20:05:46
007-000000049,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Armed Forces Health Longitudinal Technology Application",HT001114F0038|HT001518A0001|W81XWH17F0033|GS35F0789M|HT01115C0015|HT001516F0052|GS35F0617Y|GS10F0024J|HT0001117F0045|GS35F0617Y|HT001818F0007|HT001516F0074|HT001116F0005,NO,03/15/2019,17:18:15
007-000000155,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM-MARINE CORPS/LOGISTICS CHAIN MANAGEMENT",M6785416RFPREQPMW2300004|MCSC17NORFPPMW2300048,YES,11/13/2018,13:38:58
007-000000178,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Defense Enterprise Accounting and Management System",FA877018F0501|FA877217F0025|FA87701F0507|FA870217C0001|FA877017F0502|FA877017F0543|FA877017F0526|FA877017F0541|FA877017C0514|GS05Q17BMA0007|GST0512BM0035|FA877016C0502|FA877017F0542|FA877017F0546|FA877017F0510|FA877112F8112|FA872115D0010|FA872113D0014|FA872116F0003|FA877017C0522|FA877015F0526|FA877017F0527|FA877217F1006|FA877117F0018,NO,11/13/2018,13:38:58
007-000000186,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Navy Enterprise Resource Planning",N0003918F0069|N00039113C0003,NO,03/15/2019,17:18:17
007-000000314,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","General Fund Enterprise Business System",W52P1J17C0008|W52P1J16C0013|W91RUS11A0006|W91QUZ11P0025|W91QUZ09A0003|W52P1J11D0096|W91QUZ09D0039BA02|W52P1J14F0028|N0010404AZF12|W91QUZ08D0007F701|HC102810A2001,NO,03/15/2019,17:18:18
007-000000435,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM",HT001518C0005|GS10F0024J|HT001518A0001|HT001516F0052|GS10F0483Y|W81XWH17F0033,NO,03/15/2019,17:18:18
007-000000573,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE CIVILIAN PERSONNEL DATA SYSTEM",SP470112D0006|H9821012F0009,NO,03/15/2019,17:18:19
007-000000582,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DISTRIBUTION STANDARD SYSTEM",SP330018D5005|SP330018D5005|SP330015d0013|SP470917D0049|SP330018F0378|SP330018D5005,NO,11/13/2018,13:38:59
007-000000613,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Defense Medical Logistics Standard Support",W81XWH15F0350|W81XWH15F0335|B305|W81XWH14F0205|HT001113F0039|N0010408AZF42|W81XWH18F0142|W81XWH15F0338|HT001518F0041|W81XWH14F0205|HT001117CAC02|HT001117F0045,NO,03/15/2019,17:18:20
007-000000688,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DISTRIBUTED LEARNING SYSTEM",W911SO11C0005|W911S018F0050|W911S014F0028|W91QUZ06D0010/2A18|W52P1J14D00192A01|W91QUZ06D00102A19|W91QUZ06D00172A12,NO,11/13/2018,13:38:59
007-000001371,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Navy Standard Integrated Personnel System",N0003914D0001|N0003916D0011,NO,11/13/2018,13:39:00
007-000001372,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVAL TACTICAL COMMAND SUPPORT SYSTEM",N0003919F0045,NO,03/15/2019,17:18:23
007-000001794,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","STANDARD PROCUREMENT SYSTEM",SP470918F0032|W91QUZ12D0012W722|SP470114F0331|SP470917D0009|SP470114F0331|W91QUZ12D0010|SP4701118C0024|SP470114F0305|SP470115C0024|SP470917D0009|SP10011400333|SP470917D0009|SP470917D0009|SP470917D0009|SP470917D0009|SP470115C0053|SP4&0118C0011|SP10011400333|SP10011400333|SP470917D0009|SP470115C0053|SP470116C0085|SP470917D0009|SP470917D0009|SP470116C0085|SP470115C0053,NO,03/15/2019,17:18:24
007-000003947,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Air Force Integrated Personnel and Pay System",FA872113D0014|FA870213C0001|FA870215C0001|FA870214C0001|FA872713C0002|FA872107D0007|FA872107D0015|FA872111D0001,NO,03/15/2019,17:18:27
007-000004035,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",H9821013D0003|GSO3Q17DSA0008|GSO3Q17DSA0008|GSO3Q17DSA0008|GSO3Q17DSA0008|GSO3Q17DSA0008|H9821013D0003|GSO3Q17DSA0008|GSO3Q17DSA0008,YES,03/15/2019,17:18:28
007-000004836,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVY MARITIME MAINTENANCE ENTERPRISE SOLUTION",N0017814D7755EH03,NO,11/13/2018,13:39:03
007-000005070,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Global Combat Support System-Army",W91QUZ07D00050001,NO,11/13/2018,13:39:03
007-000005088,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVAIR AVIATION LOGISTICS ENVIRONMENT",FA807518F1410,YES,03/15/2019,17:18:30
007-000005090,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Enterprise Business System","	00797010301509000",NO,11/13/2018,13:39:04
007-000005841,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Navy Electronic Procurement System",N0017814D7663,YES,03/15/2019,17:18:31
007-000006106,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Army Contract Writing System",W52P1J17D0031,NO,11/13/2018,13:39:04
007-000006312,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE TRAVEL SYSTEM",0113|GS00Q09BGD0056|HQ003415C0039|HQ003416C0004|000101|W701|HQ003414C0077|HQ003416F0105|GS06F0699Z,YES,03/15/2019,17:18:33
007-000006713,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Maintenance Repair and Overhaul Initiative",FA877112D1003,NO,11/13/2018,13:39:05
007-000007173,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Integrated Personnel and Pay System - Army",W91QUZ06A0003/2T29|W52P1J18A00012T01|W15QKN18F0021|N0010413AZF46/2T02|N0010413AZF46/0216|W52P1J18A0005W15QKN18F021|NNG15SC07B/W15QKN18F0044|NNG15SC55B/W15QKN18F0036|NNG15SC10B/W15QKN18F0214|GS35F636GA/W15QKN18F0028|NNG15SC33B/W15QKN18F0209|W52P1J16D00132M50|47QTCA18D0QFAW15QKN18F032|W15QKN17C0117P00002|W15QKN16F0014P00002|W15QKN16F0082P00003|W91QUZ06A00032T3002|W15QKN18F0035|W15QKN15C0049P00048|W91QUZ06A00032T2905|W15QKN16F0085P00002|W91QUZ06A00032T34|W15QKN19F0031|W91RUS11A00072T45|W91QUZ06A00032T32P0002|GS35F0004P/W15QKN17F0068|W91RUS11A00072T43|W15QKN19F0208P00001|W15QKN15F0032P00009|W91QUZ06A00032T2803|W15QKN16F0064P00003,NO,03/15/2019,17:18:34
007-000100033,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Department of Defense Healthcare Management System Modernization",W15P7T13CA802|W56KGU18D0004|W911QY11D0059|1016|HHSN316201200008W|GS00Q14OADS124|GS06F0933Z|N0017814D7847|N6523613D4956|0008|GS06F0656Z|HHSN316201200093W|N6523612D4121|D16PD00501|N0003915D0044,NO,03/15/2019,17:18:35
007-000100462,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Defense Medical Information Exchange",D16PD00954|HT001213R0019|HT001114F0030|V401|HT001115F0022|N6523615C1001|N6523614R0008|HT001515F0039|D15PD01062|D16PD001048|A2481520L|W56KGU15C0010D310|HT001515F0057|N6523613D4940|D16PD00501,NO,11/13/2018,13:39:06
007-000100685,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM AND COMMON ACCESS CARD",H9821014C0024|H9821018C0026|GS00Q09BGD0027|ID03180010|ID02160005|H9821013D0003|GS35F146DA|H9821017F0105|H9821013D0003|HHSN316201200018W,YES,03/15/2019,17:18:38
007-000100870,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","NAVY MARITIME MAINTENANCE ENTERPRISE SOLUTION - TECHNICAL REFRESH",,YES,11/13/2018,13:39:08
007-000101121,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Military Health System Virtual Health Program",W9124J16C0061|W9114F18D0006|W91YTZ17P1973|W81K0017C0008,NO,11/13/2018,13:39:08
007-000101162,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE AGENCIES INITIATIVE",N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A,YES,11/13/2018,13:39:08
007-000102648,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Mission Partner Environment",HC104718D0002,NO,11/13/2018,13:39:08
009-000000489,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Consumer Assessment of Healthcare Providers and Systems (CAHPS)",,,11/30/2018,21:09:06
009-000000492,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Enterprise Analytics",,,11/30/2018,21:09:06
009-000000493,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Healthcare Cost Utilization Project (HCUP)",,,11/30/2018,21:09:07
009-000000500,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Patient Safety Network & Web Morbidity and Mortality",,,11/30/2018,21:09:07
009-000000520,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PH Communications for Scientific Education and Professional Development",,,11/30/2018,21:09:07
009-000000524,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PH Comm for Injury Prevention & Control",,,11/30/2018,21:09:07
009-000000525,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Health & Human Services",,,11/30/2018,21:09:07
009-000000532,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Electronic Media Communications",,,11/30/2018,21:09:07
009-000000533,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Scientific Research",,,11/30/2018,21:09:07
009-000000539,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Occupational Safety & Health Systems",,,11/30/2018,21:09:07
009-000000578,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACL Custom Data Applications",,,11/30/2018,21:09:08
009-000000584,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACL Digital",,,11/30/2018,21:09:08
009-000000586,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACL Reporting Systems",,,11/30/2018,21:09:08
009-000000607,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC IT Systems Supporting Chronic Disease Prevention and Health Promotion",,,11/30/2018,21:09:08
009-000000614,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PH Monitoring for Birth Defects, Development Disabilities, Disabilities and Health",,,11/30/2018,21:09:08
009-000000621,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PH Monitoring for Office of Terrorism",,,11/30/2018,21:09:08
009-000000626,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Human Resources IT Systems",,,11/30/2018,21:09:08
009-000000627,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases eGrants Application Tracking Information System",,,11/30/2018,21:09:09
009-000000704,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Information Management &Analytics (IMA)",HHSM-500-2011-00006I,NO,11/30/2018,21:09:09
009-000000706,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200013I|HHSH250201100077| HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I|HHSH250201200005I",YES,11/30/2018,21:09:09
009-000000833,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NCI Cancer Therapy Evaluation Program (CTEP)","HHSN26100001 ",NO,11/30/2018,21:09:09
009-000000921,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA Medical Surveillance & Clearance Systems",,,11/30/2018,21:09:09
009-000000934,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA FOH Auxiliary Applications",,,11/30/2018,21:09:09
009-000000936,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA Physical Access Control Systems' Affiliation Project",,,11/30/2018,21:09:09
009-000000940,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA Revenue, Invoicing, and Cost Estimation System (PRICES)",,,11/30/2018,21:09:09
009-000000948,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS OCR Program Information Management System",,,11/30/2018,21:09:10
009-000000950,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASPE Web Investment",,,11/30/2018,21:09:10
009-000000961,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASH ODPHP Web Environment Investment",,,11/30/2018,21:09:10
009-000000967,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS OGC Matter Tracking System (MTS)",,,11/30/2018,21:09:10
009-000000968,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS OGC Online Legal Research Services",,,11/30/2018,21:09:10
009-000000975,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASFR Tracking Accountability in Government Grants System (TAGGS)",,,11/30/2018,21:09:10
009-000001002,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","SAMHSA - CSAT National Center on Substance Abuse and Child Welfare",,,11/30/2018,21:09:10
009-000001039,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","SAMHSA - OMTO Non-Financial Administrative Systems",,,11/30/2018,21:09:10
009-000001359,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","IHS - National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements",HHSI236201800003C|HHSI236201500010A,YES,11/30/2018,21:09:11
009-000001360,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","HRSA - HSB National Organ Procurement and Transplantation Network (OPTN)",,,11/30/2018,21:09:11
009-000001361,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HRSA - BHW National Practitioner Data Bank (NPDB)",HHSH250201700049W|HHSH250201800022G,YES,03/08/2019,17:59:10
009-000001362,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","IHS Health Information Technology Systems and Support","HHSI236201600003W|HHSI 236201800002G|HHSI236201700047P|HHSI236201700034G|HHSI236201600009W|HHSI236201700004C|HHSP233201400087W|HHSI23624002T|HHSI236201600006C|HHSI236201400056G|HHSI236201800004G|HHSI236201600027P|HHSI236201800004P|HHSI236201800005G|HHSI236201800007P|HHSI236201800048P|HHSI236201800011P|HHSI236201800057P|HHSI236201700013P|HHSI236201100029|HHSI236201800045P",YES,11/30/2018,21:09:11
009-000001368,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Integrated Facilities Management System (IFMS)",,,11/30/2018,21:09:11
009-000001369,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC National Health and Nutrition Examination Survey (NHANES)",,,11/30/2018,21:09:11
009-000001370,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC National Health Interview Survey (NHIS)",,,11/30/2018,21:09:11
009-000001371,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC National Vital Statistics System (NVSS)",,,11/30/2018,21:09:11
009-000001372,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PHIN: BioSense","HHSD2002011F39568|GS-35F-4121D|GS23F8182H|200-2010-37203/Task 0016|HHSN316201500034W|200-2017-95258",NO,11/30/2018,21:09:11
009-000001375,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC National Environmental Public Health Tracking Network (NEPHTN)",,,11/30/2018,21:09:12
009-000001378,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC PHIN: National Electronic Disease Surveillance System",HHSD2002010372100017|HHSD2002010372220018|HHSD2002016F92053|HHSD2002018F00035|HHSD200201037222/26,YES,11/30/2018,21:09:12
009-000001380,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC National Center for Emerging and Zoonotic Diseases NHSN Systems",HHSD200201139416|HHSD2002010372190007,YES,11/30/2018,21:09:12
009-000001384,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)"," 200-2017-F-96166 |200-2017-F-95951 ",YES,11/30/2018,21:09:12
009-000001386,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",HHSD200201587935C|HHSD200201562902C|75D30118P02751,YES,11/30/2018,21:09:12
009-000001387,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Document Operations and Clearance Sytem (formerly Knowledge Management Platform)",,,11/30/2018,21:09:12
009-000001388,"02 - Non-major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC WONDER",,,11/30/2018,21:09:12
009-000001397,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment",HHSN316201200117W|HHSP233201500019W-HHSP233201700111W|HHSP233201700026G|HHSP233201700131G|HHSP233201700144G|HHSN276201500030P|HHSN316201200018W|HHSP233201600250G|HHSP233201800117A|HHSP233201600309G|HHSN316201200177W,YES,11/30/2018,21:09:12
009-000001405,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH CC Clinical Research Information System (CRIS)",HHSN269201200012i|HHSN269201300727U|HHSN316201500011W-HHSN26900001|HSSN316201200013W|HHSN269201600001C|HHSN269201700010C|HHSN2692017000001i|HHSN269201700019C|HHSN269201800002i|HHSN316201200141W-HHSN26900001,YES,11/30/2018,21:09:13
009-000001408,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH ES Business Intelligence System (NBIS)",HHSN27600006|HHSN27600006|HHSN27600017,NO,11/30/2018,21:09:13
009-000001410,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH ES Electronic Research Administration (eRA)",HHSN276201400012C|HHSN276201600010U|HHSN276201600040U|HHSN276201400012C|GS-35F-0236W75N97019F00051|GS-35F-0236W-75N97019F00069,YES,03/08/2019,17:59:15
009-000001413,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH ES NIH Business System (NBS)",HHSN276201500098U|HHSN276201500131U|HHSN3162012000110W|HSN276201800050U,NO,11/30/2018,21:09:13
