"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY BudgetAuthority ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY BudgetAuthority ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-18-1400,"Salaries and Expenses","	005","	18",,3.384,4.203,4.33,0,0,0,0,0,0,0,3.384,0,4.203,0,4.33,0,4.33,828903,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-55-0403,"Salaries and Expenses","	005","	55",,1.936,2.36,2.32,0,0,0,0,0,0,0,1.936,0,2.36,0,2.32,0,2.32,828904,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-47-2707,"RMA Salaries and Expenses","	005","	47",,0.309,0.376,0.37,0,0,0,0,0,0,0,0.309,0,0.376,0,0.37,0,0.37,828905,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-68-2900,"Salaries and Expenses","	005","	68",,0.701,2.642,2.6,0,0,0,0,0,0,0,0.701,0,2.642,0,2.6,0,2.6,828906,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-96-4605,"Working Capital Fund","	005","	96",,39.268,40.95,42.38,0,0,0,0,0,0,0,39.268,0,40.95,0,42.38,0,42.38,828907,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-03-9913,"Office of the Secretary","	005","	03",,0.037,0.04,0.04,0,0,0,0,0,0,0,0.037,0,0.04,0,0.04,0,0.04,828908,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-10-2300,"Office of the General Counsel","	005","	10",,0.144,0.175,0.171,0,0,0,0,0,0,0,0.144,0,0.175,0,0.171,0,0.171,828909,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-53-1000,"Private Lands Conservation Operations","	005","	53",,8.027,11.03,10.8,0,0,0,0,0,0,0,8.027,0,11.03,0,10.8,0,10.8,828910,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-13-1701,"Economic Research Service","	005","	13",,0.069,0.083,0.82,0,0,0,0,0,0,0,0.069,0,0.083,0,0.82,0,0.82,828911,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-15-1801,"National Agricultural Statistics Service","	005","	15",,0.536,0.641,0.633,0,0,0,0,0,0,0,0.536,0,0.641,0,0.633,0,0.633,828912,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-20-1500,"Research and Education Activities","	005","	20",,0.447,1.67,1.67,0,0,0,0,0,0,0,0.447,0,1.67,0,1.67,0,1.67,828913,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-08-0900,"Office of Inspector General","	005","	08",,0.299,0.345,0.345,0,0,0,0,0,0,0,0.299,0,0.345,0,0.345,0,0.345,828914,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-84-3508,"Nutrition Programs Administration","	005","	84",,0.674,0.802,0.794,0,0,0,0,0,0,0,0.674,0,0.802,0,0.794,0,0.794,828915,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,5.648,7.803,7.5,0,0,0,0,0,0,0,5.648,0,7.803,0,7.5,0,7.5,828916,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-35-3700,"Salaries and Expenses","	005","	35",,0.533,0.64,0.633,0,0,0,0,0,0,0,0.533,0,0.64,0,0.633,0,0.633,828917,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-35-3700,"Salaries and Expenses","	005","	35",,3.948,3.994,4.263,0,0,0,0,0,0,0,3.948,0,3.994,0,4.263,0,4.263,828918,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-04-0123,"Office of the Chief Economist","	005","	04",,0.026,0.032,0.032,0,0,0,0,0,0,0,0.026,0,0.032,0,0.032,0,0.032,828919,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-04-0503,"Office of Budget and Program Analysis","	005","	04",,0.048,0.048,0.048,0,0,0,0,0,0,0,0.048,0,0.048,0,0.048,0,0.048,828920,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-14-0014,"Office of the Chief Financial Officer","	005","	14",,0.89,1.067,1.05,0,0,0,0,0,0,0,0.89,0,1.067,0,1.05,0,1.05,828921,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-03-9913,"Office of the Secretary","	005","	03",,0.058,0.067,0.067,0,0,0,0,0,0,0,0.058,0,0.067,0,0.067,0,0.067,828922,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-03-9913,"Office of the Secretary","	005","	03",,0.121,0.138,0.138,0,0,0,0,0,0,0,0.121,0,0.138,0,0.138,0,0.138,828923,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-07-3800,"Office of Civil Rights","	005","	07",,0.047,0.054,0.054,0,0,0,0,0,0,0,0.047,0,0.054,0,0.054,0,0.054,828924,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-04-4609,"Working Capital Fund","	005","	04",,0.453,0.513,0.516,0,0,0,0,0,0,0,0.453,0,0.513,0,0.516,0,0.516,828925,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-49-0600,"Salaries and Expenses","	005","	49",,5.03,6.28,6.12,0,0,0,0,0,0,0,5.03,0,6.28,0,6.12,0,6.12,828926,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-12-0013,"Office of the Chief Information Officer","	005","	12",,0,0,0,0,0,0,0,0,0,0,0,1.418,0,1.63,0,1.63,1.63,828927,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-04-0706,"Office of Hearings and Appeals","	005","	04",,0.046,0.052,0.054,0,0,0,0,0,0,0,0.046,0,0.052,0,0.054,0,0.054,828928,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-84-3505,"Supplemental Nutrition Assistance Program","	005","	84",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828929,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-49-0600,"Salaries and Expenses","	005","	49",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828930,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-45-2500,"Marketing Services","	005","	45",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828931,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	14",005-000001425,"OCFO-Financial Management Modernization Initiative (FMMI)",005-000001425,"	04",005-04-4609,"Working Capital Fund","	005","	04",,19.19,6.669,3.2,19.19,0,6.669,0,3.2,0,3.2,0,0,0,0,0,0,0,828932,607970,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001427,"FAS-Food Aid Information System (FAIS)",005-000001427,"	04",005-49-4336,"Commodity Credit Corporation Fund","	005","	49",,1.097,0.462,0.462,0.835,0,0.2,0,0.2,0,0.2,0.262,0,0.262,0,0.262,0,0.262,828933,607971,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001427,"FAS-Food Aid Information System (FAIS)",005-000001427,"	04",005-68-2900,"Salaries and Expenses","	005","	68",,0.107,0.107,0.108,0,0,0,0,0,0,0,0.107,0,0.107,0,0.108,0,0.108,828934,607971,2019-04-05,12:49:40
"	005","Department of Agriculture","	84",005-000001508,"FNS-Electronic Benefit Transfer (EBT) -- Account Management Agent (AMA)",005-000001508,"	04",005-84-3505,"Supplemental Nutrition Assistance Program","	005","	84",,0.872,0.898,0.915,0,0,0,0,0,0,0,0.872,0,0.898,0,0.915,0,0.915,828935,607972,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001605,"AMS-Conformance Management",005-000001605,"	04",005-45-8015,"Expenses and Refunds, Inspection and Grading of Farm Products","	005","	45",,2.335,5.49,6.355,1.21,0,4.313,0,5.163,0,0,1.125,0,1.177,0,1.192,0,0,828938,607975,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001605,"AMS-Conformance Management",005-000001605,"	04",005-45-8015,"Expenses and Refunds, Inspection and Grading of Farm Products","	005","	45",,1.248,2.261,1.284,0.1,0,0,0,0,0,0,1.148,0,2.261,0,1.284,0,0,828939,607975,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001605,"AMS-Conformance Management",005-000001605,"	04",005-45-8015,"Expenses and Refunds, Inspection and Grading of Farm Products","	005","	45",,8.156,7.853,7.156,6.584,0,6.281,0,5.584,0,0,1.572,0,1.572,0,1.572,0,0,828940,607975,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001606,"AMS-Public Good IT Investments",005-000001606,"	04",005-45-2500,"Marketing Services","	005","	45",,0.188,0.538,0.188,0.168,0,0.518,0,0.168,0,0,0.02,0,0.02,0,0.02,0,0,828941,607976,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001606,"AMS-Public Good IT Investments",005-000001606,"	04",005-45-2500,"Marketing Services","	005","	45",,6.687,7.847,4.483,2.458,0,3.194,0,0.562,0,0,4.229,0,4.653,0,3.921,0,0,828942,607976,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001628,"FAS-Information and Knowledge Infrastructure (IKI)",005-000001628,"	04",005-68-2900,"Salaries and Expenses","	005","	68",,0.917,0.217,0.216,0.778,0,0.078,0,0.078,0,0.078,0.139,0,0.139,0,0.138,0,0.138,828943,607977,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001628,"FAS-Information and Knowledge Infrastructure (IKI)",005-000001628,"	04",005-49-4336,"Commodity Credit Corporation Fund","	005","	49",,1.086,0.964,1.086,0.3,0,0.3,0,0.3,0,0.3,0.786,0,0.664,0,0.786,0,0.786,828944,607977,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001646,"FAS-Market Intelligence - Global Commodity Analysis (MIGCA)",005-000001646,"	04",005-68-2900,"Salaries and Expenses","	005","	68",,0.723,0.723,0.724,0.39,0,0.39,0,0.39,0,0.39,0.333,0,0.333,0,0.334,0,0.334,828945,607978,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001646,"FAS-Market Intelligence - Global Commodity Analysis (MIGCA)",005-000001646,"	04",005-49-4336,"Commodity Credit Corporation Fund","	005","	49",,1.499,1.34,1.34,1.084,0,0.755,0,0.755,0,0.755,0.415,0,0.585,0,0.585,0,0.585,828946,607978,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000001659,"APHIS-Animal Disease Traceability Information System (ADTIS)",005-000001659,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,1.65,3.66,4.19,0.2,0,2.22,0,2.75,0,0.475,1.45,0,1.44,0,1.44,0,1.5,828947,607979,2019-04-05,12:49:40
"	005","Department of Agriculture","	12",005-000001696,"DA-OCIO-Executive IT Management Staff Costs",005-000001696,"	04",005-12-0013,"Office of the Chief Information Officer","	005","	12",,43.256,25.501,52.392,0.568,0,0,0,0,0,0,42.688,0,25.501,0,52.392,0,0,828948,607980,2019-04-05,12:49:40
"	005","Department of Agriculture","	12",005-000001696,"DA-OCIO-Executive IT Management Staff Costs",005-000001696,"	04",005-04-4609,"Working Capital Fund","	005","	04",,2.511,1.837,0,0.687,0,0,0,0,0,0,1.824,0,1.837,0,0,0,0,828949,607980,2019-04-05,12:49:40
"	005","Department of Agriculture","	49",005-000001738,"FSA-074 Greenbook and Working Capital Fund",005-000001738,"	04",005-49-0600,"Salaries and Expenses","	005","	49",,22.51,25.466,25.466,0,0,0,0,0,0,0,22.51,0,25.466,0,25.466,0,0,828953,607984,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001739,"FAS-Administrative Decision Support Systems (ADSS)",005-000001739,"	04",005-68-2900,"Salaries and Expenses","	005","	68",,1.041,0.774,0.785,0.267,0,0.4,0,0.1,0,0.1,0.774,0,0.374,0,0.685,0,0.685,828954,607985,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000001739,"FAS-Administrative Decision Support Systems (ADSS)",005-000001739,"	04",005-49-4336,"Commodity Credit Corporation Fund","	005","	49",,1.479,1.123,1.123,1.012,0,0.8,0,0.5,0,0.5,0.467,0,0.323,0,0.623,0,0.623,828955,607985,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000001786,"APHIS-Veterinary Services Process Streamlining (VSPS)",005-000001786,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,2.906,1,1.34,1.684,0,0,0,0.34,0,0.34,1.222,0,1,0,1,0,1,828961,607989,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000001822,"APHIS-Electronic Permits System (ePermits)",005-000001822,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,2.117,2.35,2.35,0,0,0,0,0,0,0,2.117,0,2.35,0,2.35,0,0,828962,607990,2019-04-05,12:49:40
"	005","Department of Agriculture","	55",005-000001838,"RD-Enterprise Content Management (ECM)",005-000001838,"	04",005-03-9913,"Office of the Secretary","	005","	03",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828963,607991,2019-04-05,12:49:40
"	005","Department of Agriculture","	55",005-000001838,"RD-Enterprise Content Management (ECM)",005-000001838,"	04",005-08-0900,"Office of Inspector General","	005","	08",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828964,607991,2019-04-05,12:49:40
"	005","Department of Agriculture","	55",005-000001838,"RD-Enterprise Content Management (ECM)",005-000001838,"	04",005-55-0403,"Salaries and Expenses","	005","	55",,2.812,1.145,0.569,1.483,0,0,0,0,0,0,1.329,0,1.145,0,0.569,0,0,828965,607991,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000001861,"APHIS-Agricultural Quarantine Activity System (AQAS)",005-000001861,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,1.154,1.12,1.12,0,0,0,0,0,0,0,1.154,0,1.12,0,1.12,0,1.12,828966,607992,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001867,"AMS-Regulatory IT Investment",005-000001867,"	04",005-45-8015,"Expenses and Refunds, Inspection and Grading of Farm Products","	005","	45",,0.489,0.382,0.414,0.378,0,0.3,0,0.326,0,0,0.111,0,0.082,0,0.088,0,0,828967,607993,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001867,"AMS-Regulatory IT Investment",005-000001867,"	04",005-45-5070,"Perishable Agricultural Commodities Act Fund","	005","	45",,1.392,0.35,0.35,0.489,0,0,0,0,0,0,0.903,0,0.35,0,0.35,0,0,828968,607993,2019-04-05,12:49:40
"	005","Department of Agriculture","	45",005-000001867,"AMS-Regulatory IT Investment",005-000001867,"	04",005-45-2500,"Marketing Services","	005","	45",,3.388,6.943,3.863,1.512,0,5.147,0,1.525,0,0,1.876,0,1.796,0,2.338,0,0,828969,607993,2019-04-05,12:49:40
"	005","Department of Agriculture","	49",005-000001870,"FSA-097 Farm Program Modernization (MIDAS)",005-000001870,"	04",005-49-0600,"Salaries and Expenses","	005","	49",,16.609,17.62,12.109,6.975,0,1.518,0,0,0,0,9.634,0,16.102,0,12.109,0,0,828970,607994,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000002144,"FAS-Market Access, Development, and Assistance (MADA)",005-000002144,"	04",005-68-2900,"Salaries and Expenses","	005","	68",,0.598,0.598,0.601,0.286,0,0.286,0,0.289,0,0.289,0.312,0,0.312,0,0.312,0,0.312,828971,607995,2019-04-05,12:49:40
"	005","Department of Agriculture","	68",005-000002144,"FAS-Market Access, Development, and Assistance (MADA)",005-000002144,"	04",005-49-4336,"Commodity Credit Corporation Fund","	005","	49",,1.676,1.542,3.342,1.286,0,1.05,0,2.05,0,2.05,0.39,0,0.492,0,1.292,0,1.292,828972,607995,2019-04-05,12:49:40
"	005","Department of Agriculture","	35",005-000002148,"FSIS-Public Health Information System (PHIS)",005-000002148,"	04",005-35-3700,"Salaries and Expenses","	005","	35",,10.446,5.459,5.623,8.125,0,4.273,0,4.401,0,0,2.321,0,1.186,0,1.222,0,0,828973,607996,2019-04-05,12:49:40
"	005","Department of Agriculture","	84",005-000002179,"FNS-Special Nutrition Programs and Administrative Support",005-000002179,"	04",005-84-3505,"Supplemental Nutrition Assistance Program","	005","	84",,0.535,0.685,0.698,0,0,0,0,0,0,0,0.535,0,0.685,0,0.698,0,0.698,828974,607997,2019-04-05,12:49:40
"	005","Department of Agriculture","	84",005-000002179,"FNS-Special Nutrition Programs and Administrative Support",005-000002179,"	04",005-84-3508,"Nutrition Programs Administration","	005","	84",,0.976,0.927,0.927,0,0,0,0,0,0,0,0.976,0,0.927,0,0.927,0,0.927,828975,607997,2019-04-05,12:49:40
"	005","Department of Agriculture","	84",005-000002179,"FNS-Special Nutrition Programs and Administrative Support",005-000002179,"	04",005-84-3510,"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)","	005","	84",,4.943,4.695,4.695,1.53,0,1.453,0,1.453,0,1.453,3.413,0,3.242,0,3.242,0,3.242,828976,607997,2019-04-05,12:49:40
"	005","Department of Agriculture","	84",005-000002179,"FNS-Special Nutrition Programs and Administrative Support",005-000002179,"	04",005-84-3539,"Child Nutrition Programs","	005","	84",,5.785,5.826,5.937,1.662,0,1.579,0,2.109,0,2.109,4.123,0,4.247,0,3.828,0,3.828,828977,607997,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000002188,"APHIS-Commodity Treatment Information System (CTIS)",005-000002188,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,0.475,0.47,0.454,0,0,0,0,0,0,0,0.475,0,0.47,0,0.454,0,0.454,828978,607998,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000002193,"APHIS-Offshore Pest Information Program (OPIP)",005-000002193,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,0.532,0.523,0.523,0,0,0,0,0,0,0,0.532,0,0.523,0,0.523,0,0.523,828979,607999,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000002196,"APHIS-Cost Management System (ACMS)",005-000002196,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,0.65,0.65,0.65,0,0,0,0,0,0,0,0.65,0,0.65,0,0.65,0,0,828980,608000,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000002197,"APHIS-Animal Care Information System",005-000002197,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,0.677,0.61,0.61,0,0,0,0,0,0,0,0.677,0,0.61,0,0.61,0,0.65,828981,608001,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000002206,"APHIS-Exotic Pest Information and Prediction Systems (EPIPS)",005-000002206,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,1.275,0.609,0.609,0.545,0,0.36,0,0.36,0,0.545,0.73,0,0.249,0,0.249,0,0.249,828982,608002,2019-04-05,12:49:40
"	005","Department of Agriculture","	96",005-000002223,"FS-Natural Resource Manager (NRM)",005-000002223,"	04",005-96-1106,"National Forest System","	005","	96",,24.037,27.385,27.385,6.39,0,10.684,0,10.684,0,10.684,17.647,0,16.701,0,16.701,0,16.701,828984,608004,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000002241,"APHIS-Integrated Plant Health Information System (IPHIS)",005-000002241,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,2.249,3.3,3.3,0.8,0,0.8,0,0.8,0,0,1.449,0,2.5,0,2.5,0,0,829011,608006,2019-04-05,12:49:40
"	005","Department of Agriculture","	32",005-000002312,"APHIS Cloud Software",005-000002312,"	04",005-32-1600,"Salaries and Expenses","	005","	32",,1.593,2.614,2.614,0.419,0,0.244,0,0.244,0,0.244,1.174,0,2.37,0,2.37,0,2.37,829016,608008,2019-04-05,12:49:40
"	005","Department of Agriculture","	55",005-000002317,"RD-Comprehensive Loan Program",005-000002317,"	04",005-49-0600,"Salaries and Expenses","	005","	49",,0,0,0,0,0,0,0,0,0,0,0,3.38,0,3.38,0,3.38,0,829017,608009,2019-04-05,12:49:40
"	005","Department of Agriculture","	55",005-000002317,"RD-Comprehensive Loan Program",005-000002317,"	04",005-55-0403,"Salaries and Expenses","	005","	55",,34.075,38.291,42.574,11.781,0,14.258,0,26.405,0,0,22.294,0,24.033,0,16.169,0,0,829018,608009,2019-04-05,12:49:40
