"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Release Every Six Mo","Release Every Six Mo Comment","Production Deployment Date","Funded by TMF or IT WCF Funding?","Commercial Solution(s) Adoption","Commercial Solution(s) Reasoning","Commercial Solution(s) Costs","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
026-000001001,42,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","MSFC - HP - Payload Operations and Integration Center (POIC)","EPC 23-0",16728,,"EHS PC Client 23.0","Add Payload MDM 1553 services for KuIP payloads, Windows Server 2016.",2018-08-01,2019-04-01,0.391,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-08-10,N/A,N/A,N/A,N/A,-8,-3.29,Green,0,0,Green,In-progress,03/07/2019,16:45:15
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)","	60849",789,"	60849","FY11 O&M Activities","Maintenance Activities reported on IT Dashboard. Included to allow closeout of FY11 per OMB Guidance.",2010-10-01,2011-09-30,21.201,,,,,,,,,0,0,Green,0.1,0.47,Green,Completed,08/25/2014,12:02:28
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NCCS17-01,14345,,"FY17 Discover Disk Storage Augmentation","Add approximately 10 petabytes of disk storage to the Discover Supercomputer Cluster.",2016-10-01,2017-03-31,1.1558,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-21,-14,Yellow,-0.14937,-12.92,Yellow,Completed,09/20/2018,11:40:35
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NCCS17-02,14346,,"FY17 Data Analytics and Storage System","Add 20 petabytes of disk storage to the analyics system.",2016-05-13,2017-02-28,1.5342,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,Completed,09/20/2018,11:40:35
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NCCS17-04,14347,,"FY17 Scalable Computing Unit 14","Add Scalable Computing Unit 14 to the Discover Cluster.",2017-07-01,2018-02-01,4.66544,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-432,-200.93,Red,-0.24241,-5.2,Green,In-progress,09/20/2018,15:40:36
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NCCS17-03,14348,,"FY17 ADAPT Augmentation","Add computational resources to the Advanced Data Analytics Platform (ADAPT).",2016-08-01,2017-05-31,1.09407,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-92,-43.6,Red,0.10759,9.83,Green,Completed,09/20/2018,11:40:35
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NCCS19-01,16729,,"FY19 Discover Disk Storage Augmentation","Add approximately 17 petabytes of disk storage to the Discover Supercomputer Cluster.",2018-10-01,2019-03-01,1.4342,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-39,-25.83,Yellow,1.4342,100,Red,In-progress,09/20/2018,11:40:35
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NCCS19-02,16730,,"FY19 Centralized Storage Augmentation and Upgrade","Add approximately 17 petabytes to centralized storage.",2018-10-01,2019-04-01,1.4266,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-8,-4.4,Green,1.4266,100,Red,In-progress,09/20/2018,11:40:35
026-000001502,43,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)",NCCS19-03,16731,,"FY19 Discover Compute Augmentation","Add Scalable Unit 15 to the Discover Supercomputer Cluster.",2018-10-01,2019-04-01,4.538,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-8,-4.4,Green,4.538,100,Red,In-progress,09/20/2018,11:40:35
026-000001124,45,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","	60819",792,"	60819","FY11 O&M Activities","Maintenance activities reported on IT Dashboard.",2010-10-01,2011-10-31,42.979,,,,,,,,,-31,-8.52,Green,0.371,0.86,Green,Completed,09/20/2012,12:01:26
026-000001124,45,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","	20170200",12932,,"HECC Module Deployment","An expandable energy efficient, cost effective group of modules deployed with a maximum power consumption of 10 MW.  The initial deployment would involve overall site preparation and initial container deployment.  Further hardware and modules would be added as funds and requirements dictate in future years. This would provide a Power Usage Effectiveness (PUE) of under 1.06 and would be expandable to over twice the current HECC MW limitations.",2016-10-01,2017-09-30,17.175,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,0,0,Green,0.809058,4.71,Green,Completed,09/20/2018,11:40:38
026-000001124,45,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","	20160200",12933,,"HECC Module Expansion Prototype","To install and evaluate high performance computing in an energy efficient, cost effective module utilizing shared resources in the existing HECC Facilities.  A power usage effectiveness (PUE) of less than 1.06 and an annual water savings exceeding 95% is expected. The initial deployment is expected early 2nd quarter with an IT expansion later in the year.",2015-10-01,2016-09-30,24.311415,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,0,0,Green,1.625,6.68,Green,Completed,09/20/2018,15:40:38
026-000001124,45,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","	20180200",14321,,"HECC Module Deployment Expansion","Further hardware and modules will be added as funds and requirements dictate.",2017-10-01,2020-09-30,58.988792,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,0,0,Green,5.060629,8.58,Green,In-progress,03/07/2019,16:45:20
026-000001124,45,"01 - Major IT","01 - Not Applicable","	026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","	20180400",16732,,"myNAS version 1","The myNAS portal and mobile applications help you monitor your PBS jobs. With the myNAS portal, you can also check your allocation and usage. With the mobile applications, you can receive notifications when your jobs change status or produce output.",2018-09-01,2019-10-31,0.13875,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-10-01,N/A,N/A,N/A,N/A,-68,-44.74,Red,0.13875,100,Red,In-progress,09/20/2018,11:40:38
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-101,2687,P4035-101,"Cyber Identity, Monitoring, & Enforcement",Other.,2011-09-16,2016-09-30,1.916,"2 - Iterative: Incremental, Spiral, Agile",yes,,2016-09-30,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,Completed,03/12/2019,15:48:04
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-102,2688,P4035-102,"T3 Transition Requirements ",Other.,2011-06-16,2013-04-30,15.56,"2 - Iterative: Incremental, Spiral, Agile",yes,,2013-04-30,N/A,N/A,N/A,N/A,0,0,Green,0.91,5.85,Green,Completed,03/12/2019,15:48:04
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-105,11909,P4035-105,"Noncombatant Evacuation Operations Tracking & Emergent Accountability Tracking Systems (NTS/ETAS)",Other.,2014-10-01,2017-09-30,2.773,"2 - Iterative: Incremental, Spiral, Agile",yes,,2017-09-30,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,Completed,03/12/2019,15:48:04
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-106,11913,P4035-106,"Virtual Lifetime Electronic Record ( VLER)",Other.,2014-10-01,2016-09-30,3.777,"2 - Iterative: Incremental, Spiral, Agile",yes,,2016-09-30,N/A,N/A,N/A,N/A,-152,-20.82,Yellow,0,0,Green,Completed,03/12/2019,15:48:04
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-107,16179,P4035-107,"T2017 TRANSITIONS",Other.,2016-08-01,2018-09-30,15.333,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-09-30,N/A,N/A,N/A,N/A,-759,-2448.39,Red,15.333,100,Red,Completed,03/12/2019,15:48:04
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-108,16180,P4035-108,CYBERHARDENING,Other.,2017-04-01,2018-09-30,5,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-09-30,N/A,N/A,N/A,N/A,-519,-1853.57,Red,0,0,Green,Completed,03/12/2019,15:48:04
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-109,16181,P4035-109,"MilConnect Upgrade",Other.,2017-10-01,2019-12-31,1.8,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-09-30,N/A,N/A,N/A,N/A,457,55.66,Red,1.8,100,Red,Completed,03/12/2019,15:48:04
007-000004035,58,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM",P4035-110,16182,P4035-110,"NDAA 2017 Transtions (Select and others)",Other.,2016-12-15,2018-09-30,15,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-09-30,N/A,N/A,N/A,N/A,-547,-511.21,Red,15,100,Red,Completed,03/12/2019,15:48:04
007-000005070,59,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Global Combat Support System-Army",P5070-102,15861,P5070-102,"Global Combat Support System - Army Increment 1",Other.,2002-11-05,2027-09-30,4153.75,"2 - Iterative: Incremental, Spiral, Agile",yes,,2018-06-01,N/A,N/A,N/A,N/A,0,0,Green,62.1896,8.29,Green,In-progress,03/14/2019,21:49:54
007-000005070,59,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Global Combat Support System-Army",P5070-103,17180,P5070-103,"GCSS-ARMY Increment 2",Other.,2016-10-01,2032-09-30,592.18,"2 - Iterative: Incremental, Spiral, Agile",no,...,2017-09-30,N/A,N/A,N/A,N/A,0,0,Green,4.153,100,Red,In-progress,03/14/2019,21:49:54
007-000006312,69,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","DEFENSE TRAVEL SYSTEM",P6312-107,17025,P6312-107,"Defense Travel Modernization",Other.,2018-08-14,2020-08-13,11.43,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,In-progress,01/16/2019,17:35:37
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	353501",1380,,"IPS System Development: PPI Web Repricing, IPS Initiation and IPP Repricing","Develop software to deploy the PPI Web Repricing module and complete the Architectural Elaboration milestone for the IPS Initiation and IPP Repricing subsystems.",2011-07-01,2011-09-30,0.711,,,,,N/A,N/A,N/A,N/A,0,0,Green,0.024041,3.38,Green,Completed,09/20/2018,14:09:01
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	3535010",1381,,"IPS System Development: IPP Estimation","Achieve production release of a new subsystem for calculating IPP's index estimates that includes handling petroleum computations, corporate splits and mergers, more detailed probability weight data in support of variance estimates, and integration with the legacy publication subsystem.",2011-10-03,2016-12-30,5.145,"2 - Iterative: Incremental, Spiral, Agile",no,"The IPP Estimation project modernizes and enhances the data processing sub-systems needed to generate IPP index estimates. The new sub-system will use a completely new IPS database structure consisting of over 150 database tables. The new sub-system will also need to exchange data with existing legacy sub-systems which also consist of over 150 database tables. IPS needs to develop special software to support the transfer and sharing of data between the new IPS database and legacy databases. The cost of developing, testing, and deploying temporary versions of bridge software could rival the cost of the Index Estimation project, if these bridge changes happen too frequently. This would delay the eventual completion of the intended project as resources would be diverted to making frequent temporary changes to bridge software rather than providing modernized and enhanced software.",2017-06-15,N/A,N/A,N/A,N/A,-390,-20.37,Yellow,-0.256841,-5,Green,Completed,09/20/2018,14:09:01
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	353502",1382,,"Maintenance - PPI Repricing and Estimation Subsystems Upgrade for FY12","Upgrade PPI Repricing and Estimation subsystems for the timely and accurate release of PPI data.",2011-10-03,2012-06-29,1.572,,,,,,,,,0,0,Green,0.524,33.33,Red,Completed,02/06/2015,19:25:50
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	353503",1383,,"Maintenance - PPI Estimation Subsystem Variance Upgrade","Perform application maintenance to support new PPI program outputs.",2011-10-03,2012-09-28,0.568,,,,,N/A,N/A,N/A,N/A,0,0,Green,0.065,11.44,Yellow,Completed,09/20/2018,14:09:01
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	353504",1384,,"Maintenance - PPI Sampling Subsystem Upgrade","Complete Phase 1 of PPI Sampling Frame subsystem upgrade to move from unsupported software.",2012-04-02,2012-09-28,0.212,,,,,N/A,N/A,N/A,N/A,0,0,Green,-0.117,-55.19,Red,Completed,09/20/2018,14:09:01
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	353505",1385,,"Maintenance - IPP System Platform Upgrade","Upgrade IPP client-server applications:  PowerBuilder, Checkpoint on laptops and smart cards, Weblogic 64-bit, and Oracle.",2011-10-03,2012-03-30,0.331,,,,,N/A,N/A,N/A,N/A,-14,-7.82,Green,0.137,41.39,Red,Completed,09/20/2018,14:09:01
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	353506",1386,,"Maintenance - IPP Application Upgrade for FY12","Upgrade IPP Repricing and Index Review subsystems for the timely and accurate release of IPP data.",2012-04-02,2012-09-28,0.664,,,,,N/A,N/A,N/A,N/A,0,0,Green,-0.195,-29.37,Yellow,Completed,09/20/2018,14:09:01
012-000003535,101,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Industrial Prices Systems (IPS)","	353507",1387,,"IPS System Development:  IPP Repricing","Achieve the first production release of a new subsystem for managing and editing monthly price data for IPP, and begin sharing reporter data across IPP and PPI.",2011-10-03,2014-09-30,1.61,"1 - Waterfall",yes,,,N/A,N/A,N/A,N/A,0,0,Green,0.007079,0.44,Green,Completed,09/20/2018,14:09:01
