"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	005","Department of Agriculture",005-000002353,005-000002353,"00 - Agency Investments",,N/A,"01 - Not Applicable","	32","Animal and Plant Health Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","APHIS-Agricultural Risk Management System (ARM)","The system will be utilized on a daily basis to allow for the timely entry, tracking and analysis of trade-related activities at every port of entry.","043 - Global Trade",5.798,5.666,5.666,4.746,0,4.284,0,4.284,0,4.284,1.052,0,1.382,0,1.382,0,1.382,"	1",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000002360,005-000002360,"00 - Agency Investments",,N/A,"01 - Not Applicable","	32","Animal and Plant Health Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","APHIS-SITC National Information, Communication, and Activity System (SNICAS)","SNICAS is Web-based system utilized to assist with the detection and prevention of the unlawful entry and distribution of prohibited and/or non-compliant products that may harbor exotic plant and animal pests, diseases or invasive species.","319 - Regulatory Compliance ",0.805,0.866,0.866,0,0,0,0,0,0,0,0.805,0,0.866,0,0.866,0,0.866,"	1",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000002390,005-000002390,"00 - Agency Investments",,N/A,"01 - Not Applicable","	32","Animal and Plant Health Inspection Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","APHIS-Comprehensive and Integrated Animal Health Surveillance Services","CIAHSS provides for data input, storage & reporting related to U.S. animal health surveillance and management. It enables APHIS to take a broad & integrated approach to collecting & managing animal health data for disease management program.","313 - Population Health Management",6.927,6.677,5.278,2.918,0,1.446,0,1.378,0,1.378,4.009,0,5.231,0,3.9,0,3.9,"	1",0,0,0.663,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000123,005-000000123,"00 - Agency Investments",,N/A,"01 - Not Applicable","	35","Food Safety and Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-AssuranceNet (AN)","AssuranceNet is a web-based application that OFO uses to monitor organizational performance at the circuit, district, and national levels for mission critical and key administrative functions and activities.","310 - Food and Drug Quality and Safety",0.431,0.759,0.3,0.2,0,0.228,0,0.3,0,0,0.231,0,0.531,0,0,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000132,005-000000132,"00 - Agency Investments",,N/A,"01 - Not Applicable","	35","Food Safety and Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Incident Management System (FIMS)","FIMS is a Web-based system that allows management of incidents and reports of natural disasters and other occurrences impacting FSIS regulated establishments ability to operate. It reporting, call down, library, archiving, forms and restricted incidents.","310 - Food and Drug Quality and Safety",0.232,0.696,0.301,0,0,0.693,0,0.3,0,0,0.232,0,0.003,0,0.001,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000133,005-000000133,"00 - Agency Investments",,N/A,"01 - Not Applicable","	35","Food Safety and Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Label Submission and Approval System (LSAS)","LSAS will support a large, geographically disbursed workforce, performing inspections at approximately 6,000 establishments, creating a web-based tracking system for applicants, an internal central electronic database of label approvals.","310 - Food and Drug Quality and Safety",0.243,0.721,0.041,0.08,0,0.68,0,0,0,0,0.163,0,0.041,0,0.041,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000141,005-000000141,"00 - Agency Investments",,N/A,"01 - Not Applicable","	35","Food Safety and Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Web Services (WS)","Web services is between diverse entities, the intranet plays an integral role in disseminating and conveying vital information.  A more dynamic intranet is envisioned with integrated functionality top include greater utilization and customization.","341 - Web Infrastructure",3.528,5.433,3.291,0,0,2.41,0,0,0,0,3.528,0,3.023,0,3.291,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000156,005-000000156,"00 - Agency Investments",,N/A,"01 - Not Applicable","	35","Food Safety and Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-USDA Meat & Poultry Hotline (Hotline)","Hotline 2.0 application is used by the Meat and Poultry Hotline staff to track the food safety inquiries received via its 800 telephone number. FSIS receives some 70,000 calls yearly data gathered helps FSIS discern gaps in consumer food safety knowledge.","310 - Food and Drug Quality and Safety",0.213,0.585,0.1,0,0,0.585,0,0.1,0,0,0.213,0,0,0,0,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000167,005-000000167,"00 - Agency Investments",,N/A,"03 - Human Resources","	35","Food Safety and Inspection Service","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Human Resource GSS (HR GSS)","Evaluate, re-design, and modernize/replace approximately 29 HR application functionalities into a single HR platform; establish an automated data feed from various data sources into the new platform.","254 - Employee Benefits and Compensation",3.044,0.304,0.303,2.69,0,0.3,0,0.3,0,0,0.354,0,0.004,0,0.003,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000168,005-000000168,"00 - Agency Investments",,N/A,"02 - Financial Management","	35","Food Safety and Inspection Service","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Financial Management General Support System (FM GSS)","The Financial Management General Support System is an online application which provides better financial data to the Agency.","105 - Budget Execution",1.678,0.85,0,1.342,0,0.85,0,0,0,0.85,0.336,0,0,0,0,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture","005-000000236,005-000003035",005-000000236,"00 - Agency Investments",,N/A,"01 - Not Applicable","	35","Food Safety and Inspection Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Laboratory General Support System  (Lab GSS)","The Lab GSS investment is comprised of more than 1000 unique information technology systems that support FSIS laboratory operations, including the testing of various food products collected under agency sampling programs.","310 - Food and Drug Quality and Safety",4.691,5.993,3.728,1.5,0,3.428,0,1.5,0,0,3.191,0,2.565,0,2.228,0,0,"	6",0,0,0,2020,Consolidation,2019-04-05,12:49:40
"	005","Department of Agriculture",005-000002148,005-000002148,"00 - Agency Investments",,N/A,"01 - Not Applicable","	35","Food Safety and Inspection Service","01 - Mission Delivery","	07","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Public Health Information System (PHIS)","PHIS has four components. Domestic inspection, Import Reinspection, Export Certification and Predictive Analytics.","310 - Food and Drug Quality and Safety",10.446,5.459,5.623,8.125,0,4.273,0,4.401,0,0,2.321,0,1.186,0,1.222,0,0,"	6",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000000131,005-000000131,"00 - Agency Investments",,N/A,,"	35","Food Safety and Inspection Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Data Warehouse","The FSIS Data Warehouse was developed to eliminate the resource contention between data entry and reporting and analytics activities.  It is composed of on-line transactional data structures from seven source systems.","310 - Food and Drug Quality and Safety",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	4",0,0,0,2020,"Eliminated by omission",2019-04-05,12:49:41
"	005","Department of Agriculture",005-000003035,005-000003035,"00 - Agency Investments",,N/A,,"	35","Food Safety and Inspection Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FSIS-Whole Genome Sequencing","The Whole Genome Sequencing (WGS) implementation is a multi-year initiative utilizing modern sequencing instruments and associated bioinformatics infrastructure to characterize bacterial genome in greater detail.","310 - Food and Drug Quality and Safety",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	4",0,0,0,2020,"Eliminated by consolidation",2019-04-05,12:49:41
"	005","Department of Agriculture",005-000001768,005-000001768,"00 - Agency Investments",,N/A,,"	37","Grain Inspection, Packers and Stockyards Administration","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","GIPSA-FGIS Online","FGISonline  is a portfolio of online business applications that will change the way FGIS does business, and bring official inspection and weighing to the desktop. These online business services will improve internal business operations.","043 - Global Trade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	4",0,0,0,2020,"Eliminated by omission",2019-04-05,12:49:41
"	005","Department of Agriculture",005-000000018,005-000000018,"00 - Agency Investments",,N/A,"01 - Not Applicable","	45","Agricultural Marketing Service","01 - Mission Delivery","	07","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AMS-Web-Based Supply Chain Management (WBSCM)","WBSCM provides Farm Food commodity ordering, procurement and distribution functions for the United States Department of Agriculture and Department of State food assistance programs.","039 - Food and Nutrition Assistance",39.737,41.939,40.548,11.526,0,10,0,10,0,0,28.211,0,31.939,0,30.548,0,0,"	3",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000001605,005-000001605,"00 - Agency Investments",,N/A,"01 - Not Applicable","	45","Agricultural Marketing Service","01 - Mission Delivery","	02","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AMS-Conformance Management","Provide product or process information for buyers and consumers about the quality or specifications of the product being purchased, and ensure that the commodities conform to defined standards.","328 - Collect Revenues and User Fees",11.739,15.604,14.795,7.894,0,10.594,0,10.747,0,0,3.845,0,5.01,0,4.048,0,0,"	3",0,0,0,2020,Upgrade,2019-04-05,12:49:40
"	005","Department of Agriculture",005-000001606,005-000001606,"00 - Agency Investments",,N/A,"01 - Not Applicable","	45","Agricultural Marketing Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AMS-Public Good IT Investments","To ensure the economic sustainability of American agricultural marketplace with value to the consumer. Where appropriate, provide assistance promoting competition and order, yielding consumers a consistent, safe, and accessible supply of food & fiber.","011 - Business and Industry Development",6.875,8.385,4.671,2.626,0,3.712,0,0.73,0,0,4.249,0,4.673,0,3.941,0,0,"	3",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000001867,005-000001867,"00 - Agency Investments",,N/A,"01 - Not Applicable","	45","Agricultural Marketing Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AMS-Regulatory IT Investment","Through oversight and administration, ensure that marketing and distribution of agricultural products are conducted in manners which promote and enhance a fair and competitive global marketplace for American producers and consumers of agricultural goods.","319 - Regulatory Compliance ",5.269,7.675,4.627,2.379,0,5.447,0,1.851,0,0,2.89,0,2.228,0,2.776,0,0,"	3",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",005-000002339,005-000002339,"00 - Agency Investments",,N/A,"01 - Not Applicable","	45","Agricultural Marketing Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AMS-International Trade","Support the efficient and effective enforcement of USDA-administered self-help marketing programs and promote the acceptance of US agricultural export products through electronic availability of export trade documents.","011 - Business and Industry Development",1.804,1.858,1.864,1.452,0,1.35,0,1.35,0,0,0.352,0,0.508,0,0.514,0,0,"	3",0,0,0,2020,"No change in status",2019-04-05,12:49:40
"	005","Department of Agriculture",,005-000003320,"00 - Agency Investments",,N/A,"01 - Not Applicable","	45","Agricultural Marketing Service","01 - Mission Delivery","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AMS-Income Stabilization","Supports the administration of the U.S. Warehouse Act (USWA) and the Commodity Credit Corporation (CCC) storage agreements.","310 - Food and Drug Quality and Safety",1.756,4.968,1.788,0,0,3.2,0,0,0,0,1.756,0,1.768,0,1.788,0,0,"	3",0,0,0,2020,New,2019-04-05,12:49:41
