"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Revision Date","Revision Reason",Comment,"Project ID","Area of Change","Timeframe of Investment","(Legacy) Total Cost","(Legacy) Planned Completion Date","Updated Date","Updated Time","Baseline ID"
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2012-01-20,Correction,"Correction to clarify when performance metrics reporting is to begin for a specific metric.",,,2007-2018,,,2012-01-30,13:12:16,7340
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2012-01-20,Correction,"Correction to clarify when performance metrics reporting is to begin for a specific metric.",,,2007-2018,,,2012-02-28,13:24:53,7575
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2012-01-20,Correction,"Correction to clarify when performance metrics reporting is to begin for a specific metric.",,,2007-2018,,,2012-06-30,17:57:40,8625
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2012-09-14,"Rebaseline - current baseline is no longer useful as a management tool","Corrections and updates were made to the Performance Metrics Table.  The agency also added new projects to the Investment.  AGS.",,,2007-2018,,,2012-09-14,22:23:24,10461
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2012-09-14,Correction,"Projects are  updated, added, and/or modified for this investment.",,,2007-2018,,,2012-09-17,11:12:32,10515
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2012-09-19,Correction,"Projects are  updated, added, and/or modified for this investment.  AGS. 
",,,2007-2018,,,2012-09-19,17:52:05,10761
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2012-11-01,Correction,"Corrections were made within the investment s Exhibit 300B for the October monthly submission.",,,2007-2018,,,2012-11-01,14:29:57,11179
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-01-28,"Correction - Metrics Only","Correction to metrics only",,,2007-2018,,,2013-01-31,17:22:54,12093
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-01-28,"Correction - Metrics Only","Correction to metrics only",,,2007-2018,,,2013-01-31,17:29:44,12111
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-06-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Metrics change.",,,2007-2018,,,2013-06-26,17:59:47,13794
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-08-14,"Rebaseline - other reason consistent with agency policy and M-10-27","Corrections to activities due to Management Council's decisions.",,,2007-2018,,,2013-08-20,17:15:32,14035
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-09-11,"Rebaseline - other reason consistent with agency policy and M-10-27","Rebaseline as part of the BY2015 OMB submission.",,,2007-2018,,,2013-09-11,16:40:03,14577
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",1970-01-01,"Rebaseline - other reason consistent with agency policy and M-10-27","[No Comment Entered]",,,2007-2018,,,2013-09-11,16:41:10,14579
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-09-13,"Rebaseline - other reason consistent with agency policy and M-10-27","OMB Submission",,,2007-2018,,,2013-09-13,13:16:30,14947
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-11-26,"Rebaseline - other reason consistent with agency policy and M-10-27","November 2013 monthly Submission.",,,2007-2018,,,2013-11-27,15:54:01,15859
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2013-12-18,Correction,"removing duplicative entries.",,,2007-2018,,,2013-12-19,15:41:05,16113
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2014-01-28,"Correction - Metrics Only","One actual performance metric result was inadvertantly inaccuratly reported last month.",,,2007-2018,,,2014-01-28,13:17:46,16433
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2014-01-28,"Correction - Metrics Only","Correct to actual metrics.",,,2007-2018,,,2014-01-28,14:26:04,16445
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2014-03-14,Correction,"Corrections made in accordance to the Final FY 2015 Exhibit 300 submission to the IT Dashboard.",,,2007-2018,,,2014-03-18,09:55:49,17123
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2014-09-11,"Rebaseline - current baseline is no longer useful as a management tool","BY2016 OMB submission.",,,2007-2024,,,2014-09-11,14:37:35,18905
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2014-09-11,"Rebaseline - current baseline is no longer useful as a management tool","BY2016 OMB submission.",,,2007-2024,,,2014-09-11,15:04:27,18915
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2014-10-17,"Rebaseline - other reason consistent with agency policy and M-10-27","Rebaselining to correct data issues - duplicative metrics and risks - on the ITDB.",,,2007-2024,,,2014-10-30,15:05:31,20709
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2014-12-18,"Rebaseline - other reason consistent with agency policy and M-10-27","Updated project activities actuals.",,,2007-2024,,,2014-12-19,08:44:12,21245
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-03-16,"Rebaseline - other reason consistent with agency policy and M-10-27","FY15 activities added.",,,2007-2024,,,2015-03-27,09:52:28,22385
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-05-29,"Rebaseline - other reason consistent with agency policy and M-10-27",Corrections.,,,2007-2024,,,2015-05-29,10:53:34,22843
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-06-29,Correction,Corrections.,,,2007-2024,,,2015-06-30,10:28:03,23109
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-06-29,Correction,Corrections.,,,2007-2024,,,2015-06-30,15:00:41,23145
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-07-22,Correction,Correction.,,,2007-2024,,,2015-07-28,14:54:02,23273
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-08-28,Correction,Correction.,,,2007-2024,,,2015-08-30,17:26:53,23457
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-09-18,Correction,Correction.,,"Activities, Metrics",2007-2024,,,2015-09-18,21:10:34,23934
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-09-18,Correction,Correction.,,,2007-2024,,,2015-10-30,16:53:49,24209
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-11-24,"Rebaseline - other reason consistent with agency policy and M-10-27","performance metric added.",,"Activities, Metrics",2007-2024,,,2015-11-24,16:58:15,24330
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2015-12-16,"Rebaseline - other reason consistent with agency policy and M-10-27",Correction.,,Activities,2007-2024,,,2015-12-18,15:54:32,24412
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,Activities,2007-2024,,,2016-01-27,19:53:02,24536
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,,2007-2024,,,2016-02-03,14:23:15,24641
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,Activities,2007-2024,,,2016-02-26,16:14:45,24841
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",1746,Projects,2007-2024,,,2016-03-29,18:42:08,25068
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,,2007-2024,,,2016-04-28,16:15:40,25204
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,Metrics,2007-2024,,,2016-05-26,17:41:33,25343
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,,2007-2024,,,2016-06-28,19:10:22,25423
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-01-26,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,,2007-2024,,,2016-07-28,11:42:44,25530
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2016-08-25,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to risks.",,,2007-2024,,,2016-08-25,17:06:40,25644
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2017-08-30,"Rebaseline - current baseline is no longer useful as a management tool","Approved by CIO.",1746,"Projects, Activities",2007-2024,,,2017-09-15,13:59:02,27298
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2017-08-30,"Rebaseline - current baseline is no longer useful as a management tool","Approved by CIO.",15237,"Projects, Activities",2007-2024,,,2017-09-15,14:17:41,27309
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2017-11-24,"Correction - Metrics Only","change to CY target for metric with ID 24505",,Metrics,2007-2024,,,2017-11-24,14:57:06,27636
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2018-07-31,Correction,"changed SDLC methodology",15237,"Projects, Activities",2007-2024,,,2018-07-31,15:49:36,28439
005-000002148,231,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FSIS-Public Health Information System (PHIS)",2018-11-28,Correction,"Monthly metric corrected.",15237,"Projects, Activities",2007-2024,,,2018-11-29,20:40:46,29071
005-000000039,236,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","DA-OCP-Integrated Acquisition System (IAS)",2010-08-31,"Rebaseline - other","Other- Required for the ITDB submission.",,,,293.38044,2016-09-30,2010-09-17,12:48:50,1439
005-000000039,236,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","DA-OCP-Integrated Acquisition System (IAS)",2010-10-27,"Replan - planned change with minimal change in overall scope, cost or schedule objectives","Minimal change.",,,,294.22547,2016-09-30,2010-10-27,13:39:18,2100
005-000000039,236,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","DA-OCP-Integrated Acquisition System (IAS)",2011-01-07,Correction,"Errors fixed.",,,,282.57761,2016-09-30,2011-01-07,09:21:08,2612
005-000000039,236,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","DA-OCP-Integrated Acquisition System (IAS)",2011-01-12,"Rebaseline - adding new iteration","Investment was updated - minor changes.",,,,281.19961,2016-09-30,2011-02-16,22:31:18,2850
