Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost,SDLC Methodology,Other SDLC,Release Every Six Mo,Release Every Six Mo Comment,PM Experience Level,Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Project Status,Updated Date,Updated Time
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-23","1712","377","Office Environment - VoIP Site Installations","Installation of VoIP systems in the SCA service centers.","2013-04-01","2013-08-06","10.000000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","-55","-43.31","Red","3.702354","61.71","Red","Completed","2015-05-29","15:20:47"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-EU-06","6635","","End User Devices - FSC Server Replacement","This project replaces FSC Server hardware for end of life servers.","2013-10-03","2014-09-30","0.450000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","-335","-100.60","Red","0.000000","0.00","Green","In-progress","2014-09-10","16:57:51"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-03","6637","367","Office Environment - Expansion of  FSC WAN Optimization","Deploy WAN optimizion hardware and moble client software to computers at select sites that do not have the appliance installed.","2013-02-01","2013-04-01","11.200000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","3","5.08","Green","0.093719","0.84","Green","Completed","2015-05-29","15:20:43"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-06","6639","","Office Environment - Server Virtualization Storage Backup","This activity includes the setup and configuration of the virtual servers in select locations.  Also includes the centralized backend infrastructure, licenseing and configuration of backup capabilities to the data center.","2013-04-01","2013-09-30","1.200000","","","","","4-Other certification with 4 or more years PM experience (within the last five years)","-700","-384.62","Red","0.000000","0.00","Green","In-progress","2013-03-29","17:18:29"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-07","6641","371","Office Environment - Call Center Infrastructure Replacement","Modernizing the VoIP Eastern Gateway and porcessing center will provide higher availability and a faster response time for the expansion of SCA VoIP systems.","2012-12-03","2013-04-01","1.445000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","-361","-303.36","Red","0.195000","13.49","Yellow","Completed","2015-05-29","15:20:45"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-24","6643","","Office Environment - Continued VoIP Phone System Installations","Installation of VoIP phone systems in the SCA service centers.","2014-04-01","2014-09-30","6.000000","","","","","4-Other certification with 4 or more years PM experience (within the last five years)","-755","-594.49","Red","0.000000","0.00","Green","In-progress","2014-04-29","14:10:59"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-29","6645","","Office Environment - Continued Exansion of FSC WAN Optimization","This project will deploy network acceleration devices in the Field Service Centers in order to address the escalating need for additional network bandwidth.","2013-10-01","2014-09-30","5.300000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","-335","-92.03","Red","0.000000","0.00","Green","In-progress","2014-09-10","16:57:52"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-EU-08","10553","","End User Devices - Field Virtualization Monitoring","Install vCenter Operations Manager to monitor virtual servers for continued operations and provide information for troubleshooting and system optimization.","2014-04-01","2014-09-30","1.300000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","-335","-184.07","Red","0.000000","0.00","Green","In-progress","2014-09-10","16:57:51"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","OCE-OF-31","10555","","Office Environment -Enterprise Proxy Solution","Install and configure a new proxy system to protect the system from web vulnerabilities and resource-intensive unauthorized use.","2014-04-01","2014-09-30","1.700000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","-335","-184.07","Red","0.000000","0.00","Green","In-progress","2014-09-10","16:57:52"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","359","12613","359","End User Devices - End User Storage","Procurement of  a comprehensive storage solution to link the FSC virtual servers with centralized storage in the data center. This system will make the data more available and provide replication of data to support redundancy.","2014-04-01","2016-03-16","10.850000","7-Not Primarily a Software Development Project","","n/a","","4-Other certification with 4 or more years PM experience (within the last five years)","1","0.35","Green","1.940000","17.88","Yellow","Completed","2015-05-29","15:20:40"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1047","9933","","RO Exceptions","RO Exceptions provides for automation of manual underwriting not covered by standard policies.  Integrates the data produced by the ROE project into ARM and downstream applications.","2012-01-31","2013-07-01","3.504310","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","-0.166610","-10.24","Yellow","Completed","2014-09-11","16:10:27"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1054","9935","","RMA Information Reporting System (RIRS)","The purpose of the RMA Information Reporting System project is to provide a series of canned reports which will be used to view preliminary, draft and released data by internal RMA users and released data by the general public.  Corporate Reporting - RIRS - High Priority Reports; now known as RIRS (RMA Information Reporting Service).","2012-01-31","2013-09-20","0.290740","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-8","-5.71","Green","-0.000040","-0.01","Green","Completed","2014-09-11","16:10:27"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1061A","9937","","Corporate Reporting &amp; Business Intelligence (CRBI)","Convert the policy history databases  into one standardized database (the Corporate Reporting Business Intelligence database).","2012-02-06","2013-12-24","1.326400","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.081866","24.77","Yellow","Completed","2014-09-11","16:10:27"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1065","9939","","Auto CLUs to Actuarial Maps Cross-Reference","Improve efficiency by providing the ability to initiate the process via the Actuarial Mpas Support website.","2012-04-17","2013-05-23","0.155570","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-22","-95.65","Red","0.018926","43.49","Red","Completed","2014-09-11","16:10:27"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1069","9941","","Price Discovery Overhaul","The purpose of the Price Discovery application is to communicate market price information to public and internal users.Price Discovery consists of three sections: user interface, database functions, and administration for RMA.   Additionally, it is a public-facing application.","2012-05-21","2013-12-05","0.964000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-55","-17.08","Yellow","-0.102413","-20.68","Yellow","Completed","2014-09-11","16:10:27"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1071A","9943","","Escrow","Facilitate the rapid payment of claims to producers through the Approved Insurance Providers (AIPs). Escrow must also generate the accounting entries required by FFIS.","2012-05-21","2013-12-09","0.952850","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.064101","21.87","Yellow","Completed","2014-09-11","16:10:27"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1087","9945","","Accounting AIP Setup","The AIP Setup is a collection of Approved Insurance Provider (AIP) reinsurance year plan of operations data that supports all of Risk Management Agency Program Business Systems.","2012-09-24","2013-11-06","0.191650","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","-0.117475","-62.71","Red","Completed","2014-09-11","16:10:27"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY12-1088","9947","399","Accounting Ineligible Tracking System","The Ineligible Tracking System is a program integrity system utilized by RMA and Approved Insurance Providers (AIP) that works to limit fraud, waste and abuse of crop insurance.","2012-10-08","2015-08-28","4.486000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-4","-0.38","Green","-0.501333","-13.03","Yellow","In-progress","2015-07-31","11:59:19"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","FY13-1105","9949","","Summary of Business (SOB) 2.0","Management information Application to provide data related to Summary of Business.","2013-12-02","2014-05-16","0.482860","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","15","9.09","Green","0.023667","5.25","Green","Completed","2014-09-11","16:10:28"
