Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21961","","Awarded","","GS00T07NSD0008","AG3142D100465","3142","Yes","MCI COMMUNICATIONS SERVICES INCORPORATED","","","Firm Fixed Price","","03/14/2012","01/01/1970","U","GSA NETWORX TELECOMM ACQUISITION","46437","4735","","2012-08-01 16:22:38","2012-08-01 16:22:38"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21962","","Awarded","","GS00T07NSD0007","AG3142D100036","3142","Yes","A T AND T CORPORATION (4710)","","","Firm Fixed Price","","03/26/2012","01/01/1970","U","MODIFICATION FOR ADDING OC-3 PRICING (AU0113)","46435","4735","","2012-08-01 16:22:38","2012-08-01 16:22:38"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21963","","Awarded","","GS00T07NSD0039","AG3142D100039","3142","Yes","SPRINT SOLUTIONS INCORPORATED","","","Firm Fixed Price","","03/30/2012","01/01/1970","U","GSA NETWORX TELECOMMUNICATIONS ACQUISITION","46433","4735","","2012-08-01 16:22:38","2012-08-01 16:22:38"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21964","","Awarded","1406","IND11PA40011","GS35F4702G","1406","No","","","","","","","","","","","","","2011-09-16 17:10:07",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","25253","","Awarded","","AG7604P110039","","","Yes","TECHNOLOGY SOLUTIONS PROVIDER, INC.","","5.732003","Firm Fixed Price","","05/03/2012","08/15/2012","U","MAINTENANCE","46439","12C2","","2012-08-01 16:22:38","2012-08-01 16:22:38"
"005-000000064","246","005","Department of Agriculture","RMA-01  Financial Management Systems (FMS)","22328","","Awarded","4732","GST0011AJ0019","GS00Q09BGD0048","4735","Yes","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","","29.535882","Cost Plus Award Fee","","01/27/2011","01/30/2016","Y","The purpose of this acquisition is to procure Information Technology (IT) services to support the mission of the Risk Management Agency (RMA), an agency of the United States Department of Agriculture (USDA).  RMA requires the full range of IT services in order to develop and deliver new crop insurance products, support high employee productivity, develop and maintain new IT systems, and design, deploy, and maintain the underlying infrastructure for aforementioned activities.","42209","4732","0","2012-02-29 11:51:35","2012-02-29 11:51:35"
"005-000000047","237","005","Department of Agriculture","Integrated Program Accounting System (IPAS)","21626","","Awarded","","AG3198K120001","AG3198B090011","12F2","Yes","DELOITTE CONSULTING L.L.P.","","4.553122","Fixed Price Level of Effort","","05/15/2012","04/30/2014","U","IT 12 002 IPAS OPERATIONAL SUPPORT - FY 2012","46463","12F2","","2012-08-01 16:23:00","2012-08-01 16:23:00"
"005-000000047","237","005","Department of Agriculture","Integrated Program Accounting System (IPAS)","21628","","Awarded","","AG3198K100010","AG3198B090011","12F2","Yes","DELOITTE CONSULTING L.L.P.","","2.746924","Firm Fixed Price","","09/22/2011","04/30/2014","U","ADD'L FUNDING & POP EXTENSION DELOITTE CONSULTING LLP - IPAS TASK 9 FNS FMMI IMPLEMENTATION SUPPORT PERIOD OF PERFORMANCE 31 OCTOBER 2010 TO 31 JANUARY 2011","46461","12F2","","2012-08-01 16:23:00","2012-08-01 16:23:00"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","21614","","Awarded","1205","AG3142C070034","","","Yes","ACCENTURE LLP","","139.950194","Firm Fixed Price","","09/10/2007","09/30/2012","Y","Financial Management Modernization Initiative","42158","1205","0","2012-02-29 11:00:28","2012-02-29 11:00:28"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","21615","","Awarded","1205","AG3142D100156","GS23F0006V","4730","Yes","RWC CONSULTING GROUP, LLC","","3.265878","Firm Fixed Price","","01/04/2010","09/30/2012","Y","CO: Ellery Taylor - This is a proposal from RWC for Business Practice Support for the period of performance to last through March 2010.","42159","1205","0","2012-02-29 11:00:28","2012-02-29 11:00:28"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","21616","","Awarded","1205","AG3142K110020","AG3142B100009","1205","Yes","DELOITTE CONSULTING L.L.P.","","0.191998","Firm Fixed Price","","10/20/2010","11/30/2011","Y","CO: Vivan Mcpherson - This is for Option Year 4 for Deloitte for task d/e. The Old PO is AG-3142-K-10-0043.","42160","1205","0","2012-02-29 11:00:28","2012-02-29 11:00:28"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","22337","","Awarded","1205","AG3142K110021","AG3142B100009","1205","Yes","DELOITTE CONSULTING L.L.P.","","0.639125","Firm Fixed Price","","10/20/2010","11/30/2011","Y","- This is for Option Year 4 for Deloitte (Old PO is AG-3142-K-10-0034) for Task A Funding","42161","1205","0","2012-02-29 11:00:28","2012-02-29 11:00:28"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","22338","","Awarded","1205","AG3142K110022","AG3142B100009","1205","Yes","DELOITTE CONSULTING L.L.P.","","1.006440","Firm Fixed Price","","10/20/2010","12/31/2011","Y","- This is for Option Year 4 for Task B/C. for Deloitte (Old PO number is AG-3142-K-10-0036","42162","1205","0","2012-02-29 11:00:28","2012-02-29 11:00:28"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","22339","","Awarded","1205","AG3142K110023","AG3142B100009","1205","Yes","DELOITTE CONSULTING L.L.P.","","5.002614","Firm Fixed Price","","10/20/2010","12/31/2011","Y","- This is for Option Year 4 for Deloitte (Old PO is AG-3142-K-10-0035) for Sustainment.","42163","1205","0","2012-02-29 11:00:28","2012-02-29 11:00:28"
"005-000001718","228","005","Department of Agriculture","FNCS IT Infrastructure","21587","","Awarded","","AG3198K110049","AG3198B100019","12F2","Yes","DELOITTE CONSULTING L.L.P.","","1.050000","Firm Fixed Price","","05/16/2012","09/12/2012","U","TASK ORDER#1 FOR ISO SECURITY SUPPORT SERVICES","46423","12F2","","2012-08-01 16:22:11","2012-08-01 16:22:11"
"005-000001496","229","005","Department of Agriculture","FPA-P2 - Fire Program Analysis System - Phase 2","22333","","Awarded","","AG82X9C080007","","","Yes","RTL NETWORKS INCORPORATED","","0.667600","Firm Fixed Price","","09/12/2011","01/01/1970","U","TECHNICAL WRITING SERVICES FOR INCIWEB SYSTEM","46425","12C2","","2012-08-01 16:22:13","2012-08-01 16:22:13"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","21595","","Awarded","4732","GSTFMGBPA100001CO02A","GSTFMGBPA100001","4735","Yes","SYSTEMS RESEARCH AND APPLICATIONS CORPORATION","","17.150688","Time and Materials","","07/18/2011","01/17/2012","N","THE PURPOSE OF THIS TASK ORDER (TO) IS TO CREATE THE MIDAS RELEASE 1 BLUEPRINT INCLUDING THE BASELINE FUNCTIONAL AND PERFORMANCE REQUIREMENTS FOR RELEASE 1 OF THE MIDAS SYSTEM; CREATE THE SYSTEM DESIGN FOR MIDAS RELEASE 1; CONTINUE SAP PRODUCT DEMONSTRATION AND SHOWING MIDAS CAPABILITY TO KEY USDA SPONSORSHIP AND STAKEHOLDER COMMUNITIES; AND CREATE THE DRAFT PROJECT PLAN FOR TASK ORDER 3","41328","4732","0","2012-02-28 13:25:27","2012-02-28 13:25:27"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","21596","","Awarded","1205","AG3142K100164","AG3142B090032","1205","Yes","CARAHSOFT TECHNOLOGY CORPORATION","","4.180000","Firm Fixed Price","","06/16/2010","08/16/2013","Y","MIDAS SAP CONSULTING SERVICES","41329","1205","0","2011-09-16 15:00:58","2012-02-28 13:25:27"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","21597","","Awarded","1406","INDA0900010001","IND09AP60069","1406","Yes","DELOITTE CONSULTING LLP","","1.548533","","","10/08/2009","09/30/2011","Y","RECOVERY ACT (ARRA) MIDAS CALL 1 - ENTERPRISE EPMO GOVERNANCE AND PROCESSES. TAS::12 0599::TAS BUREAU PROJECT IDENTIFICATION NUMBER: A0900010001","41330","1406","0","2012-02-28 13:25:27","2012-02-28 13:25:27"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","21598","","Awarded","","AG3151K100025","AG3142B090032","1205","Yes","CARAHSOFT TECHNOLOGY CORPORATION","","0.378000","Not Reported","","08/18/2010","08/16/2013","U","BPA FOR SOFTWARE/MAINTENANCE, SAP PROEFESSIONAL SERVICES AND TRAINING SOLUTIONS AND ADDITIONAL VALUE ADDED SERVICCES.","46429","12D2","","2012-08-01 16:22:25","2012-08-01 16:22:25"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","21599","","Awarded","4735","GSQFOBBPA100003C0001","GSQFOBBPA100003","4735","Yes","CAPGEMINI GOVERNMENT SOLUTIONS LLC","","9.065229","Time and Materials","","07/12/2010","09/29/2011","Y","MIDAS will address FSAs outmoded delivery of farm program benefits by streamlining business processes, replacing obsolete technology and consolidating disparate local systems into a public-facing web-based enterprise-wide system that integrates customer self-service, farm program management, financial management and other business processes within a framework that is fully compliant with Federal regulations. This is the first Task Order to be placed under the Application Transformation and Modernization (ATM) IV&V BPA","41332","4735","0","2012-02-28 13:25:27","2012-02-28 13:25:27"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23289","","Awarded","","AG8447D110010","AG8447C100009","12D2","Yes","NORTHROP GRUMMAN SYSTEMS CORPORATION","","3.355000","Firm Fixed Price","","08/03/2011","12/31/2011","U","4-BAND UPGRADE TO SUPPORT NAIP IN CO (7,423 DOQQS)","46459","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23290","","Awarded","","AG8447D110012","AG8447C070008","12D2","Yes","NORTH WEST GEOMATICS LIMITED","","4.773456","Firm Fixed Price","","05/01/2012","12/31/2011","U","SERVICES TO SUPPORT 2011 NAIP","46447","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23291","","Awarded","","AG8447D110011","AG8447C070007","12D2","Yes","AERIAL SERVICES INCORPORATED","","1.278600","Firm Fixed Price","","04/14/2011","12/31/2011","U","SERVICES TO SUPPORT 2011 NAIP","46451","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23292","","Awarded","","AG3151D120008","GS35F4461G","4730","Yes","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","","1.000000","Time and Materials","","06/26/2012","11/30/2012","U","REVISE LANGUAGE OF MODIFICATION 0001 TO CORRECT INADVERTENT EXERCISE OF OPTION 5.","46445","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23293","","Awarded","","AG8447D110014","AG8447C070010","12D2","Yes","SANBORN SOLUTIONS LIMITED LIABILITY COMPANY","","0.590655","Firm Fixed Price","","04/14/2011","12/31/2011","U","SERVICES TO SUPPORT 2011 NAIP","46453","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23294","","Awarded","","AG8447D110013","AG8447C090005","12D2","Yes","G M R AERIAL SURVEYS, INC.","","0.249230","Firm Fixed Price","","08/03/2011","12/31/2011","U","SERVICES TO SUPPORT 2011 NAIP","46457","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23295","","Awarded","","AG8447D110018","AG8447C090005","12D2","Yes","G M R AERIAL SURVEYS, INC.","","1.078017","Firm Fixed Price","","05/18/2011","12/31/2011","U","2011 NAIP TASK ORDER AWARD (PART 2), PROJECT NUMBER 3-11-4 FOR REMAINING PARTS OF AL, MD, AND ALL OF WV COVERING 5,293 DOQQS OF 6,395 TOTAL DOQQS (1,102 DOQQS PREVIOUSLY AWARDED UNDER PART 1)","46443","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23296","","Awarded","","AG8447D110020","AG8447C070008","12D2","Yes","NORTH WEST GEOMATICS LIMITED","","0.564370","Firm Fixed Price","","08/03/2011","12/31/2011","U","2011 NAIP TASK ORDER AWARD FOR OHIO","46449","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23297","","Awarded","","AG8447D110017","AG8447C070011","12D2","Yes","SURDEX CORPORATION","","3.752190","Firm Fixed Price","","05/12/2011","12/31/2011","U","2011 NAIP TASK ORDER AWARD, PROJECT NUMBER 3-11-6, FOR MONTANA AND OREGON COVERING A TOTAL OF 19,242 DOQQS","46441","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","23298","","Awarded","","AG8447D110019","AG8447C070011","12D2","Yes","SURDEX CORPORATION","","0.812925","Firm Fixed Price","","08/03/2011","12/31/2011","U","11-AP-CCC-28; 2011 NAIP TASK ORDER MODIFICATION FOR 4-BAND UPGRADE FOR MT","46455","12D2","","2012-08-01 16:22:47","2012-08-01 16:22:47"
"005-000001742","254","005","Department of Agriculture","FSA Architecture, SDLC and Common IT Solutions  #0109","21593","","Awarded","4735","GS05T10BMC0013","","","Yes","GLOBAL SUPPORT SERVICES, LLC","5TS12100255","0.885274","Labor Hours","","09/24/2010","09/23/2015","N","Common Solutions","41325","4735","0","2012-02-28 13:24:43","2012-02-28 13:24:43"
"005-000001742","254","005","Department of Agriculture","FSA Architecture, SDLC and Common IT Solutions  #0109","21594","","Awarded","4735","GST0510BM0139","GS00Q09BGD0048","4735","Yes","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","5TS12100253","4.426503","Time and Materials","","09/24/2010","09/23/2015","Y","Enterprise Architecture","41326","4735","0","2012-02-28 13:24:43","2012-02-28 13:24:43"
"005-000002340","841","005","Department of Agriculture","Enterprise Information Management (EIM) #119","23000","","Awarded","4732","GST0511BM0176","GS35F0306J","4730","Yes","BOOZ ALLEN HAMILTON INC","5TS12100257A","2.235767","Labor Hours","","09/30/2011","09/29/2012","Y","TASK ORDER 01 OF BPA 5TS12100257","41704","4732","0","2012-02-28 16:16:51","2012-02-28 16:16:51"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","23101","","Awarded","4732","GSTFMGBPA100001CO05","GSTFMGBPA100001","4735","Yes","SYSTEMS RESEARCH AND APPLICATIONS CORPORATION","","10.601468","Time and Materials","","09/29/2011","09/28/2014","N","THIS REQUIREMENT IS FOR WBSCM COVERS ROLES AND RESPONSIBILITIES, SUPPORT SERVICES, CORRECTIVE MAINTENANCE (INCLUDED CONTINUOUS IMPROVEMENTS, SOFTWARE AND HARDWARE UPGRADE), TRAINING AND KNOWLEDGE TRANSFER ACTIVITIES, COMMUNICATION PROCESSES AND DELIVERABLES FOR USER SUPPORT, SYSTEM SUPPORT, PERFORMANCE MONITORING, PROJECT MANAGEMENT AND OTHER O&M SUPPORT.","41358","4732","0","2012-02-28 13:28:05","2012-02-28 13:28:05"
"005-000001231","219","005","Department of Agriculture","Consolidated Farm Loan Program Information & Delivery Systems #103","21501","","Awarded","","AG3151C110028","","","Yes","TCOOMBS & ASSOCIATES LLC","","3.999961","Firm Fixed Price","","06/08/2012","09/25/2012","U","FARM LOAN PROGRAM INFORMATION DELIVERY SYSTEM (FLPIDS) SUPPORT","46409","12D2","","2012-08-01 16:21:41","2012-08-01 16:21:41"
"005-000001231","219","005","Department of Agriculture","Consolidated Farm Loan Program Information & Delivery Systems #103","21502","","Awarded","","AG3151C110019","","","Yes","BLUEMONT TECHNOLOGY & RESEARCH, INC.","","1.264749","Firm Fixed Price","","12/22/2011","09/30/2012","U","PROGRAM LOAN ACCOUNTING SYSTEM (PLAS) SUPPORT SERVICES. 3-MONTH BASE PERIOD 07/01/11 - 09/30/11.","46411","12D2","","2012-08-01 16:21:41","2012-08-01 16:21:41"
"005-000001231","219","005","Department of Agriculture","Consolidated Farm Loan Program Information & Delivery Systems #103","21504","","Awarded","","AG3151C110029","","","Yes","WEBEQUITY SOLUTIONS, LLC","","1.757050","Firm Fixed Price","","09/30/2011","09/29/2016","U","FARM BUSINESS PLAN COTS PACKAGE QUALITY ASSURANCE","46403","12D2","","2012-08-01 16:21:41","2012-08-01 16:21:41"
"005-000001231","219","005","Department of Agriculture","Consolidated Farm Loan Program Information & Delivery Systems #103","21505","","Awarded","","AG645SC090014","","","Yes","MARSHALL & SWIFT/BOECKH, LLC","REF: AG645SC070009","0.247851","Firm Fixed Price","","09/10/2011","09/13/2012","U","RESIDENTAL AND COMMERCIAL AND AGRICULARAL ESTIMATOR LICENSES;","46407","12D2","","2012-08-01 16:21:41","2012-08-01 16:21:41"
"005-000001231","219","005","Department of Agriculture","Consolidated Farm Loan Program Information & Delivery Systems #103","21506","","Awarded","","AG3151C100009","","","Yes","AGWARE, INC","","0.388680","Firm Fixed Price","","03/15/2012","01/01/1970","U","TO PURCHASE NEW APPRAISAL STUDIO SOFTWARE, MAINTENANCE AND TECHNICAL SUPPORT AND TRAINING.","46405","12D2","","2012-08-01 16:21:41","2012-08-01 16:21:41"
