Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Baseline,Target for PY,Actual for PY,Target for CY,Measurement Condition,Reporting Frequency,Most Recent Actual Results,Actuals have Met/Not Met Target,Comment,Updated Date,Updated Time
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3048","","Tier 3 resolutions occur within 5 business days, or in some cases within GDIT and FSIS agreed upon timeframe.","percent","112-Customer Results - Service Coverage","85.000000","0.000000","0.000000","85.000000","Over target","Monthly","93.000000","Met","","08/01/2012","18:32:27"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3049","","All Service Desk assigned security POA&amp;Ms resolved within mutually agreed timeframe.","percent","112-Customer Results - Service Coverage","90.000000","0.000000","0.000000","90.000000","Over target","Monthly","100.000000","Met","","08/01/2012","18:32:27"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3050","","Customer Survey Satisfaction for Service Desk customer interfaces, score of 4 or better on a scale of 1-5.","percent","114-Customer Results - Service Quality","85.000000","0.000000","0.000000","85.000000","Over target","Monthly","91.000000","Met","","08/01/2012","18:32:27"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3051","","System availability for mission critical servers","percent","215-Technology - Reliability and Availability","95.000000","0.000000","0.000000","95.000000","Over target","Monthly","99.970000","Met","","08/01/2012","18:32:27"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3052","","Number of systems or releases to be tested in PHDCIS formal test environment.","percent","213-Technology - Efficiency","80.000000","0.000000","0.000000","80.000000","Over target","Quarterly","100.000000","Met","New performance metric. To be implemented and measured in FY2012.","08/01/2012","18:32:27"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3053","","Data Quality for Operational Systems.","percent","214-Technology - Information and Data","99.000000","0.000000","0.000000","99.000000","Over target","Quarterly","100.000000","Met","New performance metric. To be implemented and measured in FY2012.","08/01/2012","18:32:27"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information Consolidation Projects (PHICP)","2888","","Tier 3 resolutions occur within 5 business days, or in some cases within DKW and FSIS agreed upon timeline.","percent","112-Customer Results - Service Coverage","85.000000","0.000000","0.000000","85.000000","Over target","Monthly","96.000000","Met","","08/01/2012","18:32:26"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information Consolidation Projects (PHICP)","2889","","All Service Desk assigned security POA&amp;amp;M resolved within mutually agreed timeframe.","percent","112-Customer Results - Service Coverage","90.000000","0.000000","0.000000","90.000000","Over target","Monthly","100.000000","Met","","08/01/2012","18:32:26"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information Consolidation Projects (PHICP)","2890","","Number of reader applications","number","213-Technology - Efficiency","2.000000","2.000000","2.000000","1.000000","Over target","Monthly","2.000000","Met","","08/01/2012","18:32:26"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information Consolidation Projects (PHICP)","2891","","Time to process transactional data into the data warehouse","Timeliness and Responsiveness","213-Technology - Efficiency","2.000000","0.000000","0.000000","1.000000","Over target","Monthly","2.000000","Met","","08/01/2012","18:32:26"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information Consolidation Projects (PHICP)","2895","","Number of PHIS Releases to be tested in PHDCIS formal test environment","Percent","213-Technology - Efficiency","80.000000","0.000000","0.000000","80.000000","Over target","Quarterly","100.000000","Met","","08/01/2012","18:32:26"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information Consolidation Projects (PHICP)","2896","","Data Quality for PHIS Operational System","percent","213-Technology - Efficiency","90.000000","0.000000","0.000000","90.000000","Over target","Quarterly","","","Data t be collected starting in 2012","08/01/2012","18:32:26"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","2952","","% of paid accounts based on customer-submitted information","percent","103-Mission and Business Results - Management of Government Resources","100.000000","98.000000","","98.000000","Over target","Monthly","","","","08/01/2012","18:32:26"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","2953","","% of HR actions successfully processed by EmpowHR on the first attempt","percent","212-Technology - Quality Assurance","88.000000","90.000000","","98.000000","Over target","Monthly","","","","08/01/2012","18:32:26"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","2954","","Number of HR actions completed using EmpowHR","number","202-Process and Activities - Productivity","340000.000000","500000.000000","","500000.000000","Over target","Monthly","","","","08/01/2012","18:32:26"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","2955","","% of system availability during established hours","percent","215-Technology - Reliability and Availability","99.000000","95.000000","","95.000000","Under target","Monthly","","","","08/01/2012","18:32:26"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","2956","","Number of employees with access to EmpowHR","number","115-Customer Results - Service Accessibility","300000.000000","340000.000000","","350000.000000","Over target","Monthly","","","","08/01/2012","18:32:26"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","2957","","% of technical issues resolved in 24 hours","percent","113-Customer Results - Timeliness and Responsiveness","97.500000","95.000000","","98.000000","Over target","Monthly","","","","08/01/2012","18:32:26"
"005-000002328","235","005","Department of Agriculture","IBS - Incident Business System","2934","","% of change requests are handled in compliance with agency policy and processed within 24 hours of receipt.","percent","111-Customer Results - Customer Benefit","85.000000","85.000000","100.000000","85.000000","Over target","Monthly","87.000000","Met","","08/01/2012","18:32:26"
"005-000002328","235","005","Department of Agriculture","IBS - Incident Business System","2935","","% of customer issues addressed and fully resolved within 24-hours.","percent","113-Customer Results - Timeliness and Responsiveness","90.000000","90.000000","100.000000","95.000000","Over target","Monthly","89.000000","Not Met","","08/01/2012","18:32:26"
"005-000002328","235","005","Department of Agriculture","IBS - Incident Business System","2936","","compliant with federal standards.","percent","103-Mission and Business Results - Management of Government Resources","100.000000","100.000000","100.000000","100.000000","Over target","Monthly","100.000000","Met","","08/01/2012","18:32:26"
"005-000002328","235","005","Department of Agriculture","IBS - Incident Business System","2937","","Application is available during scheduled operations at least 95% of the time.","percent","203-Process and Activities - Cycle Time and Timeliness","95.000000","95.000000","100.000000","95.000000","Over target","Monthly","95.000000","Met","","08/01/2012","18:32:26"
"005-000002328","235","005","Department of Agriculture","IBS - Incident Business System","2938","","100% of quarterly user certifications are completed in compliance with agency policy.","percent","213-Technology - Efficiency","100.000000","100.000000","100.000000","100.000000","Over target","Monthly","100.000000","Met","","08/01/2012","18:32:26"
"005-000002328","235","005","Department of Agriculture","IBS - Incident Business System","2939","","100% of system users complete annual security awareness training in compliance with agency policy.","percent","211-Technology - Technology Costs","100.000000","100.000000","100.000000","100.000000","Over target","Monthly","100.000000","Met","","08/01/2012","18:32:26"
"005-000000039","236","005","Department of Agriculture","Integrated Acquisition System (IAS) (OPPM)","1635","","Make IAS available to users 99.99% of the time during core business hours from 6:00 AM - 12:00 AM Monday - Friday.","percentage of uptime","215-Technology - Reliability and Availability","99.990000","99.990000","99.990000","99.990000","Over target","Monthly","99.990000","Met","Metric currently on target.","08/01/2012","18:32:26"
"005-000000039","236","005","Department of Agriculture","Integrated Acquisition System (IAS) (OPPM)","1636","","Increase P-Card usage.","number of P-Card awards","202-Process and Activities - Productivity","790.000000","815.000000","1325.000000","1365.000000","Over target","Quarterly","201.000000","Not Met","Working to improve P-Card usage in IAS.","08/01/2012","18:32:26"
