"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Other SDLC","Release Every Six Mo","Release Every Six Mo Comment","PM Experience Level","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1407236661",12193,"	1407236661","Health Resource Center (HRC)","This project will entail the transition from the Health Resource Center’s (HRC) current Seibel based Customer Relationship Management (CRM) solution to a Microsoft Dynamics based solution, which will provide an efficient desktop, workflow, contact history and knowledge management capabilities.  Transition to this solution will improve the speed, accuracy and efficiency in which information is exchanged between Veterans, their dependents, Health Care Providers, and Veterans Affairs (VA), as well as provide the HRC with the CRM software and architecture that will be compatible with VA’s identified enterprise CRM solution.",2015-04-14,2017-10-24,22.542,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.638721,6.69,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1408137333",12195,"	1408137333","Vocational Rehabilitation and Employment (VRE)","The project will develop a Case Management System to address the identified needs to increase automation, reduce the use and storage of paper, and increase the VRE’s program ability to interface with additional systems.  Increased automation will reduce instances of human error and increased controls will allow for more accurate and complete data exchange. Paper reduction is necessary to comply with the VA’s strategic plan as well as the Federal Paperless and E-Government Acts. Increased interfacing will eliminate the need for duplicate data entry and provide a more seamless data exchange. Addressing all of these system goals at a more granular level will support VRE in streamlining their rehabilitation process.",2015-01-22,2017-10-24,16.351,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.303509,-4.3,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1408207582",12197,"	1408207582","Customer Gateway Services (CGS)","Integrating information management among VA organizations to ensure continuity of services to our Clients.  The outcomes include Technical Integration, which ensures that VRM systems and tools properly communicate with one another; Data Integration, which will provide consolidated, authoritative data to internal and external users; development of common services such as event-triggered notification and preference-based messaging; and advancing the VRM Architecture to promote systems interoperability.",2015-04-28,2017-06-01,25.487,"5 - Mixed",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.168083,1.69,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1405215038",12199,"	1405215038","IAM Access Services (AcS) Phase 2","IAM Access Services (AcS) Phase II provides enterprise level authentication and authorization services that provide capabilities to automate the granting and removing of electronic permissions that simplify accessing VA technology systems, resources and data.",2014-12-01,2017-04-15,30.188,"5 - Mixed",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,2.486142,12.92,Yellow,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1408117240",12201,"	1408117240","Common Security Service (CSS) Conversion","The CSS Conversion project is the transfiguration of VBA's legacy Common Security Service (CSS) and adoption of the VA's enterprise Identity and Access Management (IAM) solution to remediate the risk of obsolescence and sustainability of this aging security solution. This also aligns VBA's systems with the VA standard along with lowering costs by reducing redundancy in like functionality.",2015-01-15,2017-08-28,2.436,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-50,-9.16,Green,0.0805,6.8,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1412141580",12589,"	1412141580","Enterprise Veterans Self Service Phase 2","Enterprise Veterans Self Service (EVSS) Phase 2 will continue to build out on-demand online access to enterprise-wide Department of Veterans Affairs (VA) services via secure, consistent, and seamless entry points to VA Web-based systems for Veterans, Service Members, beneficiaries, Veterans Service Organizations (VSO), and VA business stakeholders who provide access to services on behalf of Veterans. EVSS Phase 2 will empower users to engage with all three VA Pillars electronically through both web and mobile channels, supporting the Secretary’s MyVA initiative and the Unified Veteran Experience.",2015-04-30,2017-08-31,60.848,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,4.915714,17.75,Yellow,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1505046344",12673,"	1505046344","Education Call Center (ECC) Phase 2","Education Call Center (ECC) provides a consolidated interface and means of answering, tracking and reporting Education benefit calls from Veterans, beneficiaries and school officials with a combination of Microsoft functionality and User Interface hosting of existing VA systems.  ECC is currently in production, enhancements have been recommended to further improve efficiency for the call center agents.",2015-06-12,2017-04-27,3.923,"4 - Agile",,yes,,"2 - FAC-P/PM(DAWIA-2)- Mid-Level",0,0,Green,-0.028397,-1.6,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1505046350",12675,"	1505046350","Purchased Care Non VA/Call Center Way Forward","Purchased Care Non VA/Call Center Way Forward will provide an integrated solution to collect and preserve the content of interactions with Veterans and provide employees with a tool that displays data from multiple applications for inquiries regarding Non-VA medical care health claims.  Purchased Care Non VA/Call Center Way Forward will use Microsoft Dynamics and be developed on top of the VRM CRM common application platform.",2015-07-14,2018-05-02,11.295,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.089569,2.04,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1506107788",12715,"	1506107788","Customer Data Integration Phase 1","Customer data integration (CDI) will Enhance Enterprise Business and Data Integration function based on enterprise needs by rolling out authoritative data sources; planning, tracking, and reporting line-of-business (LOB) adoption progress as well as operationalizing an expanded set of authoritative enterprise (common and shared) data services for use by appropriate LOBs.",2015-06-12,2017-06-15,23.481,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-107,-57.53,Red,-3.508324,-1323.9,Red,Completed,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1506057575",12793,"	1506057575","Customer Relationship Management Veterans Crisis Line (CRM VCL)","VCL will provide the ability to manage an interaction or case from intake to close out, provide critical Veteran info (Contact, Demographics, Military and Health information), define workflows to automate tasks, share and assign cases, capture and report on metrics, audit all transactions, capture and update notes throughout the life of a case, generate alerts and notifications, and the ability to effect a Warm Transfer to other VA Call centers.",2015-08-13,2017-10-27,10.404,"4 - Agile",,yes,,"2 - FAC-P/PM(DAWIA-2)- Mid-Level",0,0,Green,-0.189281,-6.54,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1511203170",13580,"	1511203170","VA Medical Center (VAMC) Contact Center Modernization (VCCM)","The Veteran Relationship Program office is developing a Customer Relationship Management (CRM) desktop software designed to optimize the Veteran experience through the unification and integration of multiple applications into ""one view"" for the call center agent designed to simplify the Veteran interaction with their clinical and administrative support team.  CRM will support the work done by call center agents to provide timely, consistent access to care, resolve Veterans questions and requests for information and services, achieving first call resolution to the highest degree possible. Additionally, the ability of call centers to efficiently and effectively provide telephone care services supports ACAP’s key charge of enabling a transition from a face-to-face appointment model to a sustained relationship model using multiple forms of access and engagement and is alignment with the Secretary's vision for One VA.",2016-10-03,2018-09-28,30,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-119,-198.33,Red,0,0,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1512033415",13581,"	1512033415","IAM Access Services (AcS) Phase 3","IAM Access Services (AcS) Phase 3 provides enterprise level authentication and authorization services that provide capabilities to automate the granting and removing of electronic permissions that simplify accessing VA technology systems, resources and data.",2016-12-01,2019-03-27,34.026,"5 - Mixed",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1512113874",13583,"	1512113874","Veterans Identification Card (VIC) Act 2015","Implement system to make general purpose identification card available to veterans to demonstrate the status of the veterans without them having to carry and use the office Department of Defense (DOD) form DD-214 discharge papers.",2016-10-03,2018-09-30,5.791,"7 - Not Primarily a Software Development Project",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1512224223",13605,"	1512224223","Chief Business Office, Purchased Care (CBOPC) Customer Relationship Management (CRM)","Enhancements to and optimization of the existing Health Administration Center (HAC) CRM application currently used by Purchased Care Customer Service Center (CSC) agents, which was built on the CRM common application platform. The aim is to enhance management of workflow, resources and business operations, as well as provide comprehensive analytical reporting and data collection to improve customer service to Veterans and their families.",2016-03-24,2018-07-28,6.988,"4 - Agile",,yes,,"2 - FAC-P/PM(DAWIA-2)- Mid-Level",0,0,Green,0,0,Green,In-progress,08/18/2016,16:16:49
029-888888105,7,"	029","Department of Veterans Affairs","Interagency 21st Century One Vet","	1512063458",13674,"	1512063458","Interagency Comprehensive Plan (ICP) Phase 1","Business Requirements   - Transition FIRP to ICP, initiate ICP checklist in FCMT and, enable PIV-CAC for FCMT.  - Migrate IDES capability out of VTA into FCMT  - Create user group functionality and access for the care coordinators of the 56 VA and DoD programs not already on FCMT, enable these programs access to create and edit client records, create and edit ICP, and create and edit progress notes in FCMT (see attached list of programs).  There should be full integration and collaboration in the ICP for all user groups.  - Users are estimated at between 2,000 and 20,000 (inclusive of users already on FCMT).",2014-09-23,2017-10-27,9.386,"1 - Waterfall",,yes,,"2 - FAC-P/PM(DAWIA-2)- Mid-Level",0,0,Green,-0.27662,-7.52,Green,In-progress,08/18/2016,16:16:49
