"Unique Investment Identifier","Business Case Id","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
021-233935436,943,"	021","Department of Transportation","FAAXX255: Alaskan Satellite Telecommunication Infrastructure (ASTI)",5.78,0,0,0,54.73811,11.4,12.45769,6,1.785843,0.329594,0.335087,0,40.957005,12.809475,12.664946,10.88,17.494532,4.562799,4.638846,4.78,160.82,39.33,39.33,35.33,0,0,0,0
018-000003203,946,"	018","Department of Education","Common Origination and Disbursement (COD)",0,0,0,0,70.544,5.45,5.319,2.8,7.885,1.248,0.9,0.9,876.551,140.053,130.967,109.796,13.53,1.248,0.9,0.9,154,12,12,12,0,-7.813,0,-5.4
009-000267389,961,"	009","Department of Health and Human Services","CMS Federally Facilitated Marketplace (FFM)",133.643,0,0,0,540.728,414.023,335.283,0,4.96,4.97,4.97,0,0,0,0,91.593,0,0,0,1.278,37,35,35,9,45.487,27.109,12.178,8.657
009-000236620,991,"	009","Department of Health and Human Services","CMS HITECH (Health Information Technology for Economic & Clinical Health)",13.43,0,0,0,152.674,0,0,0,4.476,0,0,0,179.465,47.869,55.07,41.234,7.153,2.84,2.84,2.84,109,20,20,20,-4.124,8.94,-7.521,18.256
023-000004210,1030,"	023","General Services Administration","Real Estate Across the US (REXUS)",0,0,0,0,10.584,0,0.89306,1.25148,0.478,0,0,0,8.767,2.494,2.49874,2.49955,0.532,0.366,0.66016,0.68621,6,3,5,5,2.86,4.05196,0,0
011-000002901,1032,"	011","Department of Justice","DEA Firebird",74.994,0,0,0,423.123,0,0,0.204,10.276,0,0,0,828.888,54.665,48.858,48.858,29.509,5.182,5.248,5.332,481,42,42,42,2.081,0,3.6,0
012-000003615,1047,"	012","Department of Labor","OWCP Workers' Compensation System (OWCS)",0,0,0,0,1.945,2.438,6.829,8.523,0.015,0.333,0.333,0.335,20.204,11.077,11.022,11.55,1.138,1.292,1.292,1.292,8,11,11,11,0,0.145,0,0.8
011-000002502,1052,"	011","Department of Justice","FBI National Crime Information Center (NCIC)",1.521,0,0,0,238.4464,9.59903,1.11756,1.3416,89.845949,1.7532,0.23561,0.31378,136.383586,11.34798,15.16116,17.1209,47.751441,2.07263,3.19629,4.00428,1574,33,29,36,-1.313307,19.71062,-5,0
016-000002145,1054,"	016","Social Security Administration","Earnings Redesign",0,0,0,0,17.735,8.225,0,6.997,27.556,14.243,14.83,15.132,8.755,0.716,0,0.609,17.613,3.409,4.162,4.285,346,130,134,133,5.668,-12.561,27.1,-39.8
016-000002253,1056,"	016","Social Security Administration","National Support Center",5,0,0,0,124.539,27.853,53.025,0,7.207,1.83,1.101,0,0,0,0,0,0,0,0,0,57,13,8,0,-13.016,51.431,-30.5,1908.4
015-000000363,1060,"	015","Department of the Treasury","DO IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)",0,0,0,0,13.201997,0,0,0,0,0,0,0,48.287179,9.45423,6.566523,6.697854,6.805454,3.270171,3.661705,3.734939,68,52,52,52,0,0,0,0
015-000000362,1061,"	015","Department of the Treasury","DO IT Infrastructure End User Systems and Support (ITI EUSS)",21.5383,0,0,0,2,0,0,0,0.5,0,0,0,37.45083,13.688988,9.667275,9.86062,9.613912,3.16772,3.15843,3.221599,80,23,23,23,0,0,0,0
011-000002705,1062,"	011","Department of Justice","BOP SENTRY",0.68584,0,0,0,8.047334,0.35551,0.3638,0.38199,0,0,0,0,403.137514,36.36815,35.65516,38.15102,37.537048,4.27718,3.94416,3.94416,324,40,40,40,-8.54202,39.96312,-17.2,0
018-000006007,1063,"	018","Department of Education","Cyber Security Operations (CSO)",0.284,0,0,0,0.586,0.331,2.481,2.525,0.525,0.237,0.237,0.237,12.662,2.616,6.879,7.864,1.577,0.712,0.712,0.712,19,6,6,6,0,10.309,0,0
015-000000342,1068,"	015","Department of the Treasury","OCC IT Infrastructure Telecommunications Services and Support (TSS)",0,0,0,0,0,0,0,0,0,0,0,0,102.737,14.1,12.7,13.1,12.66,4,4.3,4.4,74,22,23,23,0,0,0,0
015-000000350,1069,"	015","Department of the Treasury","IRS Main Frames and Servers Services and Support (MSSS)",0,0,0,0,0,0,0,0,0,0,0,0,4215.800245,253.37476,192.539178,239.857381,433.477505,225.129452,224.484493,228.321572,5088.9,1668.75,1601.28,1604.78,-57.424983,-337.460699,-11,-45
015-000000349,1070,"	015","Department of the Treasury","IRS End User Systems and Services (EUSS)",0,0,0,0,0,0,0,0,0,0,0,0,360.078818,82.640398,82.851916,54.514704,523.062113,115.930554,130.989824,138.85001,2224.97,1018.07,1014.65,1057.15,11.03912,9.467281,6,5
015-000000348,1071,"	015","Department of the Treasury","IRS Telecommunications Systems and Support (TSS)",0,0,0,0,0,0,0,0,0,0,0,0,1015.062096,233.159375,215.071251,223.350968,264.078307,66.163082,61.112961,62.687096,988.24,505.07,476.15,481.15,51.762155,-13.511214,21,-5
015-000000340,1073,"	015","Department of the Treasury","OCC IT Infrastructure Server Support Services (SSS) (Previous title ""OCC IT Infrastructure Mainframes and Servers Support Services (MSSS)"")",0,0,0,0,0,0,0,0,0,0,0,0,49.15,9,13.6,14,12.983,3.9,3.8,3.9,77,22,20,20,0,0,0,0
015-000000341,1074,"	015","Department of the Treasury","OCC IT Infrastructure End User Services and Support (EUSS)",0,0,0,0,0,0,0,0,0,0,0,0,71.723,45.4,38.4,39.6,35.609,25.4,27.3,28.1,230,137,139,139,0,0,0,0
019-000000134,1075,"	019","Department of Energy","Identity, Credential, and Access Management (ICAM)",2,0.2,0.2,0.45,5.5,6.230137,3.633827,2.696624,0,0.5,0.63,0.63,3.5,1.917976,70.431914,0.430582,0,1.0E-6,1.0E-6,1.0E-6,0,3,3,3,-2.151887,70.895742,-19.6,1772.4
021-430297065,1076,"	021","Department of Transportation","NHTSA306: Crash Data Acquisition Network (CDAN)",2.672,0,0.245,0.25,8.117,0,1.069,1.75,2.59,0.6,1.428,1.4,0,0.5,5,5.25,0,0.2,0.303,0.4,15.5,6.5,7,8,0,0.017,0,0.21
015-000014982,1077,"	015","Department of the Treasury","US Mint IT Infrastructure End User Systems and Support (ITI EUSS)",0,0,0,0,0,0,0,0,0,0,0,0,43.991369,11.745976,18.765568,18.765568,5.374372,1.920124,1.920124,1.920124,85,20,20,20,0,0,0,0
015-000014981,1078,"	015","Department of the Treasury","US Mint IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)",0,0,0,0,0,0,0,0,0,0,0,0,33.326324,9.021548,7.909864,7.909864,5.614794,1.412844,1.412844,1.412844,47,12,12,12,0,0,0,0
006-000552000,1080,"	006","Department of Commerce","BIS Commerce USXPORTS Exporter Support System (CUESS)",0.15,0.05,0.05,0.05,7.737,1.6,1.581,0,1.359,0.44,0.534,0.134,7.74,2.5,3,3,0.951,0.45,0.45,0.45,18,5,5,4,5.04,5.615,0,0
006-000051500,1081,"	006","Department of Commerce","Commerce Business Application Solutions (BAS)",7.8,3.9,3.9,3.9,0,0,39.169,39.169,0,0,1.025,1.025,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
018-000006011,1083,"	018","Department of Education","Information Assurance Enhancement/Cyber Watch (IAECW)",2.278,0,0,0.122,3.312,1.896,0.858,3.603,2.44,0.311,0.236,0.236,1.66,1,0,0,0.4505,0.387,0.462,0.462,14,5,5,5,0,1.556,0,0
018-000001150,1084,"	018","Department of Education","Security Authorization (SA)",0,0,0,0,0.913,0,1.707,2.638,0.45,0,0,0,7.935,2.017,2.183,4.156,1.834,0.899,0.899,0.899,15,6,6,6,0,4.789,0,0
009-000001380,1086,"	009","Department of Health and Human Services","CDC OID National Healthcare Safety Network (NHSN)",1.88,0,0,0,21.455,2.82,2.789,2.786,2.906,0,0,0,19.075,2.99,6.642,6.604,7.743,2.34,2.125,2.231,95,17,17,17,0,3.086,0,36.434
009-000004093,1087,"	009","Department of Health and Human Services","Continued Implementation of HSPD-12 (formerly known as IAM@HHS)",6.104,0,0,0,47.022,1.857,1.92,1.747,5.755,0.367,0.371,0.371,71.757,14.175,14.985,14.985,4.089,0.882,0.882,0.882,54.5,7,7,7,0.607,1.762,3.64,10.747
009-000005797,1088,"	009","Department of Health and Human Services","OS ASPA HHS Web Management Investment",0,0,0,0,11.19,0,0,0,0,0,0,0,74.708,16.209,16.209,16.209,15.233,4,4,4,147,28,28,28,0,0,0,0
009-000276109,1089,"	009","Department of Health and Human Services","HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS)",3.214,1.04,1.1,1.1,31.327,11.1,10.853,10,2.443,1.218,1.035,1.48,32.855,10.9,11.725,10.2,2.387,1.218,0.966,1.48,34.5,18,23,23,0.981,1.184,4.005,4.834
009-000281361,1090,"	009","Department of Health and Human Services","CMS Fraud Prevention System (FPS)",0,0,0,0,60.549,22.934,12.045,0,4.46,1.32,1.43,0,49.274,19.611,10.681,28.124,2.393,0.881,1.268,2.698,61,15.5,19,19,16.947,-3.075,60.963,-10.79
009-000281595,1092,"	009","Department of Health and Human Services","CMS Risk Adjustment Data Collection",0,0,0,0,0.6,0,0,0,0,0,0,0,41.07,12.975,15.201,15.78,1.69,0.71,0.71,0.71,15,5,5,5,0.03,1.726,0.22,12.168
009-000281603,1093,"	009","Department of Health and Human Services","CMS Shared Systems Integrated Testing",0,0,0,0,0,0,0,0,0,0,0,0,36.959,16.187,10.97,23.887,1.68,0.71,0.71,0.71,15,5,5,5,0.03,-0.708,0.178,-5.715
009-000281783,1094,"	009","Department of Health and Human Services","CMS Accountable Care Organizations",9.65,0,0,0,65.99,18.192,0,0,6.119,1.306,0,0,4.632,2.598,18.873,18.247,1.603,0.327,1.704,1.704,82.5,11.5,12,12,0.069,-4.481,0.309,-17.883
009-000282322,1096,"	009","Department of Health and Human Services","CMS Physician Feedback Program",0,0,0,0,48.03,12.868,4.727,6.906,1.247,0.852,0.355,0.185,7.407,0,4.727,19.657,2,0,0.355,0.525,16,6,5,5,-0.464,-11.693,-3.271,-53.498
028-000007008,1098,"	028","Small Business Administration","OCIO: IT Infrastructure",0.363,0.115,0.125,0.12875,28.288,6.22,1.875,1.93125,11.51,3.075,3.11,3.2033,89.034,21.47,13.921,14.33863,5.189,1.3,1.239,1.276,101,35,33,33,0,-12.255,0,-37.7
005-000002376,1099,"	005","Department of Agriculture","NRCS-Conservation Delivery Streamline Initiative (CDSI)",4.483,0,0.257,0.214,28.233,14.9,29.227,23.008,3.138,0,0,0,3.139,5.184,20.945,7.931,2.724,2.017,3.177,3.236,25,12.25,20,20,-1.787,0.207,-7.481,0.388
021-270139098,1103,"	021","Department of Transportation","DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",17.868093,0,0,0,8.924625,1.2,0.469,0.373,1.882557,0.2,0,0,38.592768,4.402172,2.848434,2.947289,2.863316,0.657659,0.172659,0.508545,31.12,6.25,1,1,0,0,0,0
024-000005072,1104,"	024","Department of Homeland Security","CBP - TECS Modernization",24.652,2.391,0,0,185.272,21.109,7,0,0,0,0,0,93.794,26.376,40.876,41.876,0.744,0.125,0.127,0.125,6,1,1,1,-0.001,0,0,0
015-000014980,1105,"	015","Department of the Treasury","US Mint IT Infrastructure Telecommunications (ITI TSS)",0,0,0,0,0,0,0,0,0,0,0,0,19.694409,3.945792,3.112576,3.112576,5.691712,2.189615,2.189615,2.189615,81,13,13,13,0,0,0,0
015-000000395,1106,"	015","Department of the Treasury","Fiscal Agent Infrastructure Services (FAIS)",0,0,0,0,39.64769,31.492954,17.082287,11.26997,0,0,0,0,267.417508,58.322765,80.568216,80.484319,20.192769,0.472857,0.472857,0.472857,62,3,3,3,-1.747404,6.08738,-1.89861,6.61413
024-000005217,1107,"	024","Department of Homeland Security","CBP - Integrated Fixed Towers",0,0,0,0,147.641,0,19,43.459,7.036,0,0,0,8.91,25.002,11.108,7.022,0,1.581,1.34,1.649,50,11,9,10,-0.006,18.733,0,147
024-000005219,1108,"	024","Department of Homeland Security","CBP - Northern Border Remote Video Surveillance System (NBRVSS)",0,0,0,0,35.304,0,0,0,0,0,0,0,29.872,9.783,8.439,8.065,1.668,0.42,0.356,0.511,12,3,3,3,-0.001,-0.071,0,-1
024-000005220,1109,"	024","Department of Homeland Security","CBP - Remote Video Surveillance System (RVSS)",0,0,0,0,128.2,55.88,36.421,0,0,0,0,0,16.6,1.927,5.617,15.389,4.39,1.256,1.305,1.971,31,9,9,12,10.996,19.74,23,84
024-000005216,1110,"	024","Department of Homeland Security","CBP - Block 1",0,0,0,0,0,0,0,0,0,0,0,0,80.482,15.26,16.836,15.296,3.357,0.42,0.356,0.435,18,3,3,3,-0.001,-0.071,0,0
024-000005218,1111,"	024","Department of Homeland Security","CBP - Mobile Surveillance Capabilities (MSC)",0,0,0,0,43.315,0,16,0,1.4,0,0,0,18.2,12.581,8.383,16.536,0.274,0.277,0.236,0.309,10,2,2,2,-0.001,-0.046,0,0
007-000000435,1112,"	007","Department of Defense","COMPOSITE HEALTH CARE SYSTEM",0,0,0,0,775.215,0,0,0,1.284,0,0,0,1773.485,50.786,81.128,53.231,6.664,1.093,1.022,1.041,65,8,7,7,-1.918,3.335,-4,4
007-000000688,1114,"	007","Department of Defense","DISTRIBUTED LEARNING SYSTEM",18.035,0,0,0,203.707,0,0,0,0.766,0,0,0,886.151,21.026,54.449,40.29,35.333,2.337,2.217,2.408,353,17,16,17,-13.599,0,-37,0
007-000001640,1115,"	007","Department of Defense","RESERVE COMPONENT AUTOMATION SYSTEM",0,0,0,0,0,0,0,0,0,0,0,0,657.282,26.697,30.769,34.117,34.792,3.341,3.381,3.659,287,27,27,27,3.976,0,15,0
007-000001667,1116,"	007","Department of Defense","Integrated Data Environment/Global Transportation Network Convergence",0,0,0,0,85.296,0,0.5,0,0,0,0,0,181.509,21.237,24.749,19.976,1.245,0.162,0.164,0.166,6,2,2,2,-9.639,-9.16,-31,-26
007-000005090,1118,"	007","Department of Defense","DLA Enterprise Business System",0,0,0,0,221.09,12.517,16.567,14.605,0,0,0,0,456.855,249.713,174.704,66.587,133.468,21.48,28.431,28.917,1266,169,222,220,40.415,-18.32,17,-8
007-000006430,1120,"	007","Department of Defense","Army Knowledge Online",0,0,0,0,4.383,0,0,0,0,0,0,0,372.374,27.46,18.975,21.767,5.096,0.669,0.684,0.711,38,5,5,4,-51.752,-93.597,-65,-83
007-000006525,1121,"	007","Department of Defense","MARINE CORPS TOTAL FORCE SYSTEM",0,0,0,0,0,0,0,0,0,0,0,0,63.82,12.07,13.551,15.412,62.623,7.502,8.26,11.171,305,66,66,119,-4.018,-0.096,-17,0
007-000001372,1122,"	007","Department of Defense","NAVAL TACTICAL COMMAND SUPPORT SYSTEM",0,0,0,0,37.18,4.216,8.157,13.61,0,0,0,0,297.48,30.626,44.491,30.82,56.841,19.205,19.63,19.046,797,131,132,135,-14.545,0.439,-21,1
007-000001699,1123,"	007","Department of Defense","MILITARY SEALIFT COMMAND SHIPBOARD MANAGEMENT INFRASTRUCTURE SYSTEM",0,0,0,0,28.877,0.546,4.298,3.5,0,0,0,0,295.637,36.861,58.783,33.352,67.401,0.128,0.13,0.133,3,1,1,1,-10.785,28.866,-22,84
007-000000573,1124,"	007","Department of Defense","DEFENSE CIVILIAN PERSONNEL DATA SYSTEM",2.043,1.271,4.876,4.8,11.359,7.61,6.846,5.8,0,0,0,0,48.723,36.387,41.894,39.587,3.752,3.68,3.02,3.148,68,19,22,22,-5.835,0.243,-11,0
007-000006478,1125,"	007","Department of Defense","DODEA OFFICE AUTOMATION AND INFRASTRUCTURE",0,0,0,0,0,0,0,0,0,0,0,0,124.032,63.438,64.6,65.823,17.803,9.818,9.955,10.085,203,108,108,108,0.605,0.649,1,1
007-000001191,1126,"	007","Department of Defense","Military Entrance Processing Command Integrated Resource System",26.256,14.839,20.847,29.281,119.509,0,0,0,0,0,0,0,344.189,28.633,42.019,52.908,68.863,10.709,10.565,10.543,1113,157,153,143,-13.349,0,-20,0
015-000000369,1127,"	015","Department of the Treasury","Foreign Account Tax Compliance Act (FATCA)",1.849054,7.756955,9.469071,0,34.300147,30.902463,40.796189,0,19.899868,20.501246,21.962591,22.293799,0.145496,3.150696,11.734741,0,1.931199,1.710288,5.127304,5.204628,129.47,153.75,180.22,180.22,1.690855,39.548822,2.7,79.830369
014-000000042,1129,"	014","Department of State","INV - Messaging Services, Email and Remote Connectivity",0,0,0,0,10.598,2.145,2.145,0.755,0.548,0.552,0.56,0.564,227.352,46.496,58.438,75.875,106.17,23.046,23.38,23.547,799,171,171,171,72.239,84.523,-43.964936,-28.348267
014-000000039,1130,"	014","Department of State","INV - Application Services",1.53615,0.82955,0.73335,1.4644,46.891488,2.99485,2.34005,3.5332,0,0.207,0.21,0.2115,119.244362,16.0706,15.8406,21.3144,9.6805,2.76,2.8,2.82,72.5,21.5,21.5,21.5,22.862,-0.003,5.853719,-0.013682
014-000000026,1131,"	014","Department of State","INV - Data Center Services and Hosting",2.678563,0,0,0,243.536423,0.369346,0.380426,0.39184,0,0,0,0,213.204014,51.040654,51.081574,53.95616,7.381,3.864,4.76,4.794,55,28,34,34,55.274,56.222,9.021536,-12.959061
014-000000032,1132,"	014","Department of State","INV - Consular Systems Modernization",0,0,0,0,26.059609,22.096,106.304,72.613,3.7145,3.726,4.2,4.512,0,5.192,7.867,11.411,0,0,0,0.141,23.5,27,30,33,31.014,118.371,,
014-000000044,1133,"	014","Department of State","INV - Deployment, Maintenance, and Refresh Services",0,0,0,0,211.289244,0.199,0.04335,0,0,0,0,0,1343.460756,121.061,123.57865,114.608,20.1885,52.193,53.418,54.5335,150.5,178.5,179.5,179.5,173.453,56.998003,-0.937398,47.481718
014-000000034,1134,"	014","Department of State","INV - Legacy Consular Systems",0,0,0,0,0,27.559,55.303,22.368,0.959,0.966,1.12,0.987,167.398029,24.685,29.356,26.42,5.6595,1.242,1.26,1.41,47,16,17,17,54.452,87.039,-5.638067,-2.27148
006-999990530,1135,"	006","Department of Commerce",BusinessUSA,2.283,0,0,0,5.439,1.717,1.15,0,2.115,0.604,0.456,0,4.339,2.548,1.588,0,0.574,0.312,0.456,0,24,7,6,0,-0.366,3.65,-6.6,0
014-000000048,1136,"	014","Department of State","INV - Security/Cyber Security Services",1.408096,0,0,0,176.029344,9.645,0,14.416,0.531,0.541,0.552,0.563,605.90755,107.841,118.095,101.639,49.432,12.144,12.32,12.408,371,90,90,90,130.171,49.256,1.56516,60.280746
014-000000043,1137,"	014","Department of State","INV - Enterprise Network and Bandwidth Services",0,1,0,0,53.451,0,0,0,0,0,0,0,1037.159,94.179,95.988,110.97,13.329,6.624,7,7.332,99,48,50,52,101.803,102.988,6.229265,3.69643
007-000000128,1141,"	007","Department of Defense","AREA COMMON USER SYSTEM MODERNIZATION",0,0,0,0,459.052,36.223,76.378,25.632,2.443,1.824,1.838,1.862,0,0,0,0,0,0,0,0,18,12,12,12,-52.6,0,-58,0
007-000001943,1143,"	007","Department of Defense","Aviation Tactical Communication Systems",0,0,0,0,1253.223,52.967,29.728,43.285,0.277,0.14,0.141,0.142,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
007-000001056,1145,"	007","Department of Defense","Joint Staff Information Network",3.34,3.19,0,0.826,10.617,7,6.949,6.747,0,0,0,0,66.576,66.668,33.955,67.207,0,0,6.439,6.533,0,0,47,47,11,-13.603,17,-22
007-000001836,1149,"	007","Department of Defense","High Performance Computing Modernization Program (HPCMP)",98.404,133.298,84.933,82.793,231.265,146.441,154.42,150.959,0.125,0.127,0.125,2.28,0,2.645,2.85,2.847,0,0,0,0,0,0,0,16,213.433,175.685,309,264
007-000004787,1155,"	007","Department of Defense","Mid-tier Networking Vehicular Radio",49.661,9.355,8.763,9.826,37.297,4.028,17.529,19.675,14.997,0.664,5.233,5.44,0,0,0,0,0,0,0,0,97,4,26,26,-0.37,-5,-3,-14
015-000000297,1161,"	015","Department of the Treasury","Do Not Pay (DNP)",0.3,0,0,0,16.703,3.793,3.73,3.81,4.477,0.272,0.278,0.281,10.327,6.457,6.53,6.661,0.524,0.177,0.18,0.184,109,46,43,45,0,0.001,0,0.000935
015-000000038,1163,"	015","Department of the Treasury","International Treasury Services (ITS.gov)",0,0,0,0,11.320276,4.298,5.266581,3.718187,0.506714,0.228602,0.507356,0.517503,18.716672,5.163,5.614457,4.944896,1.955961,0.710513,0.579346,0.590934,27,10,10.31,10.31,0,0,0,0
015-000000037,1165,"	015","Department of the Treasury","Invoice Processing Platform (IPP)",0,0,0,0,18.276,3.21136,3.306255,2.141853,0.985,0.269,0.269,0.202,55.349,10.999772,11.211218,15.553296,2.499,0.377,0.377,0.377,16,6,6,6,0,0,0,0
018-000000043,1167,"	018","Department of Education","Civil Rights Data Collection (CRDC)",0,0,0,0,2.449,1.106,0,3.393,0.067,0.031,0.031,0.032,6.925,1.151,0.451,1.323,0.927,0.421,0.429,0.436,10,5,5,6,0,0.911,0,0
029-777777137,1169,"	029","Department of Veterans Affairs","Unified Communications Strategy",0,0,0,0,0,0,0,0,0,0,0,0,40.514,0,60,78.366,0,60.134,71.632,0,0,500,588,0,-31.866,71.632,-34.6,119.4
009-000004158,1173,"	009","Department of Health and Human Services","HRSA - BHW Management Information System Solution (BMISS)",0.279,0,0,0,53.552,6.569,8.814,8.385,3.521,0.816,0.897,1.238,29.426,15.516,16.52,15.909,3.157,1.584,1.403,1.937,51,17,17,17,2.255,5.367,10.144,24.103
009-000267387,1175,"	009","Department of Health and Human Services","CMS Multidimensional Insurance Data Analytics System (MIDAS)",5.5,0,0,0,60.354,11.528,0,0,0.771,0.483,0,0,18.41,13.335,25.15,5.032,0.209,0.227,0.71,0.284,5,5,5,2,11.14,5.18,77.184,25.048
009-000267910,1177,"	009","Department of Health and Human Services","CMS CCIIO Health Insurance and Oversight IT Investment",0,0,0,0,27.734,9.837,5,4.086,0.05,0.327,0.277,0.256,63.231,4.72,8,8.733,0.83,0.383,0.433,0.454,7,5,5,5,-5.517,-2.366,-26.544,-14.718
009-000314838,1179,"	009","Department of Health and Human Services","CMS Medicare Secondary Payer Systems",0,0,0,0,0,0,0,0,0,0,0,0,83.606,31.401,31.4,29,2.608,1.136,1.136,1.136,16,8,8,8,0.048,-2.752,0.148,-7.799
009-000314914,1181,"	009","Department of Health and Human Services","CMS Master Data Management (MDM)",0,0,0,0,35.921,12.638,14.182,5.146,2.86,1.42,1.42,1.42,0,0,0,0,0,0,0,0,30,10,10,10,-2.682,0.703,-16.022,4.718
009-000314915,1183,"	009","Department of Health and Human Services","CMS Enterprise Portal",0,0,0,0,8.376,3.51,5.324,0,0.908,0.511,0.426,0,0,8.133,12.424,13.527,0,0.909,0.994,1.42,20,10,10,10,5.373,4.591,69.87,31.495
009-000314916,1185,"	009","Department of Health and Human Services","CMS Enterprise Identity Management (EIDM)",0,0,0,0,47.515,0,0,0,0.999,0,0,0,65.439,44.54,41.488,34.93,1.316,1.136,1.136,1.136,8,8,8,8,-2.032,-14.635,-4.259,-25.559
009-000316503,1189,"	009","Department of Health and Human Services","CMS MACBIS (Medicaid & CHIP Business Information and Solutions)",0,0,0,0,70.26,49.67,42.722,13.006,5.04,2.13,3.621,3.621,0,0,0,0,0,0,0,0,45,15,25.5,25.5,39.76,34.303,330.233,284.909
009-000316811,1191,"	009","Department of Health and Human Services","CMS Healthcare Web Support",0,0,0,0,51.206,1.85,0,0,1.14,0,0,0,53.556,77.963,77,2,3.927,2.556,2.84,2.84,46,18,20,20,20.921,22.113,34.047,38.306
010-999993100,1197,"	010","Department of the Interior","DOI - Geospatial Platform and Shared Services",0,0,0,0,1.5079,1,1,0,0.25283,0,0,0,1.6211,1.515,1.6,2.775,0.10927,0,0,0,3,0,0,0,2.515,2.6,0,0
018-000000071,1199,"	018","Department of Education","Enterprise Identity Management Service (EIMS)",1.103,0,0,0,9.529,0.75,1.5,2.49,1.814,0,0.769,0.793,0,4.389,6.06,6.1,0,1.485,0.69,0.711,14,16,11,11,0,1.612,0,21.8
018-000000044,1203,"	018","Department of Education","Enterprise Business Collaboration (EBC)",0,0,0,0,0,0,0,0,0,0,0,0,6.289,2.606,2.675,2.694,1.699,0.701,0.7,0.743,12,6,6,6,0.717,0.192,27.7,6
021-260306626,1207,"	021","Department of Transportation","FAAXX115: Terminal Automation Modernization and Replacement Program (TAMR-P)",0,0,0,0,2286.11,196.5,230.1,162.8,159.000145,17.4856,21.141,14.898,443.37,159.17401,177.276035,192.843,235.102,16.993,17.332,17.679,2834.5,156,152.2,131.4,39.498731,45.946649,11.26,11.49
021-782222331,1209,"	021","Department of Transportation","FAAXX702: Traffic Flow Management (TFM) (consolidates FAAXX705 TFM, FAAXX706 CATMT)",14,0,0,0,603.128,6.9,18.77,25.3,67.799196,6.802144,6.188113,6.311875,245.84728,30.318,29.3888,30.1907,4.347395,0.551525,0.562556,0.573807,449,40,36,36,0,4.97,0,9.95
021-762783225,1211,"	021","Department of Transportation","FAAXX807: NextGen Weather (Wx) Processor (NWP)",0,0,0,0,11.475,23.32,7,27.8,2.27,2.64,2.850146,4.356672,0,0.252351,0.62757,0.182099,0,0,0,0,11.59,12.91,20.6,21.18,0.252351,-24.561584,0.97,-70.1
023-000004270,1213,"	023","General Services Administration","GSA Real Estate Exchange (G-REX)",0,0,0,0,10.798,1.31,3.47078,4.18025,0.575,0.175,0,0,3.112,1.425,1.35456,1.35456,0.303,0.191,0.96148,0.99922,8,3,7,7,3.101,5.78682,0,0
026-000001102,1215,"	026","National Aeronautics and Space Administration","NASA Financial Management System",0,0,0,0,237.348,1.905,5.4,5.477,0,0,0,0,148.194,9.906,9.514,9.753,26.183,1.98,1.98,1.98,186,19,19,19,-2.618,16.894,-16,0
027-000000058,1217,"	027","Office of Personnel Management","EHRI Data Warehouse",13.07,0,0,0,24.25,0,0,0,1.9,0,0,0,55.674,5.679,5.181,5.625,3.291,0.471,0.588,0.596,26,4,6,6,0,-0.681,0,-10.6
021-352204052,1225,"	021","Department of Transportation","FTAXX003: National Transit Database (NTD)",0,0,0,0,6.55,0.95,2.28,0,0,0,0,0,46.7942,4.419,4.969,3.66,1.861,0.231,0.236,0.24,14.5,1.5,1.5,1.5,-0.9,2.585,-13.85,52.76
015-000000364,1229,"	015","Department of the Treasury","Treasury IT Infrastructure Telecommunications (ITT TSS)",0,0,0,0,4.6,0,0,0,0.15,0,0,0,114.265645,60.776477,60.830642,61.966707,14.142249,1.530623,1.636568,1.749848,49.5,11.5,11.5,11.5,0,0,0,0
016-000002307,1231,"	016","Social Security Administration","SSI Modernization",0,0,0,0,2.874,1.892,0,1.609,13.519,9.358,3.744,3.823,0,0,0,0,0,0,0,0,103,69,27,26,5.672,-3.142,101.7,-45.6
006-000804000,1233,"	006","Department of Commerce","USPTO Patent End-to-End 2 (PE2E-2)",0,0,0,0,0,94.91989,109.84313,83.06804,0,6.92088,7.46309,6.20493,0,0,0,0,0,0,0,0,0,41,43,41,-14.97893,-12.52937,-12.8,-9.7
