"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Investment Category","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2015 (PY) ($ M)","Total IT Spending FY2016 (CY) ($ M)","Total IT Spending FY2017 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	202","U.S. Army Corps of Engineers","	00",202-000001051,"Corps Water Management System (CWMS)",202-000001051,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",1.4,1.4,1.4,0,0,0,0,0,0,1.4,0,1.4,0,1.4,0,557758,410398,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000001051,"Corps Water Management System (CWMS)",202-000001051,"	00","	04",202-00-3123,"Operation and Maintenance","	202","	00","	00",0.511,1.6,1.6,0,0,0,0,0,0,0.511,0,1.6,0,1.6,0,557759,410398,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000004010,"Mississippi Valley Division (MVD) Regional IT",202-000004010,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",13.5,13,13,0,0,0,0,0,0,13.5,0,13,0,13,0,557760,410399,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000001053,"Automated Engineering Tools (AET)",202-000001053,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",27.6,27.6,24,0,0,0,0,0,0,27.6,0,27.6,0,24,0,557761,410400,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000001163,"Homeowners Assistance Program Management Information System (HAPMIS)",202-000001163,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",0.26,0.02,0,0,0,0,0,0,0,0.26,0,0.02,0,0,0,557762,410401,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-999993100,"Geospatial Line of Business",202-999993100,"	24","	04",202-00-3124,Expenses,"	202","	00","	00",0.05,0.05,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,557763,410402,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000004015,"Huntsville Center (HNC) Regional IT",202-000004015,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",2.18,2.615,0.971,0,0,0,0,0,0,2.18,0,2.615,0,0.971,0,557764,410403,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000001017,"Enterprise Data Warehouse (EDW)",202-000001017,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",4.8108,5.4395,6.521,0,0,0,0,1.2,0,4.8108,0,5.4395,0,5.321,0,557765,410404,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000004017,"Institute for Water Resources (IWR) Regional IT",202-000004017,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",3.43,3.16,3.16,0,0,0,0,0,0,3.43,0,3.16,0,3.16,0,557766,410405,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000001070,"USACE Strategic Acquisition Systems (USAS)",202-000001070,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",0.602,0.583,2,0,0,0,0,0,0,0.602,0,0.583,0,2,0,557767,410406,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000004012,"Pacific Ocean Division (POD) Regional IT",202-000004012,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",5.86,5.935,5.541,0,0,0,0,0,0,5.86,0,5.935,0,5.541,0,557768,410407,2016-01-06,19:57:16
"	202","U.S. Army Corps of Engineers","	00",202-000004009,"Lakes and Rivers Division (LRD) Regional IT",202-000004009,"	00","	04",202-00-4902,"Revolving Fund","	202","	00","	00",13.252,11.98,12,0,0,0,0,0,0,13.252,0,11.98,0,12,0,557769,410408,2016-01-06,19:57:16
"	018","Department of Education","	40",018-000002390,"Federal Pell Grant Program Cost Estimation Model and Analysis (FPGP)",018-000002390,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	40",0.213,0.221,0.213,0.213,0,0.221,0,0.213,0,0,0,0,0,0,0,557770,410409,2016-01-06,20:21:58
"	018","Department of Education","	20",018-000002080,"Logistical Technical Admin Support for the Interagency Committee on Disability Research (ICDR)",018-000002080,"	00","	04",018-80-0800,"Program Administration","	018","	80","	20",0.08,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,557771,410410,2016-01-06,20:21:58
"	018","Department of Education","	45",018-000000036,"Debt Management and Collections System (DMCS)",018-000000036,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	45",72.277,80.301,81.51,2.49,0,2.98,0,2.98,0,69.787,0,77.321,0,78.53,0,557772,410411,2016-01-06,20:21:58
"	018","Department of Education","	80",018-999990230,"E-Gov: IAE - Grants and Loans",018-999990230,"	24","	04",018-45-0202,"Student Aid Administration","	018","	45","	80",1.305,1.305,3.609,0,0,0,0,0,0,1.305,0,1.305,0,3.609,0,557773,410412,2016-01-06,20:21:58
"	018","Department of Education","	80",018-999990230,"E-Gov: IAE - Grants and Loans",018-999990230,"	24","	04",018-80-0800,"Program Administration","	018","	80","	80",0,0.108,0.111,0,0,0,0,0,0,0,0,0.108,0,0.111,0,557774,410412,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000002005,"eService Center",018-000002005,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.145,0.145,0.145,0,0,0,0,0,0,0.145,0,0.145,0,0.145,0,557775,410413,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000002023,"OGC Case and Activity Management System (OGC CAMS)",018-000002023,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.263,0.266,0.283,0,0,0,0,0,0,0.263,0,0.266,0,0.283,0,557776,410414,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000003106,"Employee Express",018-000003106,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	80",0.064,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,557777,410415,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000003106,"Employee Express",018-000003106,"	00","	04",018-80-0700,"Office for Civil Rights","	018","	80","	80",0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,557778,410415,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000003106,"Employee Express",018-000003106,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.084,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,557779,410415,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000003106,"Employee Express",018-000003106,"	00","	04",018-80-1400,"Office of the Inspector General","	018","	80","	80",0.008,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,557780,410415,2016-01-06,20:21:58
"	018","Department of Education","	45",018-000002370,"Aid Data Mart (ADM)",018-000002370,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	45",2.705,2.548,2.443,1.069,0,0.881,0,0.588,0,1.636,0,1.667,0,1.855,0,557781,410416,2016-01-06,20:21:58
"	018","Department of Education","	80",018-999993100,"E-Gov: Geospatial One-Stop",018-999993100,"	24","	04",018-80-0800,"Program Administration","	018","	80","	80",0.055,0.055,0.055,0,0,0,0,0,0,0.055,0,0.055,0,0.055,0,557782,410417,2016-01-06,20:21:58
"	018","Department of Education","	45",018-000000071,"Enterprise Identity Management Service (EIMS)",018-000000071,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	45",6.624,9.019,10.094,0.75,0,2.269,0,3.283,0,5.874,0,6.75,0,6.811,0,557783,410418,2016-01-06,20:21:58
"	018","Department of Education","	40",018-000007992,"OPE Web SharePoint Development (OWSD)",018-000007992,"	00","	04",018-80-0800,"Program Administration","	018","	80","	40",0.206,0.176,0.206,0.1,0,0.04,0,0.07,0,0.106,0,0.136,0,0.136,0,557784,410419,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006002,"Enterprise Electronic Records Management System (EERMS)",018-000006002,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.705,0.16,0.383,0.705,0,0.16,0,0.383,0,0,0,0,0,0,0,557785,410420,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006002,"Enterprise Electronic Records Management System (EERMS)",018-000006002,"	00","	04",018-40-4252,"College Housing and Academic Facilities Loans Financing Account","	018","	40","	80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557786,410420,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006002,"Enterprise Electronic Records Management System (EERMS)",018-000006002,"	00","	04",018-50-1100,"Institute of Education Sciences","	018","	50","	80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557787,410420,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006002,"Enterprise Electronic Records Management System (EERMS)",018-000006002,"	00","	04",018-80-0700,"Office for Civil Rights","	018","	80","	80",0,0.024,0.074,0,0,0.024,0,0.074,0,0,0,0,0,0,0,557788,410420,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006002,"Enterprise Electronic Records Management System (EERMS)",018-000006002,"	00","	04",018-80-1400,"Office of the Inspector General","	018","	80","	80",0,0.012,0.036,0,0,0.012,0,0.036,0,0,0,0,0,0,0,557789,410420,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006002,"Enterprise Electronic Records Management System (EERMS)",018-000006002,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	80",0,0.06,0.187,0,0,0.06,0,0.187,0,0,0,0,0,0,0,557790,410420,2016-01-06,20:21:58
"	018","Department of Education","	50",018-000000142,"ED Data Strategy Support, Data Inventory and Collection Clearance Tools",018-000000142,"	00","	04",018-50-1100,"Institute of Education Sciences","	018","	50","	50",0,0.33838,0.33838,0,0,0,0,0,0,0,0,0.33838,0,0.33838,0,557791,410421,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000156,"College Scorecard",018-000000156,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0,0.227,0.232,0,0,0.227,0,0.232,0,0,0,0,0,0,0,557792,410422,2016-01-06,20:21:58
"	018","Department of Education","	45",018-000002111,eZ-Audit,018-000002111,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	45",0.616,1.806,0.724,0,0,0,0,0,0,0.616,0,1.806,0,0.724,0,557793,410423,2016-01-06,20:21:58
"	018","Department of Education","	20",018-000001065,"National Rehabilitation Information Center (NARIC)",018-000001065,"	00","	04",018-80-0800,"Program Administration","	018","	80","	20",0.34,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,557794,410424,2016-01-06,20:21:58
"	018","Department of Education","	10",018-000000132,"Race to the Top Annual Performance Report system (RTAPRS)",018-000000132,"	00","	04",018-80-0800,"Program Administration","	018","	80","	10",0.16,0.16,0.16,0,0,0,0,0,0,0.16,0,0.16,0,0.16,0,557795,410425,2016-01-06,20:21:58
"	018","Department of Education","	40",018-000000076,"OPE Integrated Data Collection and Performance Reporting System (OPEIDC)",018-000000076,"	00","	04",018-80-0800,"Program Administration","	018","	80","	40",2.36051,2.26,1.96,0.951384,0,0.739,0,0.439,0,1.409126,0,1.521,0,1.521,0,557796,410426,2016-01-06,20:21:58
"	018","Department of Education","	15",018-000000097,"National Clearinghouse for English Language Acquisition (NCELA)",018-000000097,"	00","	04",018-80-0800,"Program Administration","	018","	80","	15",0.05,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,557797,410427,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000103,"National Charter Schools Resource Center website (NCSRC)",018-000000103,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.318,0.318,0.3,0.059,0,0.059,0,0.05,0,0.259,0,0.259,0,0.25,0,557798,410428,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000110,"Conference Requests and Peer Review SharePoint Data Site (CRPRS)",018-000000110,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.322,0.492,0.379,0,0,0.317,0,0.354,0,0.322,0,0.175,0,0.025,0,557799,410429,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006006,"FISMA Reporting Tool   Operational Vulnerability Management Solution (OVMS)",018-000006006,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	80",0.06,0.173,0.173,0,0,0,0,0,0,0.06,0,0.173,0,0.173,0,557800,410430,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006006,"FISMA Reporting Tool   Operational Vulnerability Management Solution (OVMS)",018-000006006,"	00","	04",018-80-0700,"Office for Civil Rights","	018","	80","	80",0.024,0.066,0.066,0,0,0,0,0,0,0.024,0,0.066,0,0.066,0,557801,410430,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006006,"FISMA Reporting Tool   Operational Vulnerability Management Solution (OVMS)",018-000006006,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.261,0.512,0.512,0,0,0.225,0,0,0,0.261,0,0.287,0,0.512,0,557802,410430,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006006,"FISMA Reporting Tool   Operational Vulnerability Management Solution (OVMS)",018-000006006,"	00","	04",018-80-1400,"Office of the Inspector General","	018","	80","	80",0.011,0.031,0.031,0,0,0,0,0,0,0.011,0,0.031,0,0.031,0,557803,410430,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000006006,"FISMA Reporting Tool   Operational Vulnerability Management Solution (OVMS)",018-000006006,"	00","	04",018-50-1100,"Institute of Education Sciences","	018","	50","	80",0.001,0.002,0.002,0,0,0,0,0,0,0.001,0,0.002,0,0.002,0,557804,410430,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000143,"EDUCATE Follow-On",018-000000143,"	00","	04",018-40-4252,"College Housing and Academic Facilities Loans Financing Account","	018","	40","	80",0,0,0.006,0,0,0,0,0.001,0,0,0,0,0,0.005,0,557805,410431,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000143,"EDUCATE Follow-On",018-000000143,"	00","	04",018-40-4255,"Historically Black College and University Capital Financing Direct Loan Financing Account","	018","	40","	80",0,0,0.004,0,0,0,0,0.001,0,0,0,0,0,0.003,0,557806,410431,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000143,"EDUCATE Follow-On",018-000000143,"	00","	04",018-50-1100,"Institute of Education Sciences","	018","	50","	80",0,0,0.057,0,0,0,0,0.008,0,0,0,0,0,0.049,0,557807,410431,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000143,"EDUCATE Follow-On",018-000000143,"	00","	04",018-80-0700,"Office for Civil Rights","	018","	80","	80",0,0,2.221,0,0,0,0,0.3,0,0,0,0,0,1.921,0,557808,410431,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000143,"EDUCATE Follow-On",018-000000143,"	00","	04",018-80-1400,"Office of the Inspector General","	018","	80","	80",0,0,0.911,0,0,0,0,0.123,0,0,0,0,0,0.788,0,557809,410431,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000143,"EDUCATE Follow-On",018-000000143,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0,0,9.803,0,0,0,0,1.324,0,0,0,0,0,8.479,0,557810,410431,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000143,"EDUCATE Follow-On",018-000000143,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	80",0,0,5.978,0,0,0,0,0.806,0,0,0,0,0,5.172,0,557811,410431,2016-01-06,20:21:58
"	018","Department of Education","	40",018-000002030,"Web Data Collection for the Campus Crime and EADA Surveys",018-000002030,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	40",1.97,1.87,1.87,0.95,0,0.85,0,0.85,0,1.02,0,1.02,0,1.02,0,557812,410432,2016-01-06,20:21:58
"	018","Department of Education","	45",018-000001140,"Integrated Partner Management (IPM)",018-000001140,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	45",12.543,13.398,7.145,6.843,0,11.389,0,4.268,0,5.7,0,2.009,0,2.877,0,557813,410433,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000001102,"IT Acquisition and Asset Management (IAAM)",018-000001102,"	00","	04",018-80-1400,"Office of the Inspector General","	018","	80","	80",0.54,0.22,0.181,0,0,0,0,0,0,0.54,0,0.22,0,0.181,0,557814,410434,2016-01-06,20:21:58
"	018","Department of Education","	10",018-000000021,"National Center on Safe Supportive Learning Environments (NCSSLE)",018-000000021,"	00","	04",018-80-0800,"Program Administration","	018","	80","	10",1.01,0.9495,0.9495,0.5,0,0,0,0,0,0.51,0,0.9495,0,0.9495,0,557815,410435,2016-01-06,20:21:58
"	018","Department of Education","	80",018-999990060,"E-Gov: E-Rulemaking",018-999990060,"	24","	04",018-80-0800,"Program Administration","	018","	80","	80",0.143,0.199,0.112,0,0,0,0,0,0,0.143,0,0.199,0,0.112,0,557816,410436,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000008004,i-Complaints/Micropact,018-000008004,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.0218,0.0218,0.0218,0,0,0,0,0,0,0.0218,0,0.0218,0,0.0218,0,557817,410437,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000026,"Information Technology Audits and Computer Crime Investigations (ITACCI) Network",018-000000026,"	00","	04",018-80-1400,"Office of the Inspector General","	018","	80","	80",0.124,0.421,0.302,0,0,0.191,0,0.102,0,0.124,0,0.23,0,0.2,0,557818,410438,2016-01-06,20:21:58
"	018","Department of Education","	50",018-000000093,"IES Support (consolidated investment)",018-000000093,"	00","	04",018-50-1100,"Institute of Education Sciences","	018","	50","	50",3.338,4.003,3.696,2.286,0,0.399,0,2.619,0,1.052,0,3.604,0,1.077,0,557819,410439,2016-01-06,20:21:58
"	018","Department of Education","	50",018-000000093,"IES Support (consolidated investment)",018-000000093,"	00","	04",018-80-0800,"Program Administration","	018","	80","	50",0.137,0.137,0.137,0.137,0,0.137,0,0.137,0,0,0,0,0,0,0,557820,410439,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000003004,"MAC Software",018-000003004,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.065,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,557821,410440,2016-01-06,20:21:58
"	018","Department of Education","	45",018-000000123,"Participation Management (PM)",018-000000123,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	45",2.652468,4.13,2.925,0.241378,0,2.07,0,0.82,0,2.41109,0,2.06,0,2.105,0,557822,410441,2016-01-06,20:21:58
"	018","Department of Education","	80",018-999990220,"E-Gov: Travel System",018-999990220,"	48","	04",018-80-0800,"Program Administration","	018","	80","	80",0.217,0.217,0.217,0,0,0.217,0,0.217,0,0.217,0,0,0,0,0,557823,410442,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000096,"Planning and Performance Management Database (PPMD)",018-000000096,"	00","	04",018-80-0800,"Program Administration","	018","	80","	80",0.11,0.063,0.104,0,0,0,0,0,0,0.11,0,0.063,0,0.104,0,557824,410443,2016-01-06,20:21:58
"	018","Department of Education","	50",018-000001010,EDFacts,018-000001010,"	00","	04",018-80-0700,"Office for Civil Rights","	018","	80","	50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557825,410444,2016-01-06,20:21:58
"	018","Department of Education","	50",018-000001010,EDFacts,018-000001010,"	00","	04",018-80-0800,"Program Administration","	018","	80","	50",12.746,13.317428,13.574757,2.143,0,1.38156,0,1.584771,0,10.603,0,11.935868,0,11.989986,0,557826,410444,2016-01-06,20:21:58
"	018","Department of Education","	50",018-000001010,EDFacts,018-000001010,"	00","	04",018-10-0101,"Indian Student Education","	018","	10","	50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557827,410444,2016-01-06,20:21:58
"	018","Department of Education","	50",018-000001010,EDFacts,018-000001010,"	00","	04",018-50-1100,"Institute of Education Sciences","	018","	50","	50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557828,410444,2016-01-06,20:21:58
"	018","Department of Education","	80",018-999991200,"E-Gov: Human Resources Line of Business",018-999991200,"	24","	04",018-80-0800,"Program Administration","	018","	80","	80",0.096,0.1,0.066,0,0,0,0,0,0,0.096,0,0.1,0,0.066,0,557829,410445,2016-01-06,20:21:58
"	018","Department of Education","	20",018-000000112,"The National Clearinghouse of Rehabilitation Training Materials (NCRTM)",018-000000112,"	00","	04",018-80-0800,"Program Administration","	018","	80","	20",0.251,0.251,0,0.251,0,0,0,0,0,0,0,0.251,0,0,0,557830,410446,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000002,"IV and V (for EDUCATE)",018-000000002,"	00","	04",018-45-0202,"Student Aid Administration","	018","	45","	80",0.202,0.194,0.203,0,0,0,0,0,0,0.202,0,0.194,0,0.203,0,557831,410447,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000002,"IV and V (for EDUCATE)",018-000000002,"	00","	04",018-50-1100,"Institute of Education Sciences","	018","	50","	80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557832,410447,2016-01-06,20:21:58
"	018","Department of Education","	80",018-000000002,"IV and V (for EDUCATE)",018-000000002,"	00","	04",018-80-0700,"Office for Civil Rights","	018","	80","	80",0.079,0.074,0.077,0,0,0,0,0,0,0.079,0,0.074,0,0.077,0,557833,410447,2016-01-06,20:21:58
