Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Legislative Mandate Required,Legislative Mandate Description,Audit Finding Resolution Required,Audit Finding Resolution Description,Published Agency Strategic Performance Plan Required,Published Agency Strategic Performance Plan Description,Published Agency Strategic Performance Plan PRM Codes,Presidential Priority Required,Presidential Priority Description,Other Requirement Required,Other Requirement Description,Updated Date,Updated Time
"009-000314918","1187","009","Department of Health and Human Services","CMS Business Rules Enterprise Service (BRES)","yes","In order to meet ACA provision for CMS, the HHS Chief Technology Officer and the CMS Chief Information Officer identified synergies across ACA IT implementation plans across HHS and apply shared services principles and architecture to reduce costs, reduce redundancies, accelerate timeframes and improve the quality of HHS systems and data.  BRES was identifed as one of the initial enterprise shared services for OIS to support.","no","","no","","","no","","yes","Adminstration executive decision as a means of cutting costs through shared services development to support ACA requirements.","09/12/2012","14:30:05"
"009-000316503","1189","009","Department of Health and Human Services","CMS MACBIS (Medicaid & CHIP Business Information and Solutions)","no","","no","","no","","","no","","no","","09/12/2012","14:30:15"
"009-000316811","1191","009","Department of Health and Human Services","CMS Healthcare Web Support","yes","This investment supports numerous provisions of the ACA related to the Exchanges.","no","","no","","","no","","no","","09/12/2012","14:30:19"
"009-000318289","1193","009","Department of Health and Human Services","CMS CCIIO IT Infrastructure","no","","no","","no","","","yes","Mandates outlined in the Office of Management and Budget's M-11-29, with particular reference to governance, improving access to commodity information technology through cloud services, improving coordinated program management and implementing cloud-specific well-aligned information security practices.","no","","09/12/2012","14:30:22"
"009-000316812","1275","009","Department of Health and Human Services","CMS Innovation Core Systems","yes","Section 3021 of the 2010 Patient Protection and Affordable Care Act (ACA).","no","","no","","","no","","no","","03/26/2013","14:58:44"
"009-000314820","1277","009","Department of Health and Human Services","CMS Automated Provider Screening","","","","","yes","Finding and recapturing improper payments, March 10, 2010.","P42-009-040","yes","Finding and recapturing improper payments, March 10, 2010.","","","03/29/2013","09:29:33"
"009-000325767","1313","009","Department of Health and Human Services","FDA - Collaboration Tools","yes","E-Government Act of 2002.","no","","no","","","yes","Managing Government Records.","","","09/12/2013","12:25:48"
"009-000325768","1315","009","Department of Health and Human Services","FDA - Customer Support","no","","no","","no","","","no","","","","09/12/2013","12:26:27"
"009-000325771","1317","009","Department of Health and Human Services","FDA - IT Infrastructure & Data Center Management","yes","On July 9, 2012, the President signed into law the Food and Drug Administration Safety and Innovation Act (FDASIA) of 2012. This new law includes the reauthorization of the Prescription Drug User Fee Act (PDUFA) that provides FDA with the necessary resources to maintain a predictable and efficient review process for human drug and biologic products. This is the fifth authorization of PDUFA that includes Title I of FDASIA and the performance goals and procedures for PDUFA V.  This investment supports the requirement to develop the information technology infrastructure needed to support activities designed to modernize the process of pharmacovigilance under the Prescription Drug User Fee Act (PDUFA V) .","","","yes","This investment helps support the achievement of FDA's strategic priority to Implement an IT modernization program to support state-of-the-art networked information and shared data resources.","P42-009-038","yes","This investment supports the requirements under Homeland Security Presidential Directive-12.","yes","This investment supports the Federal Cloud Computing initiative.","09/12/2013","12:26:38"
"009-000325772","1319","009","Department of Health and Human Services","FDA - Network & Communications","","","","","yes","This investment helps support the achievement of FDA's strategic priority to Implement an IT modernization program to support state-of-the-art networked information and shared data resources.","P42-009-038","","","","","09/12/2013","12:27:03"
"009-000325773","1321","009","Department of Health and Human Services","FDA - Enterprise IT Software Licenses","","","","","","","","","","yes","This investment supports strategic objectives outline in the FDA Information Management and Office for Information Management Strategic Plan. Specifically, one of the strategic objectives that this investment supports is to Maintain excellence and transparency in fiduciary accountability and resource management and IM procurement services.","09/12/2013","12:27:12"
"009-000323611","1341","009","Department of Health and Human Services","OS OMHA Electronic Case Ajudication Processing Environment (Investment)","yes","OMHA was created by the Medicare Modernization Act of 2003 to simplify the appeals process and make it more efficient.","no","","no","","","no","","no","","09/13/2013","08:05:51"
"009-000327971","1367","009","Department of Health and Human Services","HHS Cybersecurity Operations Program Investment","yes","The Federal Information Security Management Act of 2002 (FISMA, 44 U.S.C.  3541, et seq.) is a United States federal law enacted in 2002 as Title III of the E-Government Act of 2002 (Pub.L. 107-347, 116 Stat. 2899).","yes","HHS currently has a material weakness condition based on information technology system security controls weaknesses identified in OIG financial statement audits.  The weaknesses identified are in a number of financial systems and in the network infrastructure supporting those systems.","","","","","","","","09/13/2013","15:56:03"
"009-000006580","1369","009","Department of Health and Human Services","HHS Trusted Internet Connection (TIC) Investment","","","","","","","","yes","OMB Memoranda M-08-05, Implementation of Trusted Internet Connection, M-08-27, Guidance for Trusted Internet Connection Compliance, and M-09-32, Update on the Trusted Internet Connection Initiative.","","","09/13/2013","16:00:31"
