Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2013,Target 2014,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6473","","Average number of PASS records processed per second.","Number (in thousands)","213-Technology - Efficiency","150.000000","80.000000","Over target","Monthly","","98537","","75.700000","Not Met","Updated with June actual results.","2014-06-30","08/01/2014","14:41:19"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6475","","Average time to serve dynamic pages- Actuarial Release.","Milliseconds","213-Technology - Efficiency","200.000000","200.000000","Under target","Monthly","","70113","","1502.000000","Not Met","Updated with October actual results.","2013-10-31","08/01/2014","14:41:19"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6477","","Average time to serve dynamic pages- REAP.","Milliseconds","213-Technology - Efficiency","600.000000","1150.000000","Under target","Monthly","","98539","","886.000000","Met","Updated with June actual results.","2014-06-30","08/01/2014","14:41:19"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6479","","Average time to serve dynamic pages- Batch Statistics.","Milliseconds","213-Technology - Efficiency","200.000000","229.000000","Under target","Monthly","","98541","","187.000000","Met","Updated with June actual results.","2014-06-30","08/01/2014","14:41:19"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","6481","","Average time to serve dynamic pages- Cost Estimator.","Milliseconds","213-Technology - Efficiency","5000.000000","5250.000000","Under target","Monthly","","98543","","3128.000000","Met","Updated with June actual results.","2014-06-30","08/01/2014","14:41:19"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","9895","","Average time to serve dynamic pages - Actuarial Maintenance","Milliseconds","213-Technology - Efficiency","","13875.000000","Under target","Monthly","","98545","","3633.000000","Met","Updated with June actual results.","2014-06-30","08/01/2014","14:41:19"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","1658","","Help desk time to answer the phone is 95% less than 60 seconds.","Number (percentage)","114-Customer Results - Service Quality","95.000000","95.000000","Over target","Monthly","","77063","","95.290000","Met","","2013-11-30","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","1659","","Help desk time to answer an email 95% within 24 hours of receipt.","Number (Percent)","114-Customer Results - Service Quality","95.000000","95.000000","Over target","Monthly","","77065","","96.760000","Met","","2013-11-30","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","1660","","The number of customer requests for unique reports is fewer than 24/year.","Number","206-Process and Activities - Management and Innovation","24.000000","","Over target","Semi-Annual","","4733","","24.000000","","","","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","1661","","Server availability time (up time).","Number (Percent)","215-Technology - Reliability and Availability","95.000000","95.000000","Over target","Quarterly","","77071","","99.000000","Met","","2013-12-31","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","1662","","Help desk availability is greater than or equal to 99.75%.","Number (percentage)","215-Technology - Reliability and Availability","99.750000","99.750000","Over target","Monthly","","77069","","100.000000","Met","","2013-11-30","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","8309","","Help Desk is able to resolve questions on first contact 95% of the time","Number (percentage)","203-Process and Activities - Cycle Time and Timeliness","","95.000000","Over target","Monthly","","77067","","98.340000","Met","","2013-11-30","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","10059","","The incumbent  contractor and new contractor shall implement all xxx tasks  in  Transition Plan in prior to the incumbents departure in 3/14/2014.","Number (percentage)","206-Process and Activities - Management and Innovation","99.000000","99.000000","Over target","Annual","404-139-221","88645","","100.000000","Met","All transition activities were successfully completed.","2014-03-31","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","10061","","The ROSS O&M contractor responds to ROSS Subject Matter Experts (SMEs) within 15 minutes during normal business hours and within 30 minutes after hours.","Number (percentage)","114-Customer Results - Service Quality","95.000000","95.000000","Over target","Monthly","","95131","","100.000000","Met","","2014-05-31","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","10063","","The  ROSS annual archive is performed successfully.  This includes data regarding initial reports, incidents, and related request data from the ROSS production database and locating it in a secondary location where it can be accessed for historical reporting.","Number (percentage)","214-Technology - Information and Data","99.000000","99.000000","Over target","Annual","404-139-221","88641","","100.000000","Met","The annual archive was successfully performed. ","2014-03-31","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","10065","","The ROSS daily status reports are successfully delivered to the ROSS team and analyzed for level of activity (e.g. volume of orders).","Number (percentage)","112-Customer Results - Service Coverage","95.000000","95.000000","Over target","Monthly","","92495","","100.000000","Met","","2014-04-30","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","10067","","The servers and the ROSS application are highly available to the user community.","Number (percentage)","215-Technology - Reliability and Availability","90.000000","90.000000","Over target","Quarterly","","84451","","99.000000","Met","","2013-12-31","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","10069","","Help Desk is able to resolve questions on first contact 95% of the time.","Number (percentage)","203-Process and Activities - Cycle Time and Timeliness","90.000000","90.000000","Over target","Monthly","","98441","","97.820000","Met","","2014-05-31","08/01/2014","12:43:00"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","10071","","The ROSS annual archive is performed successfully.  This includes data regarding initial reports, incidents, and related request data from the ROSS production database and locating it in a secondary location where it can be accessed for historical reporting.","Number (percentage)","214-Technology - Information and Data","99.000000","99.000000","Over target","Annual","404-139-221","","","","","","","08/01/2014","12:43:00"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","2897","","e-Auth: Response time to incident initiation for application integrations in production: Off hours: &lt;60minutes","Percent","113-Customer Results - Timeliness and Responsiveness","95.000000","95.000000","Over target","Monthly","","98359","","99.000000","Met","","2014-07-01","08/01/2014","14:46:29"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","2898","","e-Auth: Response to new integration request submission with design document &lt;1week","Percent","113-Customer Results - Timeliness and Responsiveness","95.000000","95.000000","Over target","Monthly","","98365","","96.000000","Met","","2014-07-01","08/01/2014","14:46:29"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","2899","","e-Auth: Compliance to cyber security regulations, C&amp;A and A-123","Compliance","206-Process and Activities - Management and Innovation","90.000000","90.000000","Over target","Semi-Annual","","73519","","97.000000","Met","Review consists of open POA&Ms.  Currently there are three open POA&Ms.  ","2013-09-30","08/01/2014","14:46:29"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","2900","","ePACS: Reliability and Availability for system uptime. Amount of time that the system is operational (minus scheduled) maintenance windows","Percent","214-Technology - Information and Data","99.200000","99.200000","Over target","Monthly","","98377","","99.990000","Met","","2014-07-01","08/01/2014","14:46:29"
