Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","EP-002","1750","","ePACS: EEMS Integration","Integration of ePACS with EEMS to obtain cardholder identity information from GSA.","2011-12-30","2012-03-31","0.030000","0","0.00","Green","0.000000","0.00","Green","2012-09-17","12:16:53"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","EP-004","1752","","ePACS: Visitor Management Solution","Research and implement a solution for managing access credentials for visitors to USDA secure facilities.","2011-12-30","2012-09-30","0.256000","0","0.00","Green","0.000000","0.00","Green","2012-09-17","12:16:53"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","FY14","5591","","FY14 SAP Technical Upgrade","SAP Technical upgrade activities.","2013-10-08","2014-09-24","15.873000","0","0.00","Green","-0.171000","-1.08","Green","2014-06-26","09:35:36"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","REL2_2_14","6409","","Maintenance Release 2.2.14.0","Continuous Improvements and System defect resolution.","2012-10-01","2012-11-30","0.395000","0","0.00","Green","0.000000","0.00","Green","2013-03-25","11:55:44"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","REL2_2_15","6411","","Maintenance Release 2.2.15.0","Continuous Improvements and System defect resolution.","2012-11-16","2013-02-22","2.200000","-21","-22.58","Yellow","-0.028500","-1.32","Green","2013-05-29","18:28:20"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","REL2_2_16","6413","","Maintenance Release 2.2.16.0","Continuous Improvements and System defect resolution.","2013-01-10","2013-05-24","2.150000","-14","-15.91","Yellow","0.004500","0.21","Green","2013-06-25","16:24:02"
"005-000000018","253","005","Department of Agriculture","Web-Based Supply Chain Management (WBSCM)","REL2_2_17","6415","","Maintenance Release 2.2.17.0","Continuous Improvements and System defect resolution.","2013-04-11","2013-08-23","2.100000","-35","-40.23","Red","0.641000","31.70","Red","2013-11-25","09:56:42"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","10","1946","","CLP PMO Support and Documentation","Project management support and activities (includes Project Administration DME and Steady State).","2010-06-14","2017-09-30","8.967000","0","0.00","Green","0.000000","0.00","Green","2014-04-29","14:30:24"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","180","6619","","CLP Systems Modernization","Modernize GLS, RD Security Operations, CLP Supporting Applications and create a New Originations System/Process.","2010-01-04","2018-09-29","37.378000","0","0.00","Green","0.000000","0.00","Green","2014-06-26","09:03:10"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","190","6621","","CLP Core Services Modernization","Implement common application framework and build support applications to efficiently meet diverse and changing business neeeds.","2010-02-26","2017-09-29","16.749000","0","0.00","Green","0.000000","0.00","Green","2014-06-26","09:03:10"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","200","6623","","CLP Systems Retirement","Retirement of the legacy systems:  PLAS, AMAS and RUS-Legacy.","2010-07-08","2017-12-29","25.815000","0","0.00","Green","0.000000","0.00","Green","2014-06-26","09:03:10"
"005-000002376","1099","005","Department of Agriculture","Conservation Delivery Streamline Initiative (CDSI)","4","5889","","Conservation Desktop","Architecture, Design, Development and Implementation of multiple versions of Conservation Desktop.","2011-10-03","2021-09-30","57.135000","0","0.00","Green","-0.400000","-0.70","Green","2014-06-26","16:01:21"
"005-000002376","1099","005","Department of Agriculture","Conservation Delivery Streamline Initiative (CDSI)","5","5891","","Client Gateway","Architecture, Design, Development and Implementation of multiple versions of Client Gateway.","2013-04-01","2021-09-30","2.600000","0","0.00","Green","0.000000","0.00","Green","2014-05-29","10:46:56"
"005-000002376","1099","005","Department of Agriculture","Conservation Delivery Streamline Initiative (CDSI)","6","5893","","Mobile Planner","Architecture, Design, Development and Implementation of multiple versions of Mobile Planner.","2013-04-01","2021-09-30","26.055500","0","0.00","Green","0.000000","0.00","Green","2014-06-26","16:01:21"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","3_3","6437","","Continuous Monitoring","Continuous monitoring (CM) is the process and technology used to detect compliance and risk issues associated with an organization's financial and operational environment.   The expected outcome is an established enterprise program and implementation CM capabilities as provided by the DHS Continuous Diagnostics and Mitigation (CDM) Program.","2012-10-01","2015-09-30","12.000000","-142","-14.92","Yellow","0.000000","0.00","Green","2014-03-18","17:30:01"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","7_1","6451","","Assessment and Authorization","The primary objective of Assessment and Authorization assisting USDA agencies by communicating and facilitating development of cyber security specific documentation and testing methods that meet or exceed Federal Information Security Management (FISMA) compliance and USDA's Departmental cyber security policies for all information assurance activities as mandated by the eGovernment Act of 2002, Title III, FISMA, National Institute of Standards and Technology (NIST) related requirements, FIPS, and OMB.","2012-10-01","2015-09-30","6.678000","0","0.00","Green","-0.017000","-0.41","Green","2014-05-29","10:36:42"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","3_5","8365","","Operational Security Assessment","The purpose of the Operational Security Assessment project is to analyze an agency's information architecture and related processes to develop a threat profile for the agency's IT security components, or its layers and sub-layers of security, as shown in Table 1. The security assessment will identify the nature of the threats and the likely vulnerabilities of the given piece of technology associated with an agency's business. The security assessment will also examine and evaluate the agency's operational security policies, procedures, and systems through the performance of technological reviews.  The expected outcome is:  provide technical reviews and recommendations that are aligned with current industry best practices for improving the overall security posture;the SAM's assessment methods and procedures, findings, and recommendations can be used as evidence/artifacts by agencies to satisfy the reporting requirements for an ATO in USDA's Annual Authorization process for the controls assessed by the security assessment; conduct security assessment of selected agencies and assess effectiveness of corrective actions by agencies to remediate vulnerabilities.","2013-10-01","2015-09-30","5.034000","0","0.00","Green","0.000000","0.00","Green","2014-04-29","14:11:20"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","5_0New","8369","","Network Assessment Project","The primary objective of the Network Assessment Initiative is  to conducting network security assessments to analyze the present state of USDA's network to identify vulnerabilities.  The expected outcome is a holistic picture of the state of security across the Department.","2012-10-01","2013-11-15","2.888000","-139","-34.07","Red","-0.290000","-22.89","Yellow","2014-04-29","14:11:19"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","10","10189","","IT Security Policy Development","The objectives are focused onconstructing and maturing the USDA OCIO Cyber Security Policy program.  The expected outcome is a current cyber security policy framework and a policy development lifecycle based on best practices.","2014-08-01","2015-09-30","0.600000","0","0.00","Green","0.000000","0.00","Green","2014-03-18","17:30:01"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","11","10191","","Agency Profiles","The purpose of this project is to develop Agency Profiles/Personas that can be used by OCIO, and the agencies themselves, to predict the impact of proposed or ongoing OCIO enterprise wide IT and cyber security initiatives on the agency's mission and business processes, to predict the agency's ability to successfully deploy the initiative in the first year, and to predict the agency's ability to effectively fund, manage, and operate the initiative in successive years.  The overarching goal of this project is to inform key stakeholders and decision makers in OCIO with information, data, and metrics to improve its business performance and develop effective and practical solutions, and to transform the agency's experience with OCIO's IT and security initiatives as enhancing (rather than impeding) an agency's mission and business processes.","2014-10-01","2015-09-30","0.425000","0","0.00","Green","0.000000","0.00","Green","2014-03-18","17:30:01"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","8","10193","","SSA 2.0","The primary objective of to perform a technical refresh of ASOC Security Sensor Array GSS.  The expected outcome is:  a upgrade equipment, phase out old equipment, or import new technology.","2014-10-01","2015-09-30","6.000000","0","0.00","Green","0.000000","0.00","Green","2014-03-18","17:30:01"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","9","10195","","Classified Baseline Security Assessment","The primary objective of the Classified Baseline Security Assessment is  to conducting security assessments to analyze the present state of USDA's classified systems and identify vulnerabilities.  The expected outcome is a holistic picture of the state of security.","2014-10-01","2015-09-30","0.476000","0","0.00","Green","0.000000","0.00","Green","2014-03-18","17:30:01"
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","GESD14-010","7933","","Enterprise Reporting/Insight","To modernize reporting at NFC, moving from a collection of legacy reporting systems to a single corporate data warehouse and business intelligence toolset that will add value to the HRLOB offerings.","2013-10-01","2015-09-30","5.179000","0","0.00","Green","-4.927000","-1955.16","Red","2014-06-26","14:17:01"
