Unique Investment Identifier,Business Case Id,Performance Metric Id,Agency Performance Metric Id,Performance Metric Actual Id,Agency Performance Metric Actual Id,Actual Result,Actual Result Met/Not Met,Actual Result Comment,Actual Result Date,Updated Date,Updated Time
"184-000000005","12","2845","UPTIME","30613","","100.050000","Met","Approximately 18 hours of unplanned downtime have occurred in the past year, but Phoenix was made available during weekly maintenance windows to allow users more time to work in the system prior to Fiscal Year-End.  Hence the cumulative result of system availability that exceeded 100% of planned availability time.","2012-09-30","10/31/2012","18:09:58"
"184-000000005","12","2845","UPTIME","32805","","100.000000","Met","","2012-10-31","11/28/2012","15:55:35"
"184-000000005","12","2845","UPTIME","41391","","100.000000","Met","","2012-11-30","01/30/2013","17:57:43"
"184-000000005","12","2845","UPTIME","41393","","99.400000","Met","","2012-12-31","01/30/2013","17:57:43"
"184-000000005","12","2845","UPTIME","49371","","99.300000","Met","","2013-02-28","03/29/2013","15:17:25"
"184-000000005","12","2845","UPTIME","49373","","99.300000","Met","","2013-01-31","03/29/2013","15:17:25"
"184-000000005","12","2845","UPTIME","56673","","99.300000","Met","","2013-03-31","05/29/2013","16:41:51"
"184-000000005","12","2845","UPTIME","56675","","99.300000","Met","","2013-04-30","05/29/2013","16:41:51"
"184-000000005","12","2845","UPTIME","58799","","99.300000","Met","","2013-05-31","06/28/2013","13:33:12"
"184-000000005","12","2846","RPTS","2893","","100.000001","Met","New metric for FY 2012; no historical results available. ","","04/30/2012","12:49:58"
"184-000000005","12","2846","RPTS","16847","","100.000000","Met","New metric for FY 2012; no historical results available. ","","06/27/2012","15:29:36"
"184-000000005","12","2846","RPTS","20177","","96.700000","Not Met","New metric for FY 2012; no historical results available. ","","07/27/2012","11:35:03"
"184-000000005","12","2846","RPTS","23489","","96.770000","Not Met","New metric for FY 2012; no historical results available. ","","08/22/2012","17:18:24"
"184-000000005","12","2846","RPTS","30615","","98.900000","Met","","2012-09-30","10/31/2012","18:09:58"
"184-000000005","12","2846","RPTS","32807","","98.900000","Met","","2012-10-31","11/28/2012","15:55:35"
"184-000000005","12","2846","RPTS","41395","","99.180000","Met","","2012-11-30","01/30/2013","17:57:43"
"184-000000005","12","2846","RPTS","41397","","99.240000","Met","","2012-12-31","01/30/2013","17:57:43"
"184-000000005","12","2846","RPTS","49375","","99.300000","Met","","2013-02-28","03/29/2013","15:17:25"
"184-000000005","12","2846","RPTS","49377","","99.300000","Met","","2013-01-31","03/29/2013","15:17:25"
"184-000000005","12","2846","RPTS","56669","","99.380000","Met","","2013-03-31","05/29/2013","16:41:51"
"184-000000005","12","2846","RPTS","56671","","98.840000","Met","","2013-04-30","05/29/2013","16:41:51"
"184-000000005","12","2846","RPTS","58800","","98.900000","Met","","2013-05-31","06/28/2013","13:33:12"
"184-000000005","12","2847","INCRSP","2895","","100.000001","Met","","","04/30/2012","12:49:58"
"184-000000005","12","2847","INCRSP","16849","","100.000000","Met","","","06/27/2012","15:29:36"
"184-000000005","12","2847","INCRSP","20175","","100.000000","Met","","","07/27/2012","11:35:03"
"184-000000005","12","2847","INCRSP","23491","","100.000000","Met","","","08/22/2012","17:18:24"
"184-000000005","12","2847","INCRSP","30617","","100.000000","Met","","2012-09-30","10/31/2012","18:09:58"
"184-000000005","12","2847","INCRSP","41399","","100.000000","Met","","2012-12-31","01/30/2013","17:57:43"
"184-000000005","12","2847","INCRSP","56667","","100.000000","Met","","2013-03-31","05/29/2013","16:41:51"
"007-000000049","13","4893","OP0049-4101","25547","","8.000000","Not Met","Data as of Dec 31, 2011.  Army and Navy have scores of 11 and are focusing on continuing improvement.","2011-12-31","09/12/2012","14:17:22"
"007-000000049","13","4895","OP0049-4102","53977","OP0049-4102-102","2.700000","Not Met","Interim update only","2013-03-31","05/06/2013","10:02:25"
"007-000000049","13","4895","OP0049-4102","60185","OP0049-4102-103","2.710000","Not Met","Target not met in FY13. Survey closed on 31 May 2013. There were 3,934 respondents and an approximate response rate of 5%.","2013-05-31","07/30/2013","12:16:00"
"007-000000049","13","4897","OP0049-4103","25549","","4.400000","Not Met","","2012-06-30","09/12/2012","14:17:22"
"007-000000049","13","4897","OP0049-4103","38341","OP0049-4103-103","3.800000","Met","","2012-11-30","01/03/2013","14:20:34"
"007-000000049","13","4897","OP0049-4103","55021","OP0049-4103-104","4.000000","Not Met","","2013-04-30","05/24/2013","08:21:16"
"007-000000049","13","4899","OP0049-4104","25551","","94.370000","Not Met","","2012-06-30","09/12/2012","14:17:22"
"007-000000049","13","4899","OP0049-4104","38343","OP0049-4104-103","98.800000","Met","","2012-11-30","01/03/2013","14:20:34"
"007-000000049","13","4899","OP0049-4104","45841","OP0049-4104-105","99.170000","Met","Reflects average. Actuals by Service were Army = 98.49%Navy = 99.35%Air Force = 99.67%","2013-01-31","03/19/2013","16:16:58"
"007-000000049","13","4899","OP0049-4104","45843","OP0049-4104-104","97.270000","Not Met","Reflects average. Actuals by Service were Army = 99.05%Navy = 93.16%Air Force = 99.59%in Dec 2012","2012-12-31","03/19/2013","16:16:58"
"007-000000049","13","4899","OP0049-4104","48497","OP0049-4104-106","99.220000","Met","Army = 99.04%Navy = 99.42%Air Force = 99.21%","2013-02-28","03/28/2013","14:20:21"
"007-000000049","13","4899","OP0049-4104","53979","OP0049-4104-107","99.400000","Met","Army = 99.47%Navy = 99.44%Air Force = 99.29%","2013-03-31","05/06/2013","10:02:25"
"007-000000049","13","4899","OP0049-4104","55023","OP0049-4104-108","99.300000","Met","AF: 99.121Army: 99.398Navy: 99.413","2013-04-30","05/24/2013","08:21:16"
"007-000000049","13","4899","OP0049-4104","60186","OP0049-4104-109","98.300000","Not Met","AF: 98.3Army: 98.3Navy: 98.1","2013-05-31","07/30/2013","12:16:00"
"007-000000049","13","4899","OP0049-4104","60187","OP0049-4104-110","99.300000","Met","Army = 99.1%Navy = 99.5%Air Force = 99.3%","2013-06-30","07/30/2013","12:16:00"
"007-000000049","13","4901","OP0049-4105","25553","","0.200000","Met","","2012-06-30","09/12/2012","14:17:22"
"007-000000049","13","4901","OP0049-4105","45845","OP0049-4105-103","0.200000","Met","","2012-12-31","03/19/2013","16:16:58"
"007-000000049","13","4901","OP0049-4105","53981","OP0049-4105-104","0.190000","Met","","2013-03-31","05/06/2013","10:02:25"
"007-000000049","13","4901","OP0049-4105","60188","OP0049-4105-105","0.220000","Met","","2013-06-30","07/30/2013","12:16:00"
"007-000000049","13","6957","OP0049-411","38339","OP0049-411-101","12.300000","Met","","2012-11-30","01/03/2013","14:20:34"
"007-000000049","13","6957","OP0049-411","45847","OP0049-411-102","12.370000","Met","","2012-12-31","03/19/2013","16:16:58"
"007-000000049","13","6957","OP0049-411","45849","OP0049-411-103","12.280000","Met","","2013-01-31","03/19/2013","16:16:58"
"007-000000049","13","6957","OP0049-411","53971","OP0049-411-104","12.200000","Met","","2013-02-28","05/06/2013","10:02:25"
"007-000000049","13","6957","OP0049-411","53973","OP0049-411-105","12.200000","Met","Data is unavailable for March due to in error in the reporting system. Expect to be corrected by April. The last result entered reflects the latest report as of Feb 2013.","2013-03-31","05/06/2013","10:02:25"
"007-000000049","13","6957","OP0049-411","55017","OP0049-411-106","12.300000","Met","Target Met","2013-04-30","05/24/2013","08:21:16"
"007-000000049","13","6957","OP0049-411","60181","OP0049-411-108","12.100000","Met","","2013-06-30","07/30/2013","12:16:00"
"007-000000049","13","6957","OP0049-411","60182","OP0049-411-107","12.200000","Met","","2013-05-31","07/30/2013","12:16:00"
"007-000000049","13","7081","OP0049-412","45837","OP0049-412-101","3.810000","Met","New measurement.","2012-12-31","03/19/2013","16:16:58"
"007-000000049","13","7081","OP0049-412","45839","OP0049-412-102","3.850000","Met","","2013-01-31","03/19/2013","16:16:58"
"007-000000049","13","7081","OP0049-412","48495","OP0049-412-103","3.900000","Met","","2013-02-28","03/28/2013","14:20:21"
"007-000000049","13","7081","OP0049-412","53975","OP0049-412-104","3.900000","Met","Data is unavailable for March due to in error in the reporting system. Expect to be corrected by April. The last result entered reflects the latest report as of Feb 2013.","2013-03-31","05/06/2013","10:02:25"
"007-000000049","13","7081","OP0049-412","55019","OP0049-412-105","4.000000","Not Met","","2013-04-30","05/24/2013","08:21:16"
"007-000000049","13","7081","OP0049-412","60183","OP0049-412-108","3.900000","Met","","2013-06-30","07/30/2013","12:16:00"
"007-000000049","13","7081","OP0049-412","60184","OP0049-412-107","4.000000","Not Met","","2013-05-31","07/30/2013","12:16:00"
"007-000000155","14","4083","OP0155-101","7211","","5.980000","Met","The ave OST of 5.98 recorded for last 6 months of FY11.","","03/05/2012","17:41:30"
"007-000000155","14","4084","OP0155-102","7213","","23.200000","Met","The ave RCT of 23.20 recorded for last 6 months of FY11.","","03/05/2012","17:41:30"
"007-000000155","14","4085","OP0155-103","7215","","97.670000","Met","The average Ao of 97.67 percent recorded for last 6 months of FY11.","","02/29/2012","12:06:31"
"007-000000155","14","4086","OP0155-104","7217","","0.000000","Met","Subsume logistics functions to eliminate 125 logistics systems.  Actual results not yet available due to GCSS-MC fielding is in progress and not scheduled to be fully deployed until July 2013.","","10/26/2011","11:43:37"
"007-000000155","14","4087","OP0155-105","7219","","0.000000","Met","TBD.","","10/26/2011","11:43:37"
"007-000000178","15","4093","OP0178-109","7231","","0.000000","Met","TBD.","","10/26/2011","11:43:38"
"007-000000186","16","4989","OP0186-4101","26099","","99.780000","Met","","2012-09-11","10/18/2012","13:02:42"
"007-000000186","16","4989","OP0186-4101","28971","OP0186-4101-102","99.780000","Met","","2012-10-09","10/18/2012","13:02:42"
"007-000000186","16","4989","OP0186-4101","31591","OP0186-4101-103","99.770000","Met","","2012-11-13","11/15/2012","11:36:43"
"007-000000186","16","4989","OP0186-4101","35495","OP0186-4101-104","99.770000","Met","","2012-12-07","12/19/2012","09:51:21"
"007-000000186","16","4989","OP0186-4101","38985","OP0186-4101-105","99.780000","Met","","2013-01-07","01/24/2013","09:20:24"
"007-000000186","16","4989","OP0186-4101","55035","OP0186-4101-106","99.790000","Met","","2013-05-08","05/24/2013","08:21:17"
"007-000000186","16","4989","OP0186-4101","57865","OP0186-4101-107","99.790000","Met","","2013-06-11","06/21/2013","12:10:46"
"007-000000186","16","4989","OP0186-4101","61756","OP0186-4101-108","99.800000","Met","","2013-08-07","08/08/2013","15:11:59"
"007-000000186","16","4991","OP0186-4102","26101","","1233.830000","Met","","2012-09-10","10/18/2012","13:02:42"
"007-000000186","16","4991","OP0186-4102","28973","OP0186-4102-102","1246.650000","Met","","2012-10-09","10/18/2012","13:02:42"
"007-000000186","16","4991","OP0186-4102","31593","OP0186-4102-103","1234.750000","Met","","2012-11-13","11/15/2012","11:36:43"
"007-000000186","16","4991","OP0186-4102","35497","OP0186-4102-104","1240.830000","Met","","2012-12-07","12/19/2012","09:51:21"
"007-000000186","16","4991","OP0186-4102","38987","OP0186-4102-105","1260.100000","Met","","2013-01-07","01/24/2013","09:20:24"
"007-000000186","16","4991","OP0186-4102","55037","OP0186-4102-106","1337.080000","Met","","2013-05-08","05/24/2013","08:21:17"
"007-000000186","16","4991","OP0186-4102","57866","OP0186-4102-107","1356.550000","Met","","2013-06-11","06/21/2013","12:10:46"
"007-000000186","16","4991","OP0186-4102","61757","OP0186-4102-108","1388.680000","Met","","2013-08-07","08/08/2013","15:11:59"
"007-000000186","16","4993","OP0186-4103","26103","","0.430000","Met","","2012-09-10","10/18/2012","13:02:42"
"007-000000186","16","4993","OP0186-4103","28975","OP0186-4103-102","0.430000","Met","","2012-10-09","10/18/2012","13:02:42"
"007-000000186","16","4993","OP0186-4103","31595","OP0186-4103-103","0.450000","Met","","2012-11-13","11/15/2012","11:36:43"
"007-000000186","16","4993","OP0186-4103","35499","OP0186-4103-104","0.450000","Met","","2012-12-07","12/19/2012","09:51:21"
"007-000000186","16","4993","OP0186-4103","38989","OP0186-4103-105","0.430000","Met","","2013-01-07","01/24/2013","09:20:24"
"007-000000186","16","4993","OP0186-4103","55039","OP0186-4103-106","0.420000","Met","","2013-05-08","05/24/2013","08:21:17"
"007-000000186","16","4993","OP0186-4103","57867","OP0186-4103-107","0.400000","Met","","2013-06-11","06/21/2013","12:10:46"
"007-000000186","16","4993","OP0186-4103","61758","OP0186-4103-108","0.380000","Met","","2013-08-07","08/08/2013","15:11:59"
"007-000000186","16","4995","OP0186-4104","26105","","99.000000","Met","","2012-09-10","10/18/2012","13:02:42"
"007-000000186","16","4995","OP0186-4104","28979","OP0186-4104-102","99.000000","Met","","2012-10-09","10/18/2012","13:02:42"
