Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2012,Target 2013,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Result Met/Not Met,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"005-000001496","229","005","Department of Agriculture","FPA-P2 - Fire Program Analysis System - Phase 2","2879","","Extent to which all FPUs were analyzed using the FPA application","percent","102-Mission and Business Results - Support Delivery of Services","100.000000","100.000000","Over target","Quarterly","","59750","","98.000000","Not Met","Over target","2013-06-30","08/20/2013","17:09:18"
"005-000001496","229","005","Department of Agriculture","FPA-P2 - Fire Program Analysis System - Phase 2","2880","","Creation and maintenance of system enviornments to support business and technical needs","number","212-Technology - Quality Assurance","4.000000","4.000000","Over target","Quarterly","","59751","","3.000000","Not Met","On target","2013-06-30","08/20/2013","17:09:18"
"005-000001496","229","005","Department of Agriculture","FPA-P2 - Fire Program Analysis System - Phase 2","2881","","Alignment with National Widlland Fire Enterprise Architecture and modernization blueprint","percent","214-Technology - Information and Data","75.000000","75.000000","Over target","Semi-Annual","","59754","","62.000000","Not Met","On target","2013-06-30","08/20/2013","17:09:18"
"005-000001496","229","005","Department of Agriculture","FPA-P2 - Fire Program Analysis System - Phase 2","2882","","Automate back end data loading and process queing to permit government staff to manage routine server processes.","percent","213-Technology - Efficiency","35.000000","35.000000","Over target","Monthly","","59756","","20.000000","Not Met","On target","2013-06-30","08/20/2013","17:09:18"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3043","","Security Patches Applied to Servers.","percent","103-Mission and Business Results - Management of Government Resources","99.000000","99.000000","Over target","Monthly","P43-005-070","59593","","99.700000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3044","","Security Patches Applied to Desktops and Laptops","percent","103-Mission and Business Results - Management of Government Resources","99.000000","99.000000","Over target","Monthly","p43-005-070","59579","","62.600000","Not Met","POAM's create and risks are mitigated.","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3045","","For each service request that requires shipment from the Depot as an element of resolution, that shipment occurs within 2 business days.","percent","113-Customer Results - Timeliness and Responsiveness","95.000000","95.000000","Over target","Monthly","P43-005-070","59621","","100.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3046","","Tier 1 resolutions occur within 20 minutes.","percent","112-Customer Results - Service Coverage","100.000000","90.000000","Over target","Monthly","P43-005-070","59586","","100.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3047","","Tier 2 resolutions occur within 1 business day.","percent","112-Customer Results - Service Coverage","98.000000","90.000000","Over target","Monthly","P43-005-070","59600","","98.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3048","","Tier 3 resolutions occur within 5 business days, or in some cases within agreed upon timeframe.","percent","112-Customer Results - Service Coverage","99.000000","85.000000","Over target","Monthly","P43-005-070","59607","","98.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3049","","All Service Desk assigned security POA&amp;Ms resolved within mutually agreed timeframe.","percent","112-Customer Results - Service Coverage","100.000000","90.000000","Over target","Monthly","P43-005-070","59572","","100.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3050","","Customer Survey Satisfaction for Service Desk customer interfaces, score of 4 or better on a scale of 1-5.","percent","114-Customer Results - Service Quality","91.000000","85.000000","Over target","Monthly","P43-005-070","59614","","93.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3051","","System availability for mission critical servers","percent","215-Technology - Reliability and Availability","99.900000","95.000000","Over target","Monthly","P43-005-070","59565","","99.800000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3052","","Number of systems or releases to be tested in PHDCIS formal test environment.","percent","213-Technology - Efficiency","80.000000","80.000000","Over target","Quarterly","P43-005-070","59628","","80.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000000083","230","005","Department of Agriculture","Public Health Data Communications Infrastructure System (PHDCIS)","3053","","Data Quality for Operational Systems.","percent","214-Technology - Information and Data","99.000000","99.000000","Over target","Quarterly","P43-005-070","59635","","99.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","2888","","Tier 3 resolutions occur within 5 business days, or in some cases within DKW and FSIS agreed upon timeline.","percent","112-Customer Results - Service Coverage","85.000000","85.000000","Over target","Monthly","","59532","","98.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","2889","","All Service Desk assigned security POA&amp;amp;M resolved within mutually agreed timeframe.","percent","112-Customer Results - Service Coverage","100.000000","90.000000","Over target","Monthly","","59534","","100.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","2890","","Number of reader applications","number","213-Technology - Efficiency","1.000000","1.000000","Over target","Monthly","","59528","","2.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","2891","","Time to process transactional data into the data warehouse","Timeliness and Responsiveness","213-Technology - Efficiency","4.000000","4.000000","Over target","Monthly","","59530","","4.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","2895","","Number of PHIS Releases to be tested in PHDCIS formal test environment","Percent","213-Technology - Efficiency","80.000000","80.000000","Over target","Quarterly","","59526","","100.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","2896","","Data Quality for PHIS Operational System","percent","213-Technology - Efficiency","90.000000","90.000000","Over target","Quarterly","","59536","","90.000000","Met","","2013-06-30","08/20/2013","17:15:32"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","6563","","Salary payments (excluding manual payments) are issued and available to employee on scheduled payday","Percent","103-Mission and Business Results - Management of Government Resources","0.990000","0.990000","Over target","Quarterly","","59757","","0.999900","Met","","2013-07-08","08/20/2013","18:51:48"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","6565","","NFC Contact Center is available during business hours  (8 a.m. - 4 p.m. CT) on business days.","Percent","111-Customer Results - Customer Benefit","0.980000","0.980000","Over target","Quarterly","","59758","","1.000000","Met","","2013-07-08","08/20/2013","18:51:48"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","6567","","80 % of calls are answered within 30 seconds","Percent","111-Customer Results - Customer Benefit","0.800000","0.800000","Over target","Quarterly","","59759","","0.850000","Met","","2013-07-08","08/20/2013","18:51:48"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","6569","","70 % of calls are resolved on the first call","Percent","111-Customer Results - Customer Benefit","0.700000","0.700000","Over target","Quarterly","","59760","","0.990000","Met","","2013-07-08","08/20/2013","18:51:48"
"005-999991841","234","005","Department of Agriculture","Human Resources Line of Business:  Service Center","6571","","PPS Production System available to customers between the hours of 6a.m. - 6p.m. CT Monday - Friday, excluding Federal holidays and scheduled system outages.","Percent","215-Technology - Reliability and Availability","0.995000","0.995000","Over target","Monthly","","62021","","1.000000","Met","","2013-08-08","08/20/2013","18:51:48"
