Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
005-000002224,5,USDA Identity &amp; Access Management,2898,e-Auth: Response to new integration request submission with design document &amp;lt;1week,Percent,113-Customer Results - Timeliness and Responsiveness,90.0,95.0,Not Met
005-000002224,5,USDA Identity &amp; Access Management,2899,"e-Auth: Compliance to cyber security regulations, C&amp;amp;A and A-123",Compliance,206-Process and Activities - Management and Innovation,90.0,90.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2900,ePACS: Reliability and Availability for system uptime. Amount of time that the system is operational (minus scheduled) maintenance windows,Percent,214-Technology - Information and Data,99.2,99.2,Met
005-000002224,5,USDA Identity &amp; Access Management,2901,"EIMS: Compliance to cyber security regulations, C&amp;amp;A and A-123",Percent,206-Process and Activities - Management and Innovation,100.0,99.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2902,"EIMS: Data synchronization daily to all available customer (agency) endpoints to provide interoperability of PIV (LincPass) credentials, personal authentication, access control, and card management.",Percent,213-Technology - Efficiency,100.0,100.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2903,"e-Auth: Data synchronization daily to all available customer (agency) endpoints to provide interoperability of PIV (LincPass) credentials, personal authentication, access control, and card management.",Percent,213-Technology - Efficiency,100.0,100.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2904,ePACs: The number of HSPD-12 PIV cards (LincPass) issued equals 100% of the number of USDA NON-EMPLOYEES that require the credential.,Percent,202-Process and Activities - Productivity,75.0,75.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2905,ePACs: Full HSPD-12 PACS compliance. Number of Agencies and facilities migrated into ePACS in FY12,Number,101-Mission and Business Results - Services for Citizens,0.0,5.0,Not Met
005-000002224,5,USDA Identity &amp; Access Management,2906,ePACs: Number of Light Activation Stations deployed. Document deployment efforts and maintain location database,Number stations added per month,202-Process and Activities - Productivity,0.0,150.0,Not Met
005-000002224,5,USDA Identity &amp; Access Management,2907,ePACS: Productivity and Efficiency of Badging privilege revocation to meet FICAM standards of 2 hours. Meet new FICAM compliance standards of 2 hours for revocation,Hours,202-Process and Activities - Productivity,2.0,2.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2908,ePACS: Total PIV Cardholders imported into system. Ongoing maintenance of 100% PIV cardholders in system following credential activation,Percent Complete,213-Technology - Efficiency,100.0,100.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2909,ePACS: Increased facility administration response time from client workstations to ePACS infrastructure. Increase of system responsiveness for initial facility remote connection,Seconds,213-Technology - Efficiency,90.0,90.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2910,ePACs: Number of days operational. Monitor system and provide report detailing system availability,Percent Complete,214-Technology - Information and Data,100.0,100.0,Met
005-000002224,5,USDA Identity &amp; Access Management,2911,ePACS: Availability percentage for system administrators to modify local facility access: Amount of time that the system is operational to include maintenance windows,Percent,214-Technology - Information and Data,97.5,98.5,Met
005-000002224,5,USDA Identity &amp; Access Management,2912,ePACs: The number of HSPD-12 PIV (LincPass) cards issued equals 100% of the number of USDA EMPLOYEES that require the credential.,Percent Complete (target adjusted to exclude typic,202-Process and Activities - Productivity,85.0,100.0,Not Met
005-000002224,5,USDA Identity &amp; Access Management,2913,ePACS: System Accessibility by end user. Ability of end users to authenticate to the system for physical access,Percent,214-Technology - Information and Data,99.25,99.4,Not Met
005-000002224,5,USDA Identity &amp; Access Management,2915,"EEMS: Data synchronization daily to all available customer (agency) endpoints to provide interoperability of PIV (LincPass) credentials, personal authentication, access control, and card management.",Percent,213-Technology - Efficiency,90.0,90.0,Met
005-000000018,5,Web-Based Supply Chain Management (WBSCM),1078,Customer access to system during business hours.,percent,215-Technology - Reliability and Availability,99.0,99.0,Met
005-000000018,5,Web-Based Supply Chain Management (WBSCM),1079,3 second or less system response.,percent,213-Technology - Efficiency,95.0,95.0,Met
005-000000018,5,Web-Based Supply Chain Management (WBSCM),1080,System availability 24x7 except for planned outages.,percent,215-Technology - Reliability and Availability,97.0,97.0,Met
005-000000018,5,Web-Based Supply Chain Management (WBSCM),1081,Overall customer satisfaction.,percent,114-Customer Results - Service Quality,75.0,80.0,Met
005-000000018,5,Web-Based Supply Chain Management (WBSCM),1082,Electronic invoicing enabling on time payments.,percent,103-Mission and Business Results - Management of Government Resources,90.0,90.0,Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2379,% of offices that utilize the project registration process,% of offices,203-Process and Activities - Cycle Time and Timeliness,0.0,90.0,Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2380,Increase the number of java applications using automated security scanning.,Count of java applications,212-Technology - Quality Assurance,80.0,92.0,Not Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2381,Increase the number of WebSphere Automated deployments.,Count of java applications,215-Technology - Reliability and Availability,82.0,106.0,Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2382,Conduct Project Management Engagements to help increase the adoption of agency standards and best practices.,Number of Project Management Engagements,114-Customer Results - Service Quality,0.0,10.0,Not Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2383,Number of Change Control Boards established and chartered,Count of CCB Charters,204-Process and Activities - Quality,0.0,10.0,Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2384,Increase the number of automated java builds (continuous integration).,Number pf Java Applications,212-Technology - Quality Assurance,159.0,167.0,Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2385,Number of projects registered.,Count of registered projects,103-Mission and Business Results - Management of Government Resources,20.0,100.0,Met
005-000001742,5,"FSA Architecture, SDLC and Common IT Solutions  #0109",2386,Conduct Application Architect Engagements to help increase the adoption of agency standards and best practices.,Number of Application Architect Engagements,103-Mission and Business Results - Management of Government Resources,8.0,8.0,Met
005-000000054,5,Geographic Information System  (GIS) #84,2815,% of end-users of the application or system who report they are satisfied with the application or system. User surveys and focus groups will be used to determine satisfaction levels.,percent,111-Customer Results - Customer Benefit,55.0,65.0,Met
005-000000054,5,Geographic Information System  (GIS) #84,2816,Citrix System Uptime,percent,215-Technology - Reliability and Availability,97.0,100.0,Met
005-000000054,5,Geographic Information System  (GIS) #84,2817,NAIP Imagery Quality,percent,204-Process and Activities - Quality,99.0,100.0,Met
005-000000054,5,Geographic Information System  (GIS) #84,2818,NAIP Image Services Uptime,percent,215-Technology - Reliability and Availability,95.0,100.0,Met
005-000000054,5,Geographic Information System  (GIS) #84,2819,Meeting Software Delivery Milestones,Schedule Performance Indicator,103-Mission and Business Results - Management of Government Resources,0.95,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2785,Develop AgPRS Customer Satisfaction Target Metrics,Develop Satisfaction Metrics,111-Customer Results - Customer Benefit,0.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2786,Develop AgPRS Operation Training Briefing,Develop AgPRS Operation Training Plan,111-Customer Results - Customer Benefit,0.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2787,Time required to deliver ordered subscriber unit to customer.,Business Days in Procurement,113-Customer Results - Timeliness and Responsiveness,90.0,90.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2788,Annual review of AgPRS Disaster Recovery Plan,Review AgPRS Disaster Recovery Plan,101-Mission and Business Results - Services for Citizens,1.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2789,Develop AgPRS Radio Lifecycle Management Framework,Develop AgPRS Life Cycle Management Framework,103-Mission and Business Results - Management of Government Resources,1.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2790,Annual Review the AgPRS System Security Plan,Review the AgPRS Security Plan,103-Mission and Business Results - Management of Government Resources,1.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2791,Develop AgPRS System Monitoring Framework,Develop the AgPRS System Monitoring Framework,103-Mission and Business Results - Management of Government Resources,0.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2792,Annual Review of the AgPRS Contingency Plan,Review the AgPRS Contingency Plan,102-Mission and Business Results - Support Delivery of Services,1.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2793,Annual Review of AgPRS Continuity of Operations Plan,Review the AgPRS COOP,102-Mission and Business Results - Support Delivery of Services,1.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2794,Evaluate the workforce competencies required to meet the agency s strategic goals,Evaluate Workforce Competencies,102-Mission and Business Results - Support Delivery of Services,0.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2795,Develop the AgPRS Inventory Management Framework,Develop the AgPRS Inventory Management Framework,103-Mission and Business Results - Management of Government Resources,0.0,1.0,Met
005-000000073,5,AgPRS - USDA Public Safety Land Mobile Radio System,2796,Develop AgPRS Logistics Management Framework,Develop the AgPRS Logistics Management Framework,103-Mission and Business Results - Management of Government Resources,0.0,1.0,Met
