Unique_Investment_Identifier,Contract_ID,IDV_PIID,Vendor_name,Contract_size,Type of Contract (USAspending),Contract_Description,Timestamp (Contract)
006-000525200,20721,GS35F5519H,ONIX NETWORKING CORPORATION,0.035261,Firm Fixed Price,CONTRACTOR SERVICES,2012-04-26 09:17:26
006-000525200,20723,GS35F0210R,"RECOVERY POINT SYSTEMS, INC.",0.594716,Firm Fixed Price,Disaster Recovery and Media Storage Services,2012-02-28 11:25:32
006-000525200,20724,GS06F0471Z,DIGITAL MANAGEMENT INCORPORATED,0.8175,Labor Hours,"Applications Development Support for the BEA Estimation Information Technology System (BEA-EITS).  BEA seeks the services of a Contractor to provide full Software Development Life Cycle (SDLC) support for BEAEITS, its subsystems, and underlying IT architecture components.  The Contractor shall be expected to provide services to support tasks such as Project Management, Work Plan Development, IT/Functional Planning&Analysis, Requirements Analysis, Design, Software Development, Testing, Documentation, Implementation, and Operations and Maintenance.",2012-02-28 11:25:32
006-000525200,22232,GS00Q09BGD0019,BOOZ ALLEN HAMILTON INC.,3.6,Labor Hours,BUREAU OF ECONOMIC ANALYSIS ESTIMATION INFORMATION TECHNOLOGY SYSTEM (BEA-EITS) STATISTICAL PRODUCTIONS MODERNIZATION AND APPLICATIONS DEVELOPEMENT SUPPORT,2012-03-08 12:37:21
006-000525200,22234,GS35F4153D,INTELLIGENT DECISIONS INCORPORATED,0.130939,Firm Fixed Price,DATA DOMAIN PURCHASE AND 3YR MAINTENANCE.,2012-02-28 11:25:32
006-000525200,22235,GS35F0131R,CARAHSOFT TECHNOLOGY CORPORATION,0.13354000000000002,Firm Fixed Price,"SECURITY LOGGING LICENSES, MAINTENANCE AND EQUIPMENT",2011-09-22 16:10:35
006-000525200,23071,GS35F5014H,"GARTNER, INC.",0.02945,Firm Fixed Price,IT RESEARCH SUBSCRIPTION,2012-04-26 09:17:26
006-000525200,24023,GS35F0119P,CELLCO PARTNERSHIP DBA VERIZON WIRELESS,0.050101,Firm Fixed Price,VERIZON WIRELESS SERVICES FOR THE PERIOD OF 10 MONTHS,2012-04-26 09:17:26
006-000525200,24787,GS35F0372N,"EN POINTE GOV, INC",0.395877,Firm Fixed Price,MICROSOFT ENTERPRISE AGREEMENT,2012-07-30 14:43:48
006-000525200,25045,GS00T07NSD0002,QWEST CORPORATION (8481),0.0765,Time and Materials,CONTINUED IT SERVICES,2012-07-30 14:43:49
006-000401000,23536,GS06F0682Z,"ACTIONET, INC.",0.24342199999999997,Firm Fixed Price,LEHD - IT SERVICES,2012-02-28 11:43:52
006-000400700,20741,DOCYA132309CQ0020,FENESTRA TECHNOLOGIES CORPORATION,1.8449330000000002,Time and Materials,CONDUCT SURVEYOR AND GENERALIZED INSTRUMENT DESIGN SYSTEM ENHANCEMENT,2012-04-26 09:21:59
006-000400700,23177,DOCYA132309CQ0010,FLAGSHIP CUSTOMS SERVICES,3.273759,Firm Fixed Price,THE PURPOSE OF THIS MODIFICATION IS TO CORRECT THE NOT-TO-EXCEED HOURS FOR SECURITY SERVICES.,2012-04-26 09:21:59
006-000321600,23855,DOCDG133W0CQ0042,"EARTH RESOURCES TECHNOLOGY, INC.",3.214643,Time and Materials,"MISSION SUPPORT SERVICES FOR NOAA'S NCDC, ASHEVILLE, NC.",2012-08-16 13:30:48
006-000400800,18968,NNG07DA35B,CDW GOVERNMENT INCORPORATED,38.90847,Firm Fixed Price,Laptop refresh,2012-02-29 10:55:05
006-000803100,25263,GS35F4797H,CGI FEDERAL INCORPORATED,14.864225,Labor Hours,CGI-FEDERAL SERVICES AND SUPPORT,2012-08-15 10:06:25
006-000803100,25265,GS23F9763H,GRANT THORNTON LLP,1.6423299999999998,Fixed Price Incentive,COST ACCOUNTING SUPPORT FROM 2/1/2008 THRU 12/31/2008.,2012-08-15 10:06:25
006-000803100,25267,GS06F0651Z,"PHACIL, INC.",0.875444,Labor Hours,INFORMATIONAL TECHNOLOGY PRODUCT ASSURANCE (ITPA) SERVICESFUNCTIONAL AREA: ENTERPRISE CONFIGURATION MANAGEMENT (ECM),2012-08-15 10:06:25
006-000803100,25269,GS35F0426T,CLEARAVENUE LIMITED LIABILITY COMPANY,2.06188,Firm Fixed Price,PROFESSIONAL SERVICES FOR IBM WEBSPHERE (EPETITIONS PROJECT).,2012-08-15 10:06:25
006-000803100,25271,GS06F0631Z,"INFOZEN, INC.",2.484069,Labor Hours,MOD 0020,2012-08-15 10:06:25
006-000803100,25273,DOC45PAPT1170000,CGI FEDERAL INC.,0.856284,Labor Hours,MIGRATE LEGACY DATA TO COTS (FPNG) - CONTRACTOR SUPPORT - CONVERSION EVM,2012-08-15 10:06:26
006-000803100,25275,DOC45PAPT1170000,CGI FEDERAL INC.,0.5721579999999999,Labor Hours,CONFIGURE COTS (FPNG) - CONTRACTOR SUPPORT - CONFIGURATION EVM,2012-08-15 10:06:26
006-000803100,25277,DOC45PAPT1000002,GUIDENT TECHNOLOGIES INC,0.902857,Labor Hours,EDW REPORTS,2012-08-15 10:06:26
006-000803100,25279,DOC45PAPT1170000,CGI FEDERAL INC.,0.027006,Labor Hours,FPNG UI&I REFERENCE DATA SERVICES PROJECT - CONTRACTOR SUPPORT,2012-08-15 10:06:26
006-000803100,25281,DOC45PAPT1000002,GUIDENT TECHNOLOGIES INC,4.583286,Labor Hours,ENTERPRISE DATA WAREHOUSE (EDW) OPERATIONS AND MAINTENANCE,2012-08-15 10:06:26
006-000803100,25283,DOC45PAPT1000006,SYNEREN TECHNOLOGIES CORPORATION,2.032223,Labor Hours,MOD 0003,2012-08-15 10:06:26
006-000803100,25285,DOC45PAPT1000002,GUIDENT TECHNOLOGIES INC,0.16756,Labor Hours,FPNG UI&I REFERENCE DATA SERVICES (RDS)POC:  DATE OF AWARD THROUGH 11/30/2012FUNDING POC: DATE OF AWARD THROUGH 11/30/2012,2012-08-15 10:06:26
006-000803100,25287,DOC50PAPT0801008,"INFORMATION INNOVATORS, INC.",2.644048,Time and Materials,III- TO FM-10- 0015,2012-08-15 10:06:26
006-000803100,25289,DOC50PAPT0801027,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",1.043874,Labor Hours,FUNDING FOR NEW TASK ORDER   CHIEF ARCHITECT TRADEMARKS NEXT GENERATION (TM NG) SUPPORT,2012-08-15 10:06:26
006-000803100,25291,DOC50PAPT0801026,PROJECT PERFORMANCE CORPORATION,0.592126,Labor Hours,USER INTERFACE&INTEGRATION (UI&I) SERVICES FOR THE FEE PROCESSING NEXT GENERATION (FPNG) SYSTEM - CONTRACTOR SUPPORTPOP:  DATE OF AWARD THROUGH 11/30/2011,2012-08-15 10:06:26
006-000803100,25293,DOC50PAPT0701039,RED RIVER COMPUTER COMPANY INCORPORATED,3.4953849999999997,Firm Fixed Price,RED HAT SOFTWARE AND SUPPORT.,2012-08-15 10:06:26
006-000803100,25295,DOC50PAPT1200010,NIKSOFT SYSTEMS CORPORATION,1.349536,Firm Fixed Price,MAINTENANCE AND PRODUCTION SUPPORT OF E-COMMERCE SERVICE AREA,2012-08-15 10:06:26
006-000803100,25297,DOC50PAPT1200016,"PRAGMATICS, INC.",1.22045,Firm Fixed Price,SDI-NG - REVENUE ACCOUNTING&MANAGEMENT (RAM) SUPPORT,2012-08-15 10:06:26
006-000803100,25299,DOC50PAPT1200016,"PRAGMATICS, INC.",0.150516,Labor Hours,FPNG UI&I REFERENCE DATA SERVICES - CONTRACTOR SUPPORT -POC:  DATE OF AWARD - 12/31/2012FUNDING POC: DATE OF AWARD - 12/31/2012,2012-08-15 10:06:26
006-000051000,19008,GS35F4670G,THE MIL CORPORATION,10.805919,Labor Hours,NIST/Commerce Business System - Support Services,2012-02-28 15:17:11
006-000051000,19009,GS35F0085K,SYSTALEX CORPORATION,7.224825999999999,Time and Materials,ADMINISTRATIVE SYSTEMS TECHINAL SUPPORT CONTRACT,2012-02-28 15:17:11
006-000051000,19011,GS35F0085K,SYSTALEX CORPORATION,4.764705999999999,Time and Materials,MODIFY DUE DATES FOR DELIVERABLES AND CHANGE LABOR CATEGORY HOURS,2012-08-16 12:47:52
006-000401400,24059,GS35F0060L,DELOITTE CONSULTING L.P.,1.807975,Time and Materials,EXERCISE OPTION YEAR 1,2012-04-27 10:02:44
006-000401400,24061,GS35F0223U,AGILEX TECHNOLOGIES INCORPORATED,3.524223,Time and Materials,FIELD MOBILE APPLICATIONS DEVELOPMENT SUPPORT SERVICES,2012-04-27 10:02:44
006-000401400,24063,GS35F0283J,HARRIS CORPORATION (6860),5.184636,Time and Materials,FIELD MOBILE ARCHITECTURE/INFRASTRUCTURE IMPLEMENTATION SUPPORT.,2012-04-27 10:02:44
006-000401400,24065,DOCYA132309CQ0028,PORTAL TECHNOLOGIES CORP,1.75,Time and Materials,PROGRAMMATIC AND TECHNICAL SUPPORT SERVICES FOR THE TMO OFFICE ON THE RESEARCH AND DEVELOPEMENT PROGRAM.,2012-04-27 10:02:44
006-000803200,21357,DOC44PAPT1000012,"PHACIL, INC.",0.875444,Labor Hours,INFORMATIONAL TECHNOLOGY PRODUCT ASSURANCE (ITPA) SERVICESFUNCTIONAL AREA: ENTERPRISE CONFIGURATION MANAGEMENT (ECM),2012-08-15 16:30:11
006-000803200,24077,DOC50PAPT1200017,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2.15306,Labor Hours,PATENT END TO END (PE2E) 2.0 - EXAMINATION TOOLS AND INFRASTRUCTURE DEVELOPMENT - CONTRACTOR SUPPORT.PERIOD OF PERFORMANCE:  DATE OF AWARD THROUGH 12/31/2012.FUNDING POP:  DATE OF AWARD THROUGH 12/31/2012.,2012-04-27 15:05:23
006-000312500,20856,DOCDG133W07CQ0066,EARTH RESOURCES TECHNOLOGY INCORPORATED,12.279607,Time and Materials,Task Order T0001 for Mission Performance and Systems Effectiveness Support,2012-02-28 15:51:26
006-000312500,20858,GS23F0286P,SKJEI TELECOM INCORPORATED,2.953277,Labor Hours,"MGT, Tech support",2012-02-28 15:51:26
006-000312500,23082,DOCDG133W10CQ0026,"ACE INFO SOLUTIONS, INC.",1.433643,Labor Hours,NWS METEOROLOGICAL DEVELOPMENT SUPPORT SERVICES,2012-02-28 15:51:26
006-000400100,20729,GS35F0108J,ORACLE CORPORATION,7.8340179999999995,Firm Fixed Price,ORACLE ENTERPRISE EDITION SOFTWARE LICENSE,2012-02-29 10:54:58
006-000400100,23173,GS35F0170K,"EXECUTIVE INFORMATION SYSTEMS,",4.883,Firm Fixed Price,SAS CONSULTANT,2012-02-29 10:54:58
006-000801100,21342,DOC44PAPT1000012,"PHACIL, INC.",0.875444,Labor Hours,INFORMATIONAL TECHNOLOGY PRODUCT ASSURANCE (ITPA) SERVICESFUNCTIONAL AREA: ENTERPRISE CONFIGURATION MANAGEMENT (ECM),2012-08-15 16:29:10
006-000801100,23859,DOC50PAPT0701039,RED RIVER COMPUTER COMPANY INCORPORATED,28.522615999999996,Firm Fixed Price,PTONet 3 - See Attachments Section C - Statement of Work - Attachment 1 Ordering Information - Attachment 2,2012-03-28 12:00:49
018-000001010,20905,GS35F4919H,"CTG, INC.",2.021473,Firm Fixed Price,EDFacts Independent Verification and Validation (IVV) and Program Management Advice and Assistance Services,2012-02-23 13:00:05
018-000001010,20906,GS35F0345M,"2020 COMPANY, LLC",18.026589,Firm Fixed Price,TO PERFORM LOAD TESTING AND PREMIUM MAINTENANCE FOR THE CIVIL RIGHTS DATA COLLECTION APPLICATION AND FUND INCENTIVES,2012-08-23 14:00:02
018-000001070,20899,GS35F4984H,INTERNATIONAL BUSINESS MACHINE,37.630311,Firm Fixed Price,CONTRACTOR SUPPORT FOR THE DAILY OPERATION OF THE EDUCATION DEPARTMENT'S CENTRAL AUTOMATED PROCESSING SYSTEM (EDCAPS),2012-02-29 08:57:02
019-000000577,20368,GS06F0640Z,METRICA TEAM VENTURE,28.526721000000002,Firm Fixed Price,"TAS::89 0240::TASThe National Nuclear Security Administration (NNSA) Office of Chief Information Officer (OCIO) has identified a need to procure Information Technology (IT) services, Cyber Security services and Advisory and Assistance Services (AAS).",2012-02-23 16:28:43
019-000000122,20398,GS-35F-0478N,"C R I ADVANTAGE, INC",4.940117,Time and Materials,"iManage Program Management and Integration support services in accordance with the Statement of Work, attachment 2 hereof. (Proposal requirements are set forth in the attachments hereto.)",2012-02-23 15:56:43
019-000000122,20400,GS35F0175U,APPSENTIAL LIMITED LIABILITY COMPANY,31.907442,Time and Materials,"TAS::89 0338::TAS Recovery Act funds. Support services for Department of Energy iManage software, its core financial/budgeting system. Support includes application operations, administration & maintenance support for all iManage modules. ARRA::YES::ARRA",2012-02-23 15:56:43
019-000001183,21928,DEAB0108IM00192,SOFTMART GOVERNMENT SERVICES INCORPORATED,0.261592,Firm Fixed Price,"TAS::89 0321::TASThe purpose of BPA Call DE-BP0001483 is to purchase the Softmart Adobe licenses, license maintenance and license support per Softmart",2011-09-16 16:49:40
009-000000704,21061,HHSM500200700009I,ACTIONET INCORPORATED,7.98269,Firm Fixed Price,DATA AND DATABASE ADMINISTRATION SUPPORT,2012-03-29 13:26:25
009-000000704,21062,GS06F0542Z,MED TRENDS INCORPORATED,2.020906,Firm Fixed Price,TAS::75 0511::TAS COBOL PROGRAMMING SUPPORT,2012-03-29 13:26:25
009-000000704,21063,HHSM500200700010I,MARICOM SYSTEMS INCORPORATED,27.665055,Cost Plus Award Fee,DATA AND DATABASE ADMINISTRATION SUPPORT,2012-03-29 13:26:25
009-000000704,21066,HHSM500201000002B,"CAS SEVERN, INC.",0.095711,Firm Fixed Price,HHSM-500-2010-00002BHHSM-500-B0022BPA #22,2012-03-29 13:26:25
009-000000714,21075,HHSM500201000026I,"MATHEMATICA POLICY RESEARCH, INC.",1.500111,Firm Fixed Price,MEDICAID STATISTICAL INFORMATION SYSTEM,2012-02-27 13:05:33
009-000000714,21076,HHSM500200500025I,MATHEMATICA POLICY RESEARCH INCORPORATED,7.649625,Cost Plus Fixed Fee,"TAS::75 1701::TAS RECOVERY CER DATA INFRASTRUCTURE MAX PRODUCTION, ENHANCEMENT, AND DATA QUALITY ARRA::YES::ARRA",2012-02-27 13:05:33
009-000000714,21077,HHSM500200700029I,DATA COMPUTER CORPORATION OF AMERICA,5.816783999999999,Cost Plus Fixed Fee,TAS::75 0511::TAS  ENTERPRISE SYSTEMS DEVELOPMENT,2012-02-27 13:16:09
009-000000714,21078,GS35F5120G,DATA COMPUTER CORPORATION OF A,10.543502,Time and Materials,OTHER ADP & TELECOMMUNICATIONS SVCS,2012-02-27 13:16:10
009-000001359,21080,GS35F4689G,CAS SEVERN INCORPORATED,2.111348,Firm Fixed Price,Maintenance and Support Service. Correct IDV ID.,2012-02-23 11:09:55
009-000001361,21081,26301D0050,SYSTEMS RESEARCH AND APPLICATI,89.023763,Combination (two or more),TAS::75 0350::TAS NATIONAL PRACTITIONER DATA BANK-HIPDB 4TH GENERATION,2012-02-24 14:27:33
009-000001361,21083,263010050,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,4.497626,Fixed Price Incentive,IT AND TELECOM- DATA CENTERS AND STORAGE,2012-02-24 14:27:33
009-000001362,21084,GS35F0304M,VANGENT INCORPORATED,5.03867,Time and Materials,Treasury Account Symbol (TAS): 75 9/0 0389 RPMS applications support,2012-02-23 11:10:09
009-000001362,21085,GS35F0548S,SCIENTIFIC TECHNOLOGIES CORPORATION,0.02046,Firm Fixed Price,HL7 COMMUNICATIONS BRIDGE,2012-02-23 11:07:16
009-000001362,21087,GS35F0343T,CIMARRON MEDICAL INFORMATICS,1.00896,Time and Materials,IT SERVICES,2012-02-23 11:10:09
009-000001362,21088,GS06F0067Z,DATA NETWORKS INCORPORATED,1.0145899999999999,Fixed Price Level of Effort,SOFTWARE QUALITY ASSURANCE AND RELEASE MANAGEMENT FOR THE IHS RESOURCE PATIENT MANAGEMENT SYSTEM (RPMS) SUITE OF APPLICATIONS.,2012-02-23 11:10:09
009-000001362,21089,GS06F0616Z,"DATA NETWORKS, INC.",9.061539,Time and Materials,"THE SCOPE OF WORK WILL INCLUDE PERFORMING SERVICES THAT SUPPORT THE IMPLEMENTATION OF THE IHS IT EPLC PROJECT MANAGEMENT INITIATIVE THROUGHOUT THE OFFICE OF INFORMATION TECHNOLOGY, AS WELL AS OTHER SERVICES THAT SUPPORT THE MISSION OF OIT AND ITS RELATIONSHIP WITH OTHER PROGRAMS WITHIN IHS.",2012-02-23 11:10:09
009-000001362,21090,GS35F0380V,"CAS SEVERN, INC.",5.626666999999999,Time and Materials,SOFTWARE DEVELOPMENT FOR THE INDIAN HEALTH SERVICE,2012-02-23 11:10:09
009-000001362,21091,GS00Q09BGD0061,"VANGENT, INC.",3.3179260000000004,Labor Hours,Meaningful Use for Interoperability Development and Enterprise.,2012-02-23 11:10:09
009-000001362,21092,GS06F0616Z,"DATA NETWORKS, INC.",3.841738,Firm Fixed Price,Indian Health Service Meaningful Use and EHR Certification Management and Area Support,2012-02-23 11:10:09
009-000001362,21093,GS35F0554W,INCREMENTAL TECHNOLOGY CONSULTANTS INC,1.9041990000000002,Time and Materials,Indian Health Service - Personal Health RecordContract Type is Hybrid - FFP/T&M (NG would not allow me to select combination),2012-02-23 11:10:09
009-000001362,21094,GS35F0343T,CIMARRON MEDICAL INFORMATICS,1.996404,Firm Fixed Price,IHS LABORATORY INFORMATION SYSTEM INTEROPERABILITY AND STANDARDIZATION FOR MEANINGFUL USE,2011-09-16 14:45:42
009-000001362,21095,GS06F0635Z,"ULTRA TECHNOLOGIES, INC.",1.835188,Time and Materials,Indian Health Service - IHS Meaningful Use Performance Measures Requirements and DevelopmentContract Type is Hybrid FFP/T&M (NG would not allow me to select Combined),2012-02-23 11:10:09
009-000001362,21096, NNG07DA16B,"FOUR POINTS TECHNOLOGY, L.L.C.",3.33359,Firm Fixed Price,INTERSYSTEMS CACHE ENTERPRISE LICENSES INCLUDING ENSEMBLE AND DEEPSEE,2012-02-23 11:10:09
009-000001362,21097,HHSI236201100001B,MEDSPHERE SYSTEMS CORPORATION,0.500684,Time and Materials,BPA  HHSI236201100001B  RPMS EHR APPLICATION SUPPORT THROUGH 10 31 2011,2011-10-31 09:48:04
009-000001362,21098,HHSI236201100001B,MEDSPHERE SYSTEMS CORPORATION,0.12409200000000001,Fixed Price Level of Effort,"RESOURCE AND PATIENT MANAGEMENT SYSTEM, ELECTRONIC HEALTH RECORDS, DEPLOYMENT SUPPORT THROUGH 10 31 2011",2011-09-16 14:45:42
009-000001362,21099,HHSI236201100001B,MEDSPHERE SYSTEMS CORPORATION,0.02688,Firm Fixed Price,"RESOURCE AND PATIENT MANAGEMENT SYSTEM, ELECTRONIC HEALTH RECORDS FOIA GOLD DATABASE MAINTENANCE",2011-09-16 14:45:42
009-000001362,21100,HHSI236201100001B,MEDSPHERE SYSTEMS CORPORATION,0.14998499999999998,Fixed Price Level of Effort,"RESOURCE AND PATIENT MANAGEMENT SYSTEM, ELECTRONIC HEALTH RECORD V1.1 PATCHES 8 AND 9",2011-09-16 14:45:42
009-000001362,21101,HHSI236201100001B,MEDSPHERE SYSTEMS CORPORATION,0.042263999999999996,Firm Fixed Price,"RESOURCE AND PATIENT MANAGEMENT SYSTEM (RPMS), ELECTRONIC HEALTH RECORDS (EHR), REMINDERS PATCH 1008 AND TIU PATCH 1009",2012-02-23 11:10:09
009-000001362,21102,HHSI236201100001B,MEDSPHERE SYSTEMS CORPORATION,0.01906,Firm Fixed Price,"RESOURCE AND PATIENT MANAGEMENT SYSTEM, ELECTRONIC HEALTH RECORD, PROJECT ID #EHR-2011-0006 LABORATORY V5 2 PATCH 1030",2011-09-16 14:45:42
009-000001362,21103,HHSI236201100001B,MEDSPHERE SYSTEMS CORPORATION,0.09344,Firm Fixed Price,"RESOURCE PATIENT MANAGEMENT SYSTEM, ELECTRONIC HEALTH RECORDS, JVN-CONSULTS INTERFACE DEVELOPMENT",2011-09-16 14:45:42
009-000001372,21104,GS10F0097L,RESEARCH TRIANGLE INSTITUTE,8.892097,Firm Fixed Price,TAS::75 0943::TAS 000HCPEG-2010-81215 - BIOSENSE DPD CONTRACT,2012-02-22 13:52:39
009-000001378,21107,GS00Q09BGD0048,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,3.5817309999999996,Time and Materials,"NEDSS REFERENCE IMPLEMENTATION, DEVELOPMENT, SUPPORT, AND DEPLOYMENT",2012-07-26 13:07:44
009-000001386,21113,HHSD2002008M27886B,BOOZ ALLEN HAMILTON INC,0.7955,Firm Fixed Price,VMBIP - VTRCKS TECH SUPPORT,2011-09-16 14:45:57
009-000001386,21114,GS06F0319Z,PREMIER CONSULTING AND MANAGEMENT SERVICES,0.579322,Firm Fixed Price,TAS::75 0512::TAS 000HCVG1-2010-88000 - VTRCKS SUPPORT,2012-02-24 09:59:02
009-000001386,21116,GS35F0131R,CARAHSOFT TECHNOLOGY CORPORATION,1.0697139999999998,Firm Fixed Price,TAS::75 0512::TAS 000HCVG1-2010-85507 - VTRCKS LICENSE BUNDLE,2012-02-24 09:59:03
009-000001386,21117,GS35F0131R,CARAHSOFT TECHNOLOGY CORPORATION,1.286338,Firm Fixed Price,TAS::75 0512::TAS 000HCVG1-2010-90055 - VTRCKS LICENSE BUNDLE,2012-02-24 09:59:03
009-000001386,21120,GS35F0406V,"SAP PUBLIC SERVICES, INC.",0.8630479999999999,Firm Fixed Price,TAS::75 0140::TAS 000HCVG1-2010-86062 - SAP PRODUCTIVITY PAK/COMPOSER,2012-02-24 09:49:36
009-999991400,21127,GS10F0388M,"VANGENT, INC.",7.493299,Time and Materials,Support Services for FHA Program Management and Program Administration,2012-02-24 14:02:24
009-999990160,21202,26301D0074,ANTEON CORPORATION (VA),24.856123999999998,Combination (two or more),Grants.gov System Integration Services,2012-02-28 08:51:18
009-999990160,21205,GS23F0076J,TMP WORLDWIDE INC,3.735499,Combination (two or more),TMP-60864,2012-02-28 08:51:18
009-999990160,21206,GS00V08PDD0066,COMPUTER SCIENCES CORPORATION,17.046368,Firm Fixed Price,TECHNICAL ASSISTANCE,2012-02-28 08:51:18
009-000001422,21211,26301D0050,SYSTEMS RESEARCH AND APPLICATI,22.688673,Time and Materials,"FEDERAL PARENT LOCATER SERVICE, AWARDED THROUGH NIH NITAAC CIOSP2 CONTRACTTAS::75 1553::TAS",2012-02-24 15:22:50
009-000001422,21212,26301D0054,LOCKHEED MARTIN SERVICES INC,16.554899,Firm Fixed Price,O M AND CSI OF FPLS AND OCSE SYSTEMS,2012-03-29 13:28:02
009-000001465,21219,GS35F0633S,ALPINE TECHNOLOGY GROUP,15.813839999999999,Time and Materials,QIES DEVELOPMENT (ASPEN),2012-07-26 13:08:04
009-000001465,21220,HHSM500200700029I,DATA COMPUTER CORPORATION OF AMERICA,5.816783999999999,Cost Plus Fixed Fee,TAS::75 0511::TAS OSCAR CLIA,2012-07-26 13:08:04
009-000001465,21221,HHSM500200700022I,BUCCANEER COMPUTER SYSTEMS AND SERVICE INCORPORATED,51.02807,Cost Plus Fixed Fee,QUALITY IMPROVEMENT AND EVALUATION SYSTEM,2012-07-26 13:08:04
009-000001468,21222,500030014,INTERNATIONAL BUSINESS MACHINE,120.922418,Cost Plus Award Fee,ACCOUNTING SERVICES,2012-02-23 10:10:47
009-000001468,21223,500030014,INTERNATIONAL BUSINESS MACHINE,106.05854199999999,Cost Plus Award Fee,TAS::75 0511::TAS ACCOUNTING SERVICES,2011-09-16 14:52:25
009-000001468,21224,500030014,INTERNATIONAL BUSINESS MACHINE,90.88040600000001,Firm Fixed Price,APPLICATION SERVICE PROVIDERS (ASP),2011-10-31 09:49:44
009-000001468,21225,500030014,INTERNATIONAL BUSINESS MACHINE,5.7759339999999995,Firm Fixed Price,AUTOMATED INFORMATION SYSTEM SVCS,2011-09-16 14:52:25
009-000001468,21227,500030014,INTERNATIONAL BUSINESS MACHINE,120.922418,Cost Plus Award Fee,ACCOUNTING SERVICES,2012-02-23 10:10:47
009-000001472,21230,HHSM500200700011I ,"QUALITY SOFTWARE SERVICES, INC.",29.627681,Cost Plus Fixed Fee,DATA AND DATABASE ADMINISTRATION SUPPORT,2012-02-28 14:03:29
009-000001474,21231,HHSM500200600002I,"HP ENTERPRISE SERVICES, LLC",258.61447000000004,Firm Fixed Price,OTHER PROFESSIONAL SERVICES,2012-03-29 13:26:32
009-000001902,21241,HHSM500200600002I,"HP ENTERPRISE SERVICES, LLC",56.506788,Firm Fixed Price,OTHER PROFESSIONAL SERVICES,2012-02-23 10:10:54
009-000001902,21242,HHSM500200600002I,"HP ENTERPRISE SERVICES, LLC",214.26983700000002,Firm Fixed Price,OTHER PROFESSIONAL SERVICES,2012-02-23 10:10:54
009-000001902,21243,HHSM500200600002I,"HP ENTERPRISE SERVICES, LLC",32.926548,Firm Fixed Price,OTHER PROFESSIONAL SERVICES,2012-02-23 10:10:54
009-000004062,21269,HHSN263200100228I,"STANLEY ASSOCIATES, INC.",5.96205,Time and Materials,ARRA::YES::ARRA TAS::75 0131::TAS  TASK ORDER FOR THE STANDARDS  INTEROPERABILITY NHIN OPERATIONAL INFRASTRUCTURE SUPPORT,2012-02-24 14:02:41
009-000004062,21270,GS35F0125S,AEGISNET INCORPORATED,1.7198939999999998,Time and Materials,TAS::75 0131::TAS RECOVERY - VIRTUAL LIFETIME ELECTRONIC RECORD,2012-02-24 14:02:41
009-000004062,23476,HHSP23320095633WC,DELOITTE CONSULTING L.L.P.,1.0430059999999999,Time and Materials,STANDARDS AND INTEROPERABILITY FRAMEWORK CERTIFICATION PROGRAM FOR HEALTH INFORMATION TECHNOLOGY,2012-02-24 14:02:41
009-000004093,21006,GS35F0382T,"CYBERTRUST, INC.",2.738655,Firm Fixed Price,"CIT: CYBERTRUST - FIRM FIXED PRICE PKI QUANTITY 5 AT $15,305",2012-02-27 14:38:24
009-000004093,21007,GS35F5014H,"GARTNER, INC.",0.576479,Firm Fixed Price,TAS::75 4554::TAS PROGRAM MANAGEMENT AND TECHNICAL ADVISORY SERVICES,2012-02-27 14:38:24
