Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
51,Release 3: Test,Testing for the upgrade of the User Interface to search and display. The functionalities include the addition of Non Personnel Subject data (vehicles and orgs).,Key Deliverable,2012-02-01,2012-03-30,0.013,0.0,Completed - Closed,1,06/20/2012,242,74 days,0 days,58 days
51,Release 3: Implementation,Implementation for the upgrade of the User Interface to search and display. The functionalities include the addition of Non Personnel Subject data (vehicles and orgs).,Usable Functionality,2012-04-16,2012-03-30,0.007,0.0,Completed - Closed,1,06/20/2012,243,13 days,0 days,-17 days
52,ADIS FY11 Release 3.7.1,Deliver FY11 corrective/break-fix maintenance release.,Usable Functionality,2010-11-20,2010-12-31,0.16,0.16,Completed - Closed,1,06/27/2012,244,41 days,25 days,0 days
52,ADIS FY11 Release 3.7.2,Deliver FY11 OS upgrade in support of Data Center Mirror and Migration with corrective/break-fix maintenance release.,Usable Functionality,2011-01-05,2011-02-28,0.32,0.32,Completed - Closed,1,06/27/2012,245,54 days,46 days,0 days
52,ADIS FY12 Release 3.8,Deliver FY12 Maintenance Release for Primary CIS Transformation IOE Interface,Usable Functionality,2011-04-01,2011-12-31,1.5,1.5,Completed - Closed,1,06/27/2012,246,182 days,275 days,0 days
53,ADIS FY12 Release 3.9,"Deliver FY12 Maintenance Release for Implementation of LLNL 2011 Algorithm upgrade, Phase 1",Usable Functionality,2011-12-01,2012-08-28,2.0,2.0,In-progress,1,06/27/2012,247,152 days,,37 days
55,ACRIMe r2.2 Development,Develop release 2.2 bug fixes for ACRIMe.,Key Deliverable,2011-06-01,2011-09-12,0.3,0.298,Completed - Closed,1,08/19/2012,252,92 days,103 days,0 days
55,ACRIMe r2.2 Test,Test and evaluate release 2.2 bug fixes for ACRIMe.,Key Deliverable,2011-09-02,2012-01-31,0.1,1.134,Completed - Closed,1,08/19/2012,253,18 days,140 days,11 days
55,ACRIMe r2.2 Implementation,Implement release 2.2 into production.,Usable Functionality,2011-09-21,2012-02-02,0.05,0.004,Completed - Closed,1,08/19/2012,254,2 days,1 days,133 days
55,FOP Requirements Definition,Gather and develop the requirements to enable field office processing.,Key Deliverable,2011-11-01,2012-01-31,0.1,0.104,Completed - Closed,1,08/19/2012,260,44 days,61 days,30 days
56,NCIC Warrants Requirements Definition,Collect and develop the requirements for the NCIC Warrants interface and service.,Key Deliverable,2011-06-01,2011-09-01,0.1,0.1,Completed - Closed,1,08/19/2012,273,92 days,94 days,5 days
56,NCIC Warrants Design,Design the NCIC Warrants interface and service.,Key Deliverable,2011-09-02,2012-02-22,0.075,0.08,Completed - Closed,1,08/19/2012,274,166 days,166 days,7 days
57,ATP 1.0 Design,Design the services required to implement requirements for ATP v1.0.,Key Deliverable,2010-10-28,2011-01-12,1.062,1.062,Completed - Closed,1,08/19/2012,299,76 days,76 days,0 days
57,ATP 1.0 Development,Develop the code for ATP v1.0.,Key Deliverable,2011-01-13,2011-07-08,2.451,2.451,Completed - Closed,1,08/19/2012,300,176 days,176 days,0 days
57,ATP 1.0 Test,Test and evaluate the code for ATP v1.0.,Key Deliverable,2011-07-09,2011-10-06,0.676,0.087,Completed - Closed,1,08/19/2012,301,48 days,89 days,0 days
57,ATP 1.0 Implementation,Implement ATP v1.0 into production.,Usable Functionality,2011-08-27,2011-10-07,0.135,0.003,Completed - Closed,1,08/19/2012,302,10 days,0 days,41 days
57,ATP 2.0 Requirements Definition,Gather and develop requirements for ATP v2.0.,Key Deliverable,2011-06-09,2011-10-05,2.059,1.585,Completed - Closed,1,08/19/2012,304,118 days,118 days,0 days
57,ATP 2.0 Design,Design the services required to implement requirements for ATP v2.0.,Key Deliverable,2011-10-06,2011-11-29,1.429,1.002,Completed - Closed,1,08/19/2012,305,54 days,54 days,0 days
57,ATP 2.0 Development,Develop the code for version 2 of ATP.,Key Deliverable,2011-11-30,2012-01-09,1.429,0.708,Completed - Closed,1,08/19/2012,306,54 days,40 days,0 days
57,ATP 2.0 Test,Test and evaluate version 2.0 functionality.,Key Deliverable,2012-01-24,2012-02-10,0.22,0.582,Completed - Closed,1,08/19/2012,307,7 days,31 days,-14 days
57,ATP 2.0 Implementation,Implement ATP v2.0 into production.,Usable Functionality,2012-02-01,2012-04-09,0.22,0.729,Completed - Closed,1,08/19/2012,308,7 days,56 days,12 days
57,ATP 3.0 Requirements Definition,Gather and develop requirements for ATP version 3.,Key Deliverable,2012-01-11,2012-04-03,0.86,0.436,Completed - Closed,1,08/19/2012,310,83 days,83 days,0 days
57,ATP 3.0 Design,Develop architecture design for ATP version 3.,Key Deliverable,2012-04-04,2012-05-09,0.1,0.651,Completed - Closed,1,08/19/2012,311,8 days,35 days,0 days
57,ATP 3.0 Development,Develop the code for version 3 of ATP.,Key Deliverable,2012-04-13,2012-06-27,0.645,0.934,Completed - Closed,1,08/19/2012,312,62 days,48 days,27 days
57,ATP 3.0 Test,Test and evaluate version 3.0 functionality.,Key Deliverable,2012-06-15,2012-08-09,0.416,0.416,In-progress,1,08/19/2012,313,40 days,,13 days
60,KSMS 1.3 Planning and Requirements,Completion and approval of Impact Assessments (IAs) for tickets in the release,Key Deliverable,2011-07-01,2011-07-31,0.119,0.119,Completed - Closed,1,08/22/2012,322,30 days,28 days,0 days
60,KSMS 1.3 Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2011-08-01,2011-09-30,0.239,0.239,Completed - Closed,1,08/22/2012,323,60 days,57 days,0 days
60,KSMS 1.3 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2011-10-03,2011-11-09,0.159,0.159,Completed - Closed,1,08/22/2012,324,37 days,37 days,14 days
60,KSMS 1.3 Deployment,"Submission and approval of Request for Change (RFC), deployment of code into Production",Usable Functionality,2011-11-10,2011-11-21,0.047,0.047,Completed - Closed,1,08/22/2012,325,11 days,16 days,13 days
61,KSMS 1.4 Planning and Requirements,Completion and approval of IAs for tickets in the release,Key Deliverable,2011-11-16,2012-03-05,0.236,0.236,Completed - Closed,1,08/22/2012,326,110 days,107 days,7 days
61,KSMS 1.4 Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2011-12-16,2012-05-22,0.422,0.387,Completed - Closed,1,08/22/2012,327,133 days,162 days,-4 days
61,KSMS 1.4 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2012-04-30,2012-09-14,0.253,0.15,In-progress,1,08/22/2012,328,60 days,,38 days
63,IACMS 2.5 Planning and Requirements,Completion and approval of IAs for tickets in the release,Key Deliverable,2011-06-14,2011-07-27,0.133,0.131,Completed - Closed,1,08/22/2012,334,43 days,22 days,21 days
63,IACMS 2.5  Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2011-07-16,2011-09-09,0.163,0.163,Completed - Closed,1,08/22/2012,335,55 days,58 days,-5 days
63,IACMS 2.5 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2011-09-12,2011-10-12,0.115,0.115,Completed - Closed,1,08/22/2012,336,30 days,42 days,-4 days
63,IACMS 2.5 Deployment,Submission and approval of RFC deployment of code into Production,Usable Functionality,2011-10-13,2011-10-24,0.027,0.027,Completed - Closed,1,08/22/2012,337,11 days,11 days,0 days
64,IACMS 2.6 Planning and Requirements,Completion and approval of IAs for tickets in the release,Key Deliverable,2011-10-16,2011-11-30,0.134,0.134,Completed - Closed,1,08/22/2012,338,45 days,53 days,-2 days
64,IACMS 2.6  Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2011-11-14,2012-01-09,0.193,0.193,Completed - Closed,1,08/22/2012,339,63 days,84 days,-28 days
64,IACMS 2.6 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2012-01-17,2012-04-16,0.166,0.128,Completed - Closed,1,08/22/2012,340,44 days,102 days,-12 days
64,IACMS 2.6 Deployment,Submission and approval of RFC deployment of code into Production,Usable Functionality,2012-03-02,2012-04-27,0.059,0.042,Completed - Closed,1,08/22/2012,341,12 days,8 days,48 days
65,FAS 3.10 Planning and Requirements,Completion and approval of IAs for tickets in the release,Key Deliverable,2011-10-05,2011-10-11,0.029,0.029,Completed - Closed,1,08/22/2012,342,6 days,6 days,0 days
65,FAS 3.10 Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2011-10-12,2011-11-04,0.098,0.098,Completed - Closed,1,08/22/2012,343,23 days,23 days,0 days
65,FAS 3.10 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2011-11-07,2011-11-18,0.066,0.066,Completed - Closed,1,08/22/2012,344,15 days,31 days,-20 days
65,FAS 3.10 Deployment,Submission and approval of RFC deployment of code into Production,Usable Functionality,2011-11-23,2011-12-12,0.044,0.044,Completed - Closed,1,08/22/2012,345,19 days,24 days,-5 days
66,FAS 4.0 Planning and Requirements,Completion and approval of IAs for tickets in the release,Key Deliverable,2011-11-16,2012-01-17,0.18,0.18,Completed - Closed,1,08/22/2012,346,48 days,60 days,2 days
66,FAS 4.0 Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2012-01-04,2012-03-09,0.216,0.216,Completed - Closed,1,08/22/2012,347,57 days,53 days,12 days
66,FAS 4.0 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2012-03-02,2012-05-07,0.149,0.111,Completed - Closed,1,08/22/2012,348,35 days,56 days,10 days
66,FAS 4.0 Deployment,Submission and approval of RFC deployment of code into Production,Usable Functionality,2012-04-09,2012-05-29,0.027,0.027,Completed - Closed,1,08/22/2012,349,11 days,21 days,29 days
69,FAS 4.1 Planning and Requirements,Completion and approval of IAs for tickets in the release,Key Deliverable,2012-04-06,2012-06-05,0.21,0.21,Completed - Closed,1,08/22/2012,360,70 days,19 days,41 days
69,FAS 4.1 Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2012-06-18,2012-07-11,0.14,0.14,Completed - Closed,1,08/22/2012,361,35 days,35 days,-12 days
69,FAS 4.1 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2012-07-24,2012-08-01,0.167,0.167,Completed - Closed,1,08/22/2012,362,42 days,15 days,-8 days
69,FAS 4.1 Deployment,Submission and approval of RFC deployment of code into Production,Usable Functionality,2012-09-05,2012-08-15,0.057,0.057,In-progress,1,08/22/2012,363,12 days,,-34 days
70,FAS 3.9 Planning and Requirements,Completion and approval of IAs for tickets in the release,Key Deliverable,2011-06-06,2011-06-14,0.03,0.03,Completed - Closed,1,08/22/2012,364,8 days,8 days,0 days
70,FAS 3.9 Design and Development,Design and development of code to address the approved tickets,Key Deliverable,2011-06-15,2011-07-18,0.109,0.109,Completed - Closed,1,08/22/2012,365,33 days,33 days,0 days
70,FAS 3.9 Testing,"System testing, user acceptance testing, and regression testing",Key Deliverable,2011-07-19,2011-08-03,0.027,0.027,Completed - Closed,1,08/22/2012,366,15 days,17 days,0 days
70,FAS 3.9 Deployment,Submission and approval of RFC deployment of code into Production,Usable Functionality,2011-08-22,2011-11-14,0.157,0.157,Completed - Closed,1,08/22/2012,367,84 days,84 days,0 days
140,CFO Compliance Project 2011,Adhere to financial compliance by HQ's 2011,Key Deliverable,2011-06-03,2011-09-30,0.188,0.035,Completed - Closed,1,02/24/2012,534,119 days,119 days,0 days
140,ELectronic Asset Logbook Modernization Project Phase II Pre-Mission Servicing Page,Implement a Dynamic Menu Sysstems for EAL (PHP),Key Deliverable,2010-10-18,2012-01-14,1.772,0.844,Completed - Closed,1,02/24/2012,535,453 days,455 days,0 days
140,Business Intellegence Migration Project II Asset Maintenance Logbook Backup,To provide the best platform for Business Intelligence while optimizing performance of the ALMIS enterprise.,Key Deliverable,2010-10-10,2011-10-31,0.323,0.569,Completed - Closed,1,02/24/2012,536,386 days,386 days,0 days
140,TMAPS Phase II Replace TIMOS Electronic Library Management System (ELMS),Technical Manual Application System (Joint effort with Navy) to keep track of our Maintenance Procedure Cards.,Key Deliverable,2011-06-08,2011-12-03,0.12,0.004,Completed - Closed,1,02/24/2012,537,178 days,178 days,0 days
140,ALMIS Sustainment,ALMIS Sustainment,Key Deliverable,2010-10-01,2011-09-30,5.747,5.275,Completed - Closed,1,02/24/2012,538,364 days,364 days,0 days
141,Deployment & Training,Deployment and Training - San Juan,Usable Functionality,2011-05-23,2011-10-09,0.185,0.185,Completed - Closed,1,08/21/2012,540,139 days,130 days,0 days
141,Deployment & Training,Deployment and Training - New Orleans & Morgan City,Usable Functionality,2011-07-11,2011-11-21,0.185,0.185,Completed - Closed,1,08/21/2012,541,133 days,112 days,-10 days
141,Deployment & Training,Deployment and Training - San Francisco,Usable Functionality,2011-08-29,2012-01-16,0.185,0.185,Completed - Closed,1,08/21/2012,542,140 days,109 days,0 days
141,Deployment & Training,Deployment and Training - Honolulu,Usable Functionality,2011-10-10,2012-02-27,0.185,0.185,Completed - Closed,1,08/21/2012,543,140 days,116 days,0 days
141,Deployment & Training,Deployment and Training - Ohio Valley & Pittsburgh,Usable Functionality,2011-11-28,2012-04-16,0.185,0.185,Completed - Closed,1,08/21/2012,544,140 days,109 days,0 days
141,Deployment & Training,Deployment and Training - LA/LB,Usable Functionality,2012-01-16,2012-05-27,0.185,0.185,Completed - Closed,1,08/21/2012,545,132 days,130 days,0 days
141,Deployment & Training,Deployment and Training - Tampa-St. Petersburg,Usable Functionality,2012-03-05,2012-07-29,0.185,0.185,Completed - Closed,1,08/21/2012,546,146 days,146 days,0 days
141,Deployment & Training,Deployment and Training - Delaware Bay,Usable Functionality,2012-04-16,2012-09-10,0.185,0.185,In-progress,1,08/21/2012,547,147 days,,0 days
141,Deployment & Training,Deployment and Training - Baltimore,Usable Functionality,2012-06-04,2012-10-28,0.185,0.185,In-progress,1,08/21/2012,548,146 days,,0 days
141,Deployment & Training,Deployment and Training - North Carolina & Wilmington,Usable Functionality,2012-07-09,2012-12-02,0.185,0.185,In-progress,1,08/21/2012,549,146 days,,0 days
142,PM Support,PM Support 1st and 2nd Quarter,,2011-10-01,2012-03-30,0.934,0.934,Completed - Closed,1,08/21/2012,551,181 days,181 days,0 days
142,PM Support,PM Support 3rd and 4th Quarter,,2012-04-01,2012-09-30,0.934,0.934,In-progress,1,08/21/2012,552,182 days,,0 days
142,Engineering,Segment 1 System Administration & Engineering 1st and 2nd Quarter,Usable Functionality,2011-10-01,2012-03-30,0.648,0.648,Completed - Closed,1,08/21/2012,553,181 days,181 days,0 days
142,Engineering,Segment 1 System Administration & Engineering 3rd and 4th Quarter,Usable Functionality,2012-04-01,2012-09-30,0.648,0.648,In-progress,1,08/21/2012,554,182 days,,0 days
142,Security,Segment 1 Security Engineering and C&A Support 1st and 2nd Quarter,Usable Functionality,2011-10-01,2012-03-30,0.183,0.183,Completed - Closed,1,08/21/2012,555,181 days,181 days,0 days
142,Security,Segment 1 Security Engineering and C&A Support 3rd and 4th Quarter,Usable Functionality,2012-04-01,2012-09-30,0.183,0.183,In-progress,1,08/21/2012,556,182 days,,0 days
143,CGBI 3.0,"This is a study to capture requirements for the next iteration of CGBI's interface with a focus on senior leadership needs. Projected lifecycle cost includes percentages of estimated time for study utilizing eight FTEs (contract, MIL, CIV) over this time period.",Usable Functionality,2011-02-11,2012-04-30,0.159,0.159,Completed - Closed,1,05/29/2012,557,414 days,350 days,0 days
144,Cognos 10 upgrade,This is a version upgrade of the primary CGBI software suite from Version 8 to Version 10. Preliminary introduction to the features of the new version have begun with IBM to identify SWOTs. Actual implementation is not scheduled to begin until after current initiatives are completed.,Usable Functionality,2011-04-16,2012-08-01,0.25,0.25,In-progress,1,05/29/2012,558,442 days,,-105 days
145,Predictive Analytics Capability,Add predictive Analytics capability to CGBI using Cognos SPSS,Usable Functionality,2009-09-01,2012-06-15,0.25,0.089,Completed - Closed,1,05/29/2012,559,1018 days,553 days,426 days
146,Data Quality capability,Add tools to measure data quality,Usable Functionality,2010-04-15,2012-06-30,0.2,0.2,Completed - Closed,1,05/29/2012,560,746 days,426 days,320 days
147,End User O&M 4thQ FY11,"Operations and Maintenance & Upgrades to Desktops, Email Services, Help Desk and Single Sign-on Services",Usable Functionality,2011-07-01,2011-09-30,0.003,0.003,Completed - Closed,1,08/23/2012,563,91 days,91 days,0 days
148,MF FINCON/ESCON Uppgrade,Upgrade to ensure Mainframe is compatible with new IIT Stabilization Storage System,Usable Functionality,2012-05-15,2012-08-31,0.005,0.005,In-progress,1,08/23/2012,564,108 days,,0 days
