Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Total Costs Actual,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2026,283162: HIGLAS Cost Performance Report and Financial Overview,,Key Deliverable,2011-12-01,2011-12-31,0.5,0.5,0.5,Completed - Closed,1,07/23/2012,8266,30 days,30 days,0 days
2026,283162: HIGLAS Cost Performance Report and Financial Overview,,Key Deliverable,2012-01-01,2012-01-31,0.5,0.5,0.5,Completed - Closed,1,07/23/2012,8267,30 days,30 days,0 days
2026,283162: HIGLAS Cost Performance Report and Financial Overview,,Key Deliverable,2012-02-01,2012-02-29,0.5,0.5,0.5,Completed - Closed,1,07/23/2012,8268,28 days,28 days,0 days
2026,283162: HIGLAS Cost Performance Report and Financial Overview,,Key Deliverable,2012-03-01,2012-03-31,0.5,0.5,0.5,Completed - Closed,1,07/23/2012,8269,30 days,30 days,0 days
2027,283163: Transition of Noridian Part A (MN) to HIGLAS,,Key Deliverable,2011-06-25,2011-08-05,0.3,0.32,0.32,Completed - Closed,1,07/23/2012,8272,41 days,41 days,0 days
2027,"283163: Transition of Noridian Part A (AK, WA, OR, ID) to HIGLAS",,Key Deliverable,2011-06-25,2011-08-05,0.3,0.32,0.32,Completed - Closed,1,07/23/2012,8273,41 days,41 days,0 days
2027,283163: Transition of Noridian Part B to HIGLAS,,Key Deliverable,2011-06-25,2011-08-19,0.4,0.35,0.35,Completed - Closed,1,07/23/2012,8274,55 days,55 days,0 days
2027,283163: Transition of the Medicare Secondary Payer Recovery Contractor to HIGLAS,,Key Deliverable,2011-06-25,2011-10-22,0.75,0.749,0.749,Completed - Closed,1,07/23/2012,8275,119 days,119 days,0 days
2027,283163: Transition of Cahaba Part B to HIGLAS,,Key Deliverable,2011-06-25,2011-11-18,0.75,0.657,0.657,Completed - Closed,1,07/23/2012,8276,146 days,146 days,0 days
2027,283163: Transition of J11 Part A MAC to HIGLAS,,Key Deliverable,2011-07-09,2011-12-09,0.75,0.646,0.646,Completed - Closed,1,07/23/2012,8277,153 days,153 days,0 days
2027,283163: Transition of J11 Part B MAC to HIGLAS,,Key Deliverable,2011-09-17,2012-02-17,0.75,0.7,0.7,Completed - Closed,1,07/23/2012,8278,153 days,153 days,0 days
2027,283163: Transition of J8 Part B MAC to HIGLAS,,Key Deliverable,2011-10-09,2012-03-09,0.75,0.75,0.75,Completed - Closed,1,07/23/2012,8279,152 days,152 days,0 days
2027,283163: Transition of J15 Part B MAC to HIGLAS,,Key Deliverable,2011-10-16,2012-03-16,0.75,1.04,1.04,Completed - Closed,1,07/23/2012,8280,152 days,152 days,0 days
2027,283163: Transition of JH Part B MAC to HIGLAS,,Key Deliverable,2011-11-13,2012-04-13,0.75,1.01,1.01,Completed - Closed,1,07/23/2012,8281,152 days,152 days,0 days
2027,283163: Transition of JF Part B MAC to HIGLAS,,Key Deliverable,2011-11-20,2012-04-20,0.75,0.037,0.037,Completed - Closed,1,07/23/2012,8282,152 days,152 days,0 days
2027,283163: Transition of remaining MACs to HIGLAS,,Key Deliverable,2012-01-21,2012-06-22,0.335,0.348,,In-progress,1,07/23/2012,8283,153 days,,54 days
2028,285838: HIGLAS Cost Performance Report and Financial Overview,,Key Deliverable,2012-04-01,2012-04-30,0.364,0.364,0.364,Completed - Closed,1,07/23/2012,8286,29 days,29 days,0 days
2028,285838: HIGLAS Cost Performance Report and Financial Overview,,Key Deliverable,2012-05-01,2012-05-31,0.364,0.364,0.364,Completed - Closed,1,07/23/2012,8287,30 days,30 days,0 days
2028,285838: HIGLAS Cost Performance Report and Financial Overview,,Key Deliverable,2012-06-01,2012-06-30,0.364,0.364,0.364,Completed - Closed,1,07/23/2012,8288,29 days,29 days,0 days
2029,291511: Requirements and Design,,Key Deliverable,2012-01-17,2012-03-30,0.675,0.738,0.738,Completed - Closed,1,07/23/2012,8297,73 days,121 days,6 days
2029,291511: Development,,Key Deliverable,2012-03-12,2012-05-28,0.988,0.983,,Completed - Costs Pending,1,07/23/2012,8298,77 days,130 days,-28 days
2029,291511: Test and Implement,,Key Deliverable,2012-05-14,2012-07-30,0.747,0.753,,In-progress,1,07/23/2012,8299,77 days,,7 days
2030,291512: Requirements and Design,,Key Deliverable,2011-07-18,2011-09-30,0.722,0.695,0.695,Completed - Closed,1,07/23/2012,8300,74 days,49 days,0 days
2030,291512: Development,,Key Deliverable,2011-09-12,2011-11-30,1.093,0.996,0.996,Completed - Closed,1,07/23/2012,8301,79 days,56 days,0 days
2030,291512: Test and implement,,Key Deliverable,2011-11-14,2012-01-30,0.826,0.609,0.609,Completed - Closed,1,07/23/2012,8302,77 days,77 days,14 days
2031,291516: Requirements and Design,,Key Deliverable,2011-10-17,2011-12-30,0.75,0.375,0.375,Completed - Closed,1,07/23/2012,8303,74 days,112 days,0 days
2031,291516: Develop,,Key Deliverable,2011-12-12,2012-02-27,1.098,1.156,1.156,Completed - Closed,1,07/23/2012,8304,77 days,101 days,8 days
2031,291516: Test and Implement,,Key Deliverable,2012-02-13,2012-04-30,0.83,0.896,0.896,Completed - Closed,1,07/23/2012,8305,77 days,112 days,-35 days
2032,291568: Requirements and Design,,Key Deliverable,2012-04-16,2012-06-29,0.681,0.789,,In-progress,1,07/23/2012,8306,74 days,,0 days
2032,291568: Development,,Key Deliverable,2012-06-18,2012-08-31,0.997,2.2,,In-progress,1,07/23/2012,8307,74 days,,-7 days
2033,294946: Requirements and Design,,Key Deliverable,2011-04-18,2011-07-05,0.765,0.765,0.765,Completed - Closed,1,07/23/2012,8309,78 days,78 days,0 days
2033,294946: Development,,Key Deliverable,2011-06-20,2011-09-12,0.925,0.925,0.925,Completed - Closed,1,07/23/2012,8310,84 days,84 days,0 days
2033,294946: Test and implement,,Key Deliverable,2011-08-22,2011-10-07,0.722,0.698,0.698,Completed - Closed,1,07/23/2012,8311,46 days,42 days,0 days
2035,288800: Design Access to SAS,,Key Deliverable,2011-09-29,2011-11-30,0.15,0.159,,In-progress,1,06/28/2012,8317,62 days,,0 days
2035,288800: Development of SAS Interface,,Key Deliverable,2011-12-01,2012-01-31,0.15,0.16,,In-progress,1,06/28/2012,8318,61 days,,0 days
2035,288800: Design Access to NGD/BIU Data,,Key Deliverable,2011-09-29,2011-11-30,0.08,0.095,,In-progress,1,06/28/2012,8321,62 days,,0 days
2035,288800: Development of NGD/BIU Data Interface,,Key Deliverable,2011-12-01,2012-01-31,0.08,0.078,,In-progress,1,06/28/2012,8322,61 days,,0 days
2035,288800: Design Access to Shared Systems Data,,Key Deliverable,2011-09-29,2011-11-30,0.175,0.171,,In-progress,1,06/28/2012,8325,62 days,,4 days
2035,288800: Development of Shared Systems Interface,,Key Deliverable,2011-12-01,2012-01-31,0.175,0.209,,In-progress,1,06/28/2012,8326,61 days,,0 days
2035,288800: Design Access to VDM & BO Universe,,Key Deliverable,2011-09-29,2011-11-30,0.2,0.219,,In-progress,1,06/28/2012,8329,62 days,,4 days
2035,288800: Development of VDM and BO Universe,,Key Deliverable,2011-12-01,2012-01-31,0.2,0.2,,In-progress,1,06/28/2012,8330,61 days,,0 days
2035,288800: Design AS VDM ,,Usable Functionality,2011-09-29,2011-11-30,0.19,0.194,,In-progress,1,06/28/2012,8333,62 days,,0 days
2035,288800: Development AS VDM,,Usable Functionality,2011-12-01,2012-01-31,0.19,0.22,,In-progress,1,06/28/2012,8334,61 days,,0 days
2036,289416: Design BI Portal LOV,,Usable Functionality,2011-01-03,2011-03-31,0.08,0.08,0.08,Completed - Closed,1,06/28/2012,8338,87 days,87 days,0 days
2036,289416: Development of BI Portal LOV,,Usable Functionality,2011-04-01,2011-05-31,0.08,0.08,0.08,Completed - Closed,1,06/28/2012,8339,60 days,122 days,0 days
2036,289416: Implementation BI Portal LOV,,Usable Functionality,2011-06-30,2011-11-21,0.04,0.049,0.049,Completed - Closed,1,06/28/2012,8340,144 days,193 days,0 days
2036,289416: Design BO Universe & Reports,,Usable Functionality,2011-07-01,2011-07-31,0.1,0.1,0.1,Completed - Closed,1,06/28/2012,8342,30 days,30 days,0 days
2036,289416: Development BO Universe & Reports,,Usable Functionality,2011-08-01,2011-08-31,0.15,0.15,0.15,Completed - Closed,1,06/28/2012,8343,30 days,30 days,0 days
2036,289416: Implementation of BO Universe & Reports,,Usable Functionality,2011-09-01,2011-09-27,0.05,0.05,0.05,Completed - Closed,1,06/28/2012,8344,26 days,26 days,0 days
2036,289416: Design BENE address Table Removal,,Key Deliverable,2011-06-01,2011-06-30,0.04,0.04,0.04,Completed - Closed,1,06/28/2012,8346,29 days,29 days,0 days
2036,289416: Development BENE Address Table Removal,,Key Deliverable,2011-07-01,2011-07-31,0.04,0.04,0.04,Completed - Closed,1,06/28/2012,8347,30 days,30 days,0 days
2036,289416: Implementation of BENE Address Table Removal,,Key Deliverable,2011-08-01,2011-09-30,0.02,0.02,0.02,Completed - Closed,1,06/28/2012,8348,60 days,60 days,0 days
2038,287623: RBIS CEI Center Views,Validate requirements and functionality for Center Views,Key Deliverable,2011-08-01,2011-10-30,0.076,0.085,0.085,Completed - Closed,1,07/23/2012,8353,90 days,73 days,17 days
2038,287623: RBIS CEI SERS Integration,This task evaluates requirements to integrate ORADSS with the MARCS SERS application,Usable Functionality,2011-08-15,2011-10-30,0.004,0.004,0.004,Completed - Closed,1,07/23/2012,8355,76 days,76 days,0 days
2039,287707: RBIS DWDMU CMS Data Mart,Compliance Management System (CMS) is a stand alone legacy system under MARCS. This will provide reporting capabilities that have in the past not been available to the end users of CMS.,Usable Functionality,2011-07-07,2011-09-06,0.076,0.071,0.071,Completed - Closed,1,07/23/2012,8357,61 days,122 days,-6 days
2039,287707: RBIS DWDMU Work Force Reporting Enhancements Requirements and Design,This is focusing on reworking the old tables that contain work force information and providing an updated universe and reports to support work planning and accomplishment monitoring activities. This activity focuses on requirements and design.,Usable Functionality,2011-06-02,2011-10-07,0.066,0.048,0.048,Completed - Closed,1,07/23/2012,8362,127 days,164 days,-13 days
2039,"287707: RBIS DWDMU Work Force Reporting Enhancements Development, Test, and Implementation","This is focusing on reworking the old tables that contain work force information and providing an updated universe and reports to support work planning and accomplishment monitoring activities. This activity focuses on development, test, and implementation.",Usable Functionality,2011-08-01,2011-10-11,0.127,0.146,0.146,Completed - Closed,1,07/23/2012,8363,71 days,38 days,53 days
2039,287707: RBIS DWDMU  Report Migrations Automated Conversion,This is migrating a number of currently existing reports from the desktop based Business Objects application to the web based version. This will make these reports more available and easier to maintain and modify.,Usable Functionality,2011-07-01,2011-08-19,0.077,0.085,0.085,Completed - Closed,1,07/23/2012,8365,49 days,122 days,0 days
2039,287707: RBIS DWDMU Report Migrations Manual Conversions of Often Used Reports,This is migrating a number of currently existing reports from the desktop based Business Objects application to the web based version. This will make these reports more available and easier to maintain and modify.,Usable Functionality,2011-08-19,2011-10-24,0.022,0.024,0.024,Completed - Closed,1,07/23/2012,8366,66 days,59 days,14 days
2039,287707: RBIS DWDMU OPAS Modernization to BO Voyager,This is to modernize the Business Objects (BO) COTS to use improved and newer functionality.,Usable Functionality,2011-06-27,2011-09-14,0.127,0.097,0.097,Completed - Closed,1,07/23/2012,8369,79 days,126 days,0 days
2039,287707: RBIS DWDMU OPAS Modernization to Informatica 9,"This is to modernize the Informatica COTS to use improved and newer functionality. Informatica is used for data aggregation, manipulation, and analysis.",Usable Functionality,2011-08-18,2011-10-24,0.021,0.023,0.023,Completed - Closed,1,07/23/2012,8370,67 days,74 days,0 days
2045,285833: Contract Management,,Key Deliverable,2011-04-01,2013-09-30,0.05,0.055,,In-progress,1,07/23/2012,8393,913 days,,1 days
2045,285833: Project Management,,Key Deliverable,2011-05-24,2012-03-31,1.5,1.515,,In-progress,1,07/23/2012,8394,312 days,,1 days
2045,285833: Security,,Key Deliverable,2011-10-17,2012-12-31,0.225,0.271,,In-progress,1,07/23/2012,8395,441 days,,1 days
2045,285833: Project Administration,,Key Deliverable,2011-07-11,2014-12-31,0.425,0.472,,In-progress,1,07/23/2012,8396,1269 days,,1 days
2045,285833: Initiation Phase,,Key Deliverable,2009-06-30,2011-06-06,0.15,0.152,,In-progress,1,07/23/2012,8398,706 days,,1 days
2045,285833: Concept Phase,,Key Deliverable,2009-09-15,2011-12-31,2.5,2.525,,In-progress,1,07/23/2012,8399,837 days,,1 days
2045,285833: Planning Phase,,Key Deliverable,2011-08-31,2011-12-01,0.08,0.081,,In-progress,1,07/23/2012,8400,92 days,,1 days
2045,285833: Requirements Analysis Phase,,Key Deliverable,2011-09-01,2012-03-30,4.0,4.04,,In-progress,1,07/23/2012,8401,211 days,,1 days
2045,285833: Design Phase,,Key Deliverable,2011-06-14,2012-03-28,4.0,4.04,,In-progress,1,07/23/2012,8402,288 days,,1 days
2045,285833: Development Phase,,Key Deliverable,2011-11-30,2012-05-31,4.0,3.535,,In-progress,1,07/23/2012,8403,183 days,,-58 days
2045,285833: Test Phase,,Key Deliverable,2011-09-01,2012-12-31,4.0,4.629,,In-progress,1,07/23/2012,8404,487 days,,3 days
2045,285833: Implementation Phase,,Key Deliverable,2011-01-01,2012-07-31,5.0,5.293,,In-progress,1,07/23/2012,8405,577 days,,3 days
2046,297424: National Provider conference calls 1st half of 2010.,,Key Deliverable,2010-01-04,2010-07-03,0.295,0.295,0.295,Completed - Closed,1,07/23/2012,8414,180 days,180 days,0 days
2046,297424: National Provider conference calls 2nd half of 2010.,,Key Deliverable,2010-07-04,2011-01-03,0.354,0.354,0.354,Completed - Closed,1,07/23/2012,8415,183 days,183 days,0 days
2046,297424: National Provider conference calls 1st half of 2011.,,Key Deliverable,2011-01-04,2011-07-03,0.236,0.236,0.236,Completed - Closed,1,07/23/2012,8416,180 days,180 days,0 days
2046,297424: National Provider conference calls 2nd half of 2011.,,Key Deliverable,2011-07-04,2011-09-30,0.118,0.118,0.118,Completed - Closed,1,07/23/2012,8417,88 days,88 days,0 days
2046,297424: National Provider conference calls last qtr of 2011 and 1st qtr of 2012.,,Key Deliverable,2011-10-01,2012-03-31,0.18,0.18,0.18,Completed - Closed,1,07/23/2012,8418,182 days,182 days,0 days
2046,297424: Project Management Planning Phase.,,Key Deliverable,2010-08-22,2011-02-21,0.676,0.676,0.676,Completed - Closed,1,07/23/2012,8420,183 days,183 days,0 days
2046,297424: Project Management Development Phase.,,Key Deliverable,2011-02-22,2011-08-21,0.676,0.676,0.676,Completed - Closed,1,07/23/2012,8421,180 days,180 days,0 days
2046,297424: Project Management Validation Phase.,,Key Deliverable,2011-08-22,2012-02-21,0.385,0.438,0.438,Completed - Closed,1,07/23/2012,8422,183 days,183 days,0 days
2046,297424: Project Management Implementation Phase.,,Key Deliverable,2012-02-22,2012-08-21,0.385,0.385,,In-progress,1,07/23/2012,8423,181 days,,0 days
2046,297424: January 2011 and April 2011 Changes Requests.,,Usable Functionality,2011-01-01,2011-06-30,2.598,2.598,2.598,Completed - Closed,1,07/23/2012,8425,180 days,180 days,0 days
2046,297424: July 2011 and October 2011 Change Requests.,,Usable Functionality,2011-07-01,2011-12-31,1.065,1.065,1.065,Completed - Closed,1,07/23/2012,8426,183 days,214 days,0 days
2046,297424: April 2011 and July 2011 Change Requests.,,Usable Functionality,2011-01-01,2011-06-30,3.067,3.067,3.067,Completed - Closed,1,07/23/2012,8428,180 days,180 days,0 days
2046,297424: October 2011 and January 2012 Change Requests.,,Usable Functionality,2011-07-01,2011-12-31,3.067,3.069,3.069,Completed - Closed,1,07/23/2012,8429,183 days,183 days,0 days
2046,297424: January 2011 and April 2011 Changes Requests.,,Usable Functionality,2011-01-01,2011-06-30,1.642,1.642,1.642,Completed - Closed,1,07/23/2012,8431,180 days,180 days,0 days
2046,297424: January 2011 and April 2011 Changes Requests.,,Usable Functionality,2011-07-01,2011-12-31,1.642,1.639,1.639,Completed - Closed,1,07/23/2012,8432,183 days,183 days,0 days
2046,297424: Government Project Management for 1st half of FY 2011.,,,2010-10-01,2011-03-31,0.302,0.302,0.302,Completed - Closed,1,07/23/2012,8434,181 days,181 days,0 days
