"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
184-000000052,1551,"01 - Major IT","01 - Not Applicable","	184","U.S. Agency for International Development","M/CIO - Development Information Solution (DIS)",0,0,0,0,3.982417,5.055729,6.852108,3.5,0,0,0,0,1.267764,7.308851,8.033534,1.012635,0.533734,1.099701,1.199072,0.867602,13,6,7,5,13.464281,16.084714,0,0
018-000000054,1553,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Integrated Student Experience (ISE)",0,0,0,0,1.716,1.539522,1.122,1.151,1.627,0.547,0.547,0.547,6.093475,1.143458,1.194,1.065681,3.688,0.363,0.363,0.363,43.9,6.5,6.5,6.5,-0.71302,0.167,-16.6,5.5
021-078461582,1555,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX102: Terminal Flight Data Manager (TFDM)",70.1,0,0,0,79.5,90,119,134.8,8.21,4.38,4.14,3.75,0.09,0.08,0.79,1.32,0.61,0.32,0.42,0.68,48.2,20.71,18.55,19.92,-0.32,0,-0.336488,0
007-000001371,1567,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Navy Standard Integrated Personnel System",0,11.402,0,0,0,3.647,60.092,111.237,0,0,0,0,0,45.698,44.281,35.662,0.32,0.16,0.162,2.942,2,1,1,16,-28.472,-7.051,-31.86,-6.32
015-000200091,1595,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",23.202194,0,0,0,28.491797,25.12434,45.899173,30.9,25.076649,9.033222,14.100848,14.1,0,0,0,0,0,0,0.014826,0.015675,156.63,53.9,86.1,86.11,-19.842438,36.464848,-36.745256,154.840118
019-000001331,1599,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","EERE Program Information Center (EPIC)",6.169215,1.130403,0.553224,0.992962,8.469032,6.290083,3.875129,3.020651,2.040563,1.08644,1.2724,0.978343,1.79356,0.048944,0.023698,0.291954,0.142708,0,0.016276,0.151935,14.4,5.4,6.3,6.5,1.989625,-2.432273,30.3,-29.8
024-000005246,1602,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Border Patrol Enforcement Systems (BPES)",0,0,0,0,0,0,0,0,0,0,0,0,53.17,37.86,44.86,63.618,0,0,0,0,0,0,0,0,3,0,9,0
015-000200132,1606,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Payment Services (PS)",0,0,0,0,18.847084,5.091368,4.021614,4.305036,16.380405,4.407279,4.670979,4.528992,39.403851,23.842125,19.822807,20.029245,13.843956,13.939644,7.949608,8.417199,300.64,142.02,124.21,89.85,0,0,0,0
019-000001693,1608,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","NNSA Program Management Information System Generation 2 (NNSA G2)",3.3278,0.9427,0.828,0.828,29.97,11.162,15.5403,15.5403,0,0,0,0,5.3809,1.7393,2.0481,2.0481,0,0,0,0,0,0,0,0,0,0,0,0
023-000000053,1611,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Acquisition Gateway",0,0,0,0,18.334,2.867285,5.867285,8.5,1.76,0,0,0,3.416,0.5249,0.6099,0.6099,1.57539,0.46219,0.846555,1.428192,28.1,4.3,4.3,0,3.854375,7.32374,0,0
023-000000037,1612,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",D2D,0,0,0,0,6.86129,2.049595,1.849882,1.849882,0,0,0,0,12.415425,7.83078,6.134602,6.434602,4.11598,2.990633,2.136548,2.136548,26.8,10.5,10,10,12.871008,10.121032,0,0
027-999991250,1615,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Security Suitability and Credentialing Line of Business (SSCLoB)",13.8,5.75,5.75,5.75,0,0,0,0,3.2,1.75,1.75,1.75,0,0,0,0,0,0,0,0,19,10,11,11,0,7.5,0,0
028-000000048,1619,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","GCBD: Certify.SBA.GOV",0,0,0,0,11.17187,5.163229,6,4,2.242,1.27008,0.87042,0.87042,1.345631,0.933338,0.75,1,0.298,0,0,0,17.5,9,5,4,7.366647,7.62042,0,0
015-000200136,1621,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Central Accounting Services (CAS)",0,0,0,0,13.538178,9.111602,7.313005,9.191125,21.881297,1.057088,2.836408,2.893136,59.264773,36.54532,41.776227,40.532957,52.0155,23.106422,29.770535,30.234131,515.07,283.01,318.2,238.39,0,0,0,0
015-000200133,1623,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Post Payment Services",0,0,0,0,34.688252,11.999612,7.638264,7.111904,6.709059,1.686298,1.753707,2.415324,67.224979,37.962026,35.921547,36.698948,5.94736,4.441652,4.536613,4.949203,105.51,110.65,86.71,96.45,-3.178729,0,0.058864,0
015-000200137,1624,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Revenue Collections Support Services (RCSS)",0,0,0,0,8.586451,7.263061,5.860228,5.05351,0.793797,0.803504,0.694287,0.715158,45.953172,16.961591,21.326542,21.010244,3.832914,2.264596,2.505433,2.541626,31.73,15.59,18.09,18.09,0,0,0,0
015-000000252,1625,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Stored Value Card (SVC)",0,0,0,0,21.889915,16.126204,16.140245,16.817509,0.21042,0.187819,0.228298,0.228298,56.772257,36.922816,36.887304,32.768155,1.719855,0.563456,0.919414,0.684893,17,6,109,115,0,0,0,0
009-000339370,1627,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Chronic Condition Warehouse (CCW)",0,0,0,0,0,0,0,0,0,0,0,0,71.469,26.889,34.046,31.178,5.975,1.52,1.52,1.52,42.1,10,10,10,4.982,14.301,21.266,67.251
009-000004259,1628,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Coordination of Benefits/TROOP",0,0,0,0,1.31,0,0,0,0.025,0,0,0,49.831,14.641,15,15,0.841,0.228,0.228,0.228,6,1.5,1.5,1.5,-0.351,1.349,-2.306,9.72
009-000001472,1629,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Integrated Data Repository (IDR)",0,0,0,0,41.847,0,0,0,0,0,0,0,99.946,34.321,41.145,40.843,6.319,1.216,1.216,1.216,46,8,8,8,7.518,14.342,26.832,51.187
009-000327960,1630,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Healthcare Fraud Prevention Partnership (HFPP)",4.4,0,0,0,7.06,0,0,0,0.706,0,0,0,27.804,16.7,15.414,10.833,1.746,1.064,1.216,1.216,17,7,7,8,5.148,4.014,40.805,31.817
009-000348468,1631,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Hospital Quality Reporting (HQR)",12,0,0,0,107.02,16,16,16,5.436,0.608,0.608,0.608,91.864,75.138,47.512,46.865,3.594,2.584,2.736,2.736,62.6,21,22,22,-1.415,-21.167,-1.478,-24.047
009-000348474,1632,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Physician Quality Reporting System (PQRS)",3,0,0,0,115.807,0,0,0,5.302,0,0,0,79.841,34.192,5.8,3.672,3.534,1.672,0.304,0.304,61,11,2,2,-36.388,-66.172,-50.363,-91.555
005-000000185,1634,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","APHIS-Certification, Accreditation, Registration, Permitting, and Other Licensing (CARPOL)",1.291,0,0,0,36.234,9.489,7.163,7.163,0,0.77,0.808,0.808,6.8,3.306,3.569,3.569,0,0.256,0.269,0.269,20,7,7,7,0.193,11.809,1.416,0
005-000003010,1635,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture",OCFO-FSSP-Pegasys,0,0,0,0,8.397,11.429,0,0,,7.636,0,0,123.35,83.386,25.841,26.463,32.962,61.03,26.6,27.8,343.53,588.5,276,276,103.151,52.441,170.978,170.978
018-000002610,1639,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Customer Engagement Management System",0,0,0,0,6.407835,3.732375,1.122,2.9,0.275,0.03,0.05,0.05,9.9394,5.202647,5.48377,5.58377,0.536,0.115,0.145,0.145,6.2,1,1.4,1.4,6.460022,-1.83123,246.6,-21.2
005-999990010,1643,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture",FS-Recreation.gov,0.15,0,0,0,0,0.19,2.25,2.25,,0,0,0,2.93,2.421,0,0,0,0,0,0,0,0,0,0,2.611,2.25,0,44.118
005-000002223,1646,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FS-Natural Resource Manager (NRM)",0,0,0,0,50.527,6.39,9.684,9.684,23.788,0,1,1,293.885,13.651,12.755,12.755,90.221,3.996,3.946,3.946,405,0,0,0,24.037,27.385,44.762,-2.433
018-000001151,1647,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Enterprise Data Warehouse and Analytics (EDWA)",0,0,0,0,4.03297,1.25,1.25,1.5,1.582,0.801,0.28,0.28,10.270486,5.575,5.575,6.25,1.232,0.638,0.638,0.64,22.1,12,6.6,6.6,8.264,7.743,0,0
010-000000406,1648,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","FWS - Environmental Conservation Online System (ECOS)",8.18575,0.1,0.1,4,10.5014,2.24295,2.24295,0,1.04935,0.07905,0.07905,0,14.46302,1.63794,1.66785,2.3,2.10758,0.15715,0.15715,0,31.3,1.5,1.5,1.5,4.21709,4.247,0,0
010-000000456,1649,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","FWS - LEMIS",1.501,0.025,0.025,0.025,1.86,0.1,0.12,0.125,1.58,0,0.02,0,5.028437,0.5835,0.5335,0.5585,3.689938,0.5,0.51,0.525,49,3,3,3,1.2085,1.2085,0,0
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",0,0,0,0,0,3.599601,2.595,1.52,0,0.826585,0,0,0,6.269803,6.134,6.627,0,1.954727,2.22489,2.221,0,15.79,12,12,0,0,0,0
009-000348476,1655,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Quality Improvement Organizations (QIO) Information Systems",6,0,0,0,84.509,12,12,12,3.041,0.456,0.456,0.456,60.34,43.03,49.636,49.055,2.027,1.216,2.736,2.736,36,11,21,21,-0.271,7.259,-0.476,12.609
007-000100462,1656,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Defense Medical Information Exchange",0,0,0,0,0,0,0,0,0,0,0,0,107.602,40.71,42.691,43.157,6.041,3.792,4.312,4.346,36,17,16,16,-0.323,0,-0.72,0
006-000312900,1668,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/NWS/ Dissemination",1.5,10.58,10.58,0,194.1,30.342,30.342,9.553,2.796,0.559,0.559,0,323.471,31.186,31.186,63.514,129.657,11.871,11.871,12.43,1167.2,78,78,78,0,0,0,0
009-000353235,1670,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA ORA Imports",0,0,0,0,35.72,30.652,33.368,33.368,0.6,0.738,0.338,0.338,13.664,6.233,7.086,7.086,0.6,0.338,0.338,0.338,8,2.7,4.5,4.5,9.353,12.522,32.694,43.771
009-000255276,1674,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Compliance and Inspection",27.463,0,0,0,17.64,2.224,8.472,8.372,3.565,0.713,0.713,0.713,7.601,5.976,3.078,3.235,0.3,0.15,0.15,0.15,25,5.8,5.8,5.8,0,1.096,0,9.685
009-000276359,1676,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis",0,0,0,0,69.903,20.595,24.697,24.004,6.042,1.275,1.275,1.275,13.385,2.905,5.189,5.443,0.3,0.15,0.15,0.15,42,9.5,9.5,9.5,0,6.705,0,27.249
014-000000474,1679,"01 - Major IT","01 - Not Applicable","	014","Department of State","Consular Service Production Systems",0,0,0,0,0,4.88785,3.212933,2.7624,0,0.12155,0.1224,0.118765,102.6771,92.86915,61.045722,61.045722,2.115,2.30945,2.3256,2.363235,15,17,17,17,88.61195,88.61195,,
009-000348466,1681,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS ESRD Quality Reporting System (EQRS)",5,0,0,0,48.123,20,20,20,2.524,1.216,1.216,1.216,35.417,26.906,51.831,50.959,1.512,1.368,2.432,2.432,27.6,17,24,24,2.108,28.097,4.449,59.299
024-000007547,1684,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","FEMA - Grants Management Modernization",21.423,0,0,0,0,20.041,22.6,42.106,1.5,2.8,3,3,0,0.273,0.477,0,0,0.79,0.674,0.766,11,24,24,24,1.063,1.151,5,4
024-000005253,1686,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CISA - Homeland Advanced Recognition Technology (HART)",5.1,0,2.9,0,133.8,0,17.1,0,0,0,0,0,117.1,0,0,184.701,0,0,0,0,0,0,0,0,-167.338,-148.808,-100,-88
024-000005257,1687,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Revenue Modernization (RevMod)",0,0,0,0,60,16.433,18.544,15.673,0,1.983,1.993,1.993,0,0,0,0,0,0,0,0,0,12,12,12,-10,0.001,-35,0
021-302996650,1698,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","NHTSA347: CDAN Version 2.0",0,0,0,0,1.99,3.7,6.7,3,0.6,0.75,0.75,0.75,5.4,5.21962,6.343759,5.705285,0.4845,0.3345,0.3345,0.3345,7.23,7.23,7.23,7.23,1.05412,1.003259,11.777877,7.643878
023-000000036,1705,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Network Services Operations and Pricing Services (NS OPS)",2.27,0,0,0,18.371,8.347,9.051,8.971,0.55,0.16,0.16,0.16,12.355,7.06,7.06,5.347,0.32,0.16,0.16,0.16,5,1.5,2,2,15.727,16.431,0,0
023-000000057,1708,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","GSA Conexus",0,0,0,0,17.758,8.173,1.89,0,0.238,0.061,0,0,1.954,1.963,6.159,6.208,0.119,0.121,0.194,0.194,3,1.5,1.5,1.5,10.318,8.243,0,0
012-000000040,1710,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","Workforce Integrated Performance System (WIPS)",0,0,0,0,10.192,3.475,3.755,3.755,0.744,0.372,0.325,0.325,0.3,0.653,0.72,0.72,0,0,0,0,4.5,1.8,1.8,1.8,0,0,0,0
019-000001874,1716,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","SC Office of Science Federal Information Technology Services",0.984,0,0,0,11.637092,1.050189,1.071192,1.092616,0,0,0,0,150.022036,13.274576,13.500597,14.020752,10.164311,3.489562,3.54245,3.545691,71,26.6,0,0,17.814327,18.114239,0,0
019-000001872,1717,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","SC Office of Science M&O",0,1.034,0.913,0.72,293.007922,30.736937,29.705264,32.620704,0,0,0,0,2101.509344,273.989639,267.660379,269.747469,0,0,0,0,0,0,0,0,305.760576,298.278643,0,0
023-000000059,1725,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",login.gov,0,0,0,0,2.117,3.481,2.25,1.17,6.95,8.332,6.343,6.51,0.138,4.229,14.438,25.491,0,0,0,0,2,1,0,0,16.042,23.031,0,0
023-000000058,1726,"01 - Major IT","01 - Not Applicable","	023","General Services Administration",cloud.gov,0,0,0,0,0,0,0,0,5.307,2.844,1,0,0.397,0.858,1.574093,1.607343,0.205,1.392,2.341618,2.386109,2,2,0,0,5.094,4.915711,0,0
014-000000477,1727,"01 - Major IT","01 - Not Applicable","	014","Department of State","Centralized Data Collection and Integration System (CDCIS)",0,0,0,0,15.34635,3.38434,5.47456,3.71577,0.371985,0.28845,0.386945,0.44632,2.10465,5.00466,6.74944,6.74944,0.051015,0.42655,0.477055,0.42968,3,5,6,6,7.623,13.995,,
016-000002525,1730,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Anti-Fraud Enterprise Solution",0,0,0,0,10.404,4.296,3.185,2.58,5.039,1.167,0.853,0.699,0,2.409,1.542,4.043,0,0,0.163,0.168,12,35,30,30,7.872,5.743,0,0
016-000002259,1733,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","IT Modernization",0,0,0,0,46.403,98.697,110.317,105.457,0,41.847,56.23,49.456,0,0,0,0,0,0,0,0,0,284,365,311,140.544,166.547,0,0
023-000001700,1734,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Federal PKI Bridge",0,0,0,0,2.352,0,0,0,0,0,0,0,24.483454,5.25142,5.264,5.264,7.471369,0.39356,1.977,2.272,48.2,4.4,0,0,5.64498,7.241,0,0
011-000003618,1741,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","USMS Mission Modernization - Capture",9.149,0,0,0,56.152,14.849284,9.681414,10.850252,0.707,1.217825,1.336349,0.8909,15.596,4.949761,3.227138,10.85025,0,0.405941,0.44545,0.8909,4,9,10,10,21.422811,14.690351,0,0
009-000004253,1748,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Common Working File (CWF)",0,0,0,0,0,0,0,0,0,0,0,0,10.046,11.158,11.439,10.489,0.437,0.421,0.421,0.421,3,2.8,2.8,2.8,0.285,0.566,2.523,5.012
009-000333786,1752,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Unified Case Management (UCM)",0,0,0,0,93.417,19.778,14.646,9.146,7.792,1.436,0.616,0.616,0,8.476,34.174,21.34,0,0.616,1.436,1.436,54,13.5,13.5,13.5,-2.851,19.27,-8.598,60.977
009-000333912,1753,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Eligibility Appeals Case Management System (EACMS)",2.85,0,0,0,6.605,5.377,11.582,0,0.256,0.152,0.219,0,16.557,8.066,6.55,5.139,0.475,0.228,0.219,0.366,5,2.5,2.5,2.5,0.316,6.302,2.34,51.369
009-000373698,1754,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HHS Enterprise Human Capital Management (EHCM) Investment",5.838,0,0,0,45.579,19.038,30.158,24.701,9.15,4.194,1.3,1.394,0,0,0,0,0,0,0,0,14,5.5,5.5,5.5,-4.184,8.214,-15.261,35.338
009-000380398,1755,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Quality Payment Program (QPP)",28.846,0,0,0,56.806,72.505,89.822,99.19,14.624,3.04,3.04,3.04,0,0,0,0,0,0,0,0,100,20,20,20,4.083,31.227,5.714,50.664
009-000380399,1756,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS New Medicare Card",0,0,0,0,83.792,24.245,15.058,18.477,2.925,1.52,1.52,1.52,0,0,0,0,0,0,0,0,20,10,10,10,-12.793,-23.164,-33.179,-58.286
019-000001777,1767,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","NNSA ARGUS",0,0,0,0,10.316,4.893,6.263,6.12,0,0,0,0,20.585,9.823,10.726,10.941,0,0,0,0,0,0,0,0,0,0,0,0
005-000003220,1774,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture",FAS-IMART,0,0,0,0,4.125,2.4,0,0,,0.16,0,0,0.4,0.8,0.4,0.4,0,0,0.16,0.16,1,0,0,0,2.2,0.56,189.655,-51.724
005-000003190,1786,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","OCFO-NFC-Human Capital Management Services",0,0,0,0,0.285,2.817,0.242,0.242,,4.389,9.105,7.373,5.015,8.516,5.802,5.897,3.539,4.851,7.208,9.261,0,0,0,0,0.741,2.488,3.736,12.522
019-000001779,1791,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","NNSA CNS M&O Enterprise Resource Planning (ERP) Consolidation",0,0,0,0,26.923,6.49,7.552,6.549,0,0,0,0,0,3.845,3.22,3.126,0,0,0,0,0,0,0,0,0,3.22,0,42.6
025-000004400,1794,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Unified HUD Enterprise Customer Relationship Management Support (CRM)",0.211,0,0,0,2.502536,0,0.452595,0,0,0,0,0,137.860647,1.596121,1.522229,1.567895,0.03,0,0,0,0,0,0,0,0,0,0,0
025-000000072,1800,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Enterprise Subsidies Management (eSM ) Program",0,0,0,0,5.775938,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",0.15,0,0,0,3.576977,0.39929,0.111876,0.176766,0.934401,0.137966,0.140726,0.198235,7.893103,2.071995,2.912507,3.028703,0.92454,0.163184,0.547452,0.50728,22.8,4,4,4,2.772435,3.712561,0,0
010-000001985,1802,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","NPS - Fee Program Point of Sale",0,0.003,0.01,0,0,0.41985,0.49985,7.188,0,0.432225,0.632225,0.407,1.22,0.725908,0.589,8.01,0.09,0.108315,0.178,0.507,5.5,5.3,5.3,5.5,1.689298,1.909075,0,0
006-000403700,1807,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Schedule A Human Resources Recruiting, Payroll System (C-SHARPS)",2.106,0,0,0,20.931,8.582,0,0,0,0,0,0,0,6.196,20.618,44.421,0,0,0,0,29.3,38,38,19,14.778,20.618,0,0
019-000001780,1810,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","NNSA UPF Major Investment",0,0,0,0,3.1,1.5,1.5,1.5,0,0,0,0,14.9,7.3,7.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0
023-000000068,1812,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","PAR (e-Payroll)",0,0,0,0,2.81357,1.298922,1.282967,1.282967,0,0,0,0,26.737378,2.078488,2.28559,2.31209,28.863653,1.766884,2.330427,2.296888,182.3,15.1,15.1,14.3,0.247294,5.898984,5,0
422-000000004,1816,"01 - Major IT","01 - Not Applicable","	422","National Science Foundation","Data Management and Delivery",0,0,0,0,3.686,3.588,2.128,4.032,0.048,0.047,0.045,0.047,2.42,2.478,4.272,2.1,0.54,0.529,0.528,0.526,3.5,3.31,3.31,3.31,-0.005,2.806,-0.075222,67.338613
005-000003245,1819,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","FS-Interagency Resource Ordering Capability (IROC)",0,0,0,0,4.2,4.208,3.001,3.001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.208,3.001,,
027-000000191,1820,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Trust Funds Modernization",9.217,0,0,0,0,8.549,7.95,7.778,0.133,0.851,1.05,1.222,0,0,0,0,0,0,0,0,0,4.5,4.5,4.5,0,9,0,0
028-000000056,1822,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OCIO: SBA.gov",0.046273,0.047661,0.049091,0.050563,2.17228,2.237448,2.304572,2.373709,0.6075,1.0584,1.088025,1.118475,0.24185,0.249106,0.256579,0.264276,0.0675,0.07056,0.072535,0.074565,5,8,8,8,3.663175,3.770802,0,0
009-000347440,1823,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Surveillance Data Platform",3.179,0.057,8.097,8.034,13.313,0.245,34.103,33.966,0.508,0.28,1.1,0.96,1.62,2.05,2.49,4.2,0.52,0.28,0.46,1.44,9,5,12.7,21,0,-2.001,0,-4.147
006-000380200,1831,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Commerce Grants On-Line",0.8,0,0,0,3.3,0,2.01,0.99,0.7303,0,0,0,16.258,1.388,1.369,1.411,9.05,1.373,1.373,1.414,69.1,6,6,6,0,0,0,0
006-000403900,1836,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Center for Enterprise Dissemination Services and Consumer Information (CEDSCI).",0,0,0,0,0,8.728,20.699,14.905,8.354,4.28,6.798,6.693,0,5.689,11.126,11.462,0,0.66,0.583,7.145,15,29,31,62,3.664,39.206,23.3,0
007-000100685,1838,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM AND COMMON ACCESS CARD",0,0,0,0,0,0,0,0,0,0,0,0,503.435,65.389,66.204,63.014,70.2,7.8,6.75,6.75,468,46,46,46,-0.418,-1.046,-0.57,-1.41
019-000001029,1843,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","SC Portfolio Analysis and Management System",0,0,0,0,6.311297,0,0,0,0,0,0,0,11.26323,5.032902,4.754233,4.486957,1.148913,0.48972,0.514205,0.539916,5.2,2.7,0,0,1.044207,-0.206375,23.3,-3.8
029-555555300,1844,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Access to Care",0,0,0,0,0,0,5.891,0,0,0,4.345,2.875,0,0,6.977,4.783,0,0,1.396,2.915,0,0,36,36,0,0,0,0
029-666666400,1845,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Benefits Appeals",0,0,0,0,0,0,2.5,4.067,0,0,1.407,0.727,0,0,7.005,6.788,0,0,3.098,3.854,0,0,22,22,0,0,0,0
029-666666401,1846,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Benefits Payment",0,0,0,0,0,0,31.721,32.433,0,0,15.025,14.754,0,0,3.993,4.43,0,0,2.172,2.736,0,0,84,84,0,0,0,0
029-555555301,1847,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Health Data & Information",0,0,0,0,0,0,31.457,23.351,0,0,12.628,17.86,0,0,30.629,39.737,0,0,18.054,13.314,0,0,151,151,0,0,0,0
029-555555302,1848,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Health Management Platform",0,0,0,0,0,0,87.14,106.69,0,0,44.457,58.031,0,0,48.827,14.902,0,0,22.959,10.45,0,0,342,342,0,0,0,0
029-666666700,1849,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Memorials Automation",0,0,0,0,0,0,18.8,13.877,0,0,8.242,8.757,0,0,3.281,3.281,0,0,2.404,2.07,0,0,52,52,0,0,0,0
029-777777502,1850,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Supply Chain Management",0,0,0,0,0,0,0,36.785,0,0,0,5.809,0,0,25.546,25.191,0,0,9.622,3.977,0,0,47,47,0,0,0,0
029-666666402,1851,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Veterans Benefits Management",0,0,0,0,0,0,10,16.417,0,0,5.385,7.562,0,0,22.013,20.98,0,0,10.175,8.262,0,0,76,76,0,0,0,0
029-666666404,1852,"01 - Major IT","01 - Not Applicable","	029","Department of Veterans Affairs","Customer Relationship Management",0,0,0,0,0,0,52.564,62.569,0,0,23.161,25.903,0,0,56.018,51.182,0,0,27.817,25.941,0,0,249,249,0,0,0,0
